Chrom	Start	End	Name	Score	Strand	Conc	Conc_NEUROD1_Foxg1KD	Conc_NEUROD1_Control	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr14	55681727	55682117	DiffBind	0	.	5.1	3.99	5.72	-1.73	0.00175	0.0309	Promoter (<=1kb)	14	55679083	55681817	2735	2	ENSMUST00000007733	0	ENSMUSG00000007589	ENSMUSG00000007589
chr8	70879490	70879918	DiffBind	0	.	5.27	4.38	5.82	-1.44	0.00366	0.0488	Downstream (2-3kb)	8	70868227	70873490	5264	2	ENSMUST00000007865	-6001	ENSMUSG00000007721	ENSMUSG00000007721
chr6	118621907	118622368	DiffBind	0	.	5.98	4.86	6.61	-1.75	6.18e-05	0.00349	Intron (ENSMUST00000112825/ENSMUSG00000051331, intron 29 of 41)	6	118502564	118562256	59693	2	ENSMUST00000112830	-59652	ENSMUSG00000007827	ENSMUSG00000007827
chr14	65185892	65186476	DiffBind	0	.	6.16	5.17	6.75	-1.57	0.00035	0.011	Distal Intergenic	14	65209719	65228096	18378	2	ENSMUST00000127272	41620	ENSMUSG00000007989	ENSMUSG00000007989
chr4	82772039	82772391	DiffBind	0	.	5.45	4.51	6.01	-1.51	0.00373	0.0494	Distal Intergenic	4	82498321	82705750	207430	2	ENSMUST00000155821	-66290	ENSMUSG00000008575	ENSMUSG00000008575
chr16	6519465	6519802	DiffBind	0	.	5.04	3.46	5.78	-2.32	0.00075	0.0181	Distal Intergenic	16	6809222	7409813	600592	1	ENSMUST00000115841	-289420	ENSMUSG00000008658	ENSMUSG00000008658
chr16	7150257	7150920	DiffBind	0	.	5.62	4.59	6.22	-1.62	0.000306	0.0102	Intron (ENSMUST00000115841/ENSMUSG00000008658, intron 1 of 12)	16	7069835	7412479	342645	1	ENSMUST00000056416	80423	ENSMUSG00000008658	ENSMUSG00000008658
chr16	6758522	6759189	DiffBind	0	.	5.97	4.45	6.69	-2.24	1.79e-07	5.85e-05	Distal Intergenic	16	6809222	7409813	600592	1	ENSMUST00000115841	-50033	ENSMUSG00000008658	ENSMUSG00000008658
chr16	6963519	6963858	DiffBind	0	.	5.37	3.76	6.11	-2.35	5.7e-05	0.00328	Intron (ENSMUST00000115841/ENSMUSG00000008658, intron 1 of 12)	16	7069835	7412479	342645	1	ENSMUST00000056416	-105977	ENSMUSG00000008658	ENSMUSG00000008658
chr16	6750422	6751125	DiffBind	0	.	7.41	6.47	7.98	-1.51	1.19e-05	0.00108	Distal Intergenic	16	6809222	7409813	600592	1	ENSMUST00000115841	-58097	ENSMUSG00000008658	ENSMUSG00000008658
chr16	6732697	6733046	DiffBind	0	.	5.29	3.84	5.99	-2.15	5.39e-05	0.00317	Distal Intergenic	16	6809222	7409813	600592	1	ENSMUST00000115841	-76176	ENSMUSG00000008658	ENSMUSG00000008658
chr16	6390365	6390955	DiffBind	0	.	6.05	4.95	6.66	-1.71	3.4e-05	0.0023	Distal Intergenic	16	6809222	7409813	600592	1	ENSMUST00000115841	-418267	ENSMUSG00000008658	ENSMUSG00000008658
chr6	124325128	124325659	DiffBind	0	.	5.67	4.59	6.28	-1.69	0.0022	0.0358	Exon (ENSMUST00000032234/ENSMUSG00000008845, exon 12 of 17)	6	124304651	124330527	25877	1	ENSMUST00000112541	20478	ENSMUSG00000008845	ENSMUSG00000008845
chr11	4831097	4831506	DiffBind	0	.	5.74	4.48	6.4	-1.92	2.14e-05	0.00165	Promoter (1-2kb)	11	4781937	4833133	51197	2	ENSMUST00000109908	1627	ENSMUSG00000009073	ENSMUSG00000009073
chr7	46240076	46240478	DiffBind	0	.	5.91	5	6.46	-1.46	0.000362	0.0113	Promoter (<=1kb)	7	46240987	46311434	70448	1	ENSMUST00000164538	-509	ENSMUSG00000009487	ENSMUSG00000009487
chr5	87895081	87895452	DiffBind	0	.	5.09	3.14	5.9	-2.76	3.97e-05	0.00259	Distal Intergenic	5	87885695	87892745	7051	1	ENSMUST00000113274	9387	ENSMUSG00000009580	ENSMUSG00000009580
chr11	116799229	116799940	DiffBind	0	.	6.78	5.98	7.3	-1.31	2.12e-05	0.00163	Distal Intergenic	11	116765025	116775507	10483	2	ENSMUST00000009732	-23723	ENSMUSG00000009588	ENSMUSG00000009588
chr10	75106915	75107377	DiffBind	0	.	5.22	4.01	5.87	-1.86	0.00305	0.0434	Intron (ENSMUST00000164107/ENSMUSG00000009681, intron 1 of 22)	10	75060896	75184923	124028	1	ENSMUST00000164107	46020	ENSMUSG00000009681	ENSMUSG00000009681
chr13	18443368	18443776	DiffBind	0	.	5.68	4.57	6.3	-1.74	0.0024	0.0377	Distal Intergenic	13	18148304	18382041	233738	2	ENSMUST00000175768	-61328	ENSMUSG00000009734	ENSMUSG00000009734
chr13	18290258	18290883	DiffBind	0	.	5.83	4.6	6.48	-1.89	0.000127	0.00571	Intron (ENSMUST00000139064/ENSMUSG00000009734, intron 2 of 7)	13	18121101	18382041	260941	2	ENSMUST00000139064	91158	ENSMUSG00000009734	ENSMUSG00000009734
chr1	190185772	190186123	DiffBind	0	.	4.65	5.36	3.17	2.19	0.000467	0.0132	Intron (ENSMUST00000110279/ENSMUSG00000079045, intron 1 of 1)	1	190118038	190170680	52643	2	ENSMUST00000175916	-15093	ENSMUSG00000010175	ENSMUSG00000010175
chr9	21097855	21098181	DiffBind	0	.	4.93	3.74	5.58	-1.83	0.00133	0.0259	Intron (ENSMUST00000135674/ENSMUSG00000086016, intron 1 of 1)	9	21074168	21091988	17821	2	ENSMUST00000115487	-5868	ENSMUSG00000010205	ENSMUSG00000010205
chr10	23426345	23426910	DiffBind	0	.	6.58	4.88	7.34	-2.46	1.95e-06	0.000304	Distal Intergenic	10	23104168	23349895	245728	2	ENSMUST00000092665	-76451	ENSMUSG00000010461	ENSMUSG00000010461
chr7	137271982	137272922	DiffBind	0	.	8.11	7.43	8.57	-1.13	7.12e-05	0.00382	Intron (ENSMUST00000033378/ENSMUSG00000010476, intron 6 of 15)	7	137194698	137314414	119717	2	ENSMUST00000168203	41492	ENSMUSG00000010476	ENSMUSG00000010476
chr4	109797514	109798189	DiffBind	0	.	5.98	5.21	6.47	-1.26	0.00159	0.029	Intron (ENSMUST00000102724/ENSMUSG00000010517, intron 8 of 18)	4	109840785	109925378	84594	1	ENSMUST00000155204	-42596	ENSMUSG00000010517	ENSMUSG00000010517
chr3	146203959	146204441	DiffBind	0	.	5.46	3.78	6.21	-2.43	1.31e-05	0.00116	Distal Intergenic	3	146192083	146195140	3058	1	ENSMUST00000169984	11877	ENSMUSG00000011008	ENSMUSG00000011008
chr3	138183377	138184037	DiffBind	0	.	6.37	5.02	7.06	-2.05	1.57e-08	9.59e-06	Promoter (2-3kb)	3	138164135	138186713	22579	2	ENSMUST00000012186	2676	ENSMUSG00000012042	ENSMUSG00000012042
chr1	78530801	78531428	DiffBind	0	.	5.16	4.18	5.74	-1.56	0.00325	0.0453	Intron (ENSMUST00000113524/ENSMUSG00000012187, intron 6 of 6)	1	78537628	78538173	546	1	ENSMUST00000125458	-6200	ENSMUSG00000012187	ENSMUSG00000012187
chr2	103333337	103334118	DiffBind	0	.	5.65	4.79	6.18	-1.39	0.00179	0.0314	Distal Intergenic	2	103263433	103303278	39846	2	ENSMUST00000090475	-30060	ENSMUSG00000012350	ENSMUSG00000012350
chr7	43326275	43326776	DiffBind	0	.	5.59	4.77	6.11	-1.35	0.00352	0.0476	Distal Intergenic	7	43301476	43313294	11819	2	ENSMUST00000151659	-12982	ENSMUSG00000012640	ENSMUSG00000012640
chr10	60595219	60596363	DiffBind	0	.	5.9	6.52	4.79	1.73	0.00264	0.0398	Intron (ENSMUST00000073242/ENSMUSG00000012819, intron 5 of 66)	10	60628480	60653033	24554	2	ENSMUST00000153677	56670	ENSMUSG00000012819	ENSMUSG00000012819
chr9	14620623	14621178	DiffBind	0	.	5.33	5.88	4.41	1.47	0.00312	0.0441	Distal Intergenic	9	14593444	14615483	22040	2	ENSMUST00000162901	-5141	ENSMUSG00000013076	ENSMUSG00000013076
chr9	14631897	14632342	DiffBind	0	.	5.39	4.34	5.99	-1.65	0.00111	0.0231	Distal Intergenic	9	14593444	14615483	22040	2	ENSMUST00000162901	-16415	ENSMUSG00000013076	ENSMUSG00000013076
chr16	22371380	22372020	DiffBind	0	.	6.61	5.52	7.22	-1.7	2.87e-05	0.00203	Distal Intergenic	16	22383579	22401829	18251	2	ENSMUST00000170803	29809	ENSMUSG00000013089	ENSMUSG00000013089
chr16	22405949	22406418	DiffBind	0	.	4.93	3.76	5.57	-1.81	0.00156	0.0287	Intron (ENSMUST00000079601/ENSMUSG00000013089, intron 7 of 12)	16	22383579	22401829	18251	2	ENSMUST00000170803	-4121	ENSMUSG00000013089	ENSMUSG00000013089
chr16	22440369	22440722	DiffBind	0	.	5.36	4.18	6	-1.82	0.00126	0.0251	Promoter (<=1kb)	16	22381309	22439719	58411	2	ENSMUST00000079601	-651	ENSMUSG00000013089	ENSMUSG00000013089
chr1	131846593	131847445	DiffBind	0	.	5.23	5.85	4.15	1.69	0.00285	0.0417	3' UTR	1	131842840	131846629	3790	1	ENSMUST00000146360	3754	ENSMUSG00000013275	ENSMUSG00000013275
chr11	95902602	95903095	DiffBind	0	.	5.49	3.06	6.35	-3.29	4.82e-07	0.000118	Intron (ENSMUST00000038343/ENSMUSG00000013418, intron 1 of 10)	11	95865943	95914891	48949	2	ENSMUST00000038343	11796	ENSMUSG00000013418	ENSMUSG00000013418
chr11	58378495	58379084	DiffBind	0	.	5.92	4.91	6.5	-1.59	0.000213	0.00809	Promoter (<=1kb)	11	58379043	58390537	11495	1	ENSMUST00000013787	0	ENSMUSG00000013643	ENSMUSG00000013643
chr11	58382351	58383002	DiffBind	0	.	7.18	6.61	7.58	-0.97	0.00106	0.0224	Exon (ENSMUST00000013787/ENSMUSG00000013643, exon 3 of 7)	11	58379043	58390728	11686	1	ENSMUST00000108826	3309	ENSMUSG00000013643	ENSMUSG00000013643
chr11	58418372	58418734	DiffBind	0	.	5.01	3.69	5.69	-2	0.000715	0.0175	Promoter (2-3kb)	11	58421111	58426024	4914	1	ENSMUST00000013797	-2377	ENSMUSG00000013653	ENSMUSG00000013653
chr15	67630543	67631178	DiffBind	0	.	6.7	5.92	7.2	-1.27	4.46e-05	0.00279	Distal Intergenic	15	67102875	67113992	11118	2	ENSMUST00000092640	-516552	ENSMUSG00000013846	ENSMUSG00000013846
chr15	67611902	67612421	DiffBind	0	.	7.01	6.4	7.44	-1.04	0.000427	0.0124	Distal Intergenic	15	67102875	67113992	11118	2	ENSMUST00000092640	-497911	ENSMUSG00000013846	ENSMUSG00000013846
chr15	67249020	67249410	DiffBind	0	.	5.14	3.66	5.86	-2.2	6.6e-05	0.00364	Distal Intergenic	15	67102875	67113992	11118	2	ENSMUST00000092640	-135029	ENSMUSG00000013846	ENSMUSG00000013846
chr15	67484182	67484652	DiffBind	0	.	5.46	4.6	5.99	-1.39	0.00344	0.0469	Distal Intergenic	15	67102875	67113992	11118	2	ENSMUST00000092640	-370191	ENSMUSG00000013846	ENSMUSG00000013846
chr14	63368188	63368866	DiffBind	0	.	6.81	6.2	7.24	-1.04	0.00192	0.0328	Distal Intergenic	14	63372837	63417187	44351	2	ENSMUST00000014597	48321	ENSMUSG00000014453	ENSMUSG00000014453
chr18	34457624	34458068	DiffBind	0	.	5.87	5.14	6.36	-1.22	0.0029	0.0421	Exon (ENSMUST00000040506/ENSMUSG00000036501, exon 10 of 21)	18	34409423	34442789	33367	1	ENSMUST00000014647	48202	ENSMUSG00000014503	ENSMUSG00000014503
chr5	3663977	3664493	DiffBind	0	.	5.92	4.74	6.56	-1.81	0.000948	0.021	Promoter (2-3kb)	5	3661868	3680325	18458	1	ENSMUST00000156117	2110	ENSMUSG00000014529	ENSMUSG00000014529
chr14	68891640	68892245	DiffBind	0	.	7.35	6.73	7.78	-1.05	0.00187	0.0323	Distal Intergenic	14	69029289	69041401	12113	1	ENSMUST00000014957	-137044	ENSMUSG00000014813	ENSMUSG00000014813
chr5	32445459	32445775	DiffBind	0	.	4.79	3.66	5.41	-1.76	0.00367	0.0489	Distal Intergenic	5	32458974	32495523	36550	1	ENSMUST00000015100	-13199	ENSMUSG00000014956	ENSMUSG00000014956
chr2	70698047	70698386	DiffBind	0	.	4.57	3.21	5.26	-2.04	0.00308	0.0437	Intron (ENSMUST00000133432/ENSMUSG00000014959, intron 8 of 9)	2	70687813	70691721	3909	1	ENSMUST00000136485	10235	ENSMUSG00000014959	ENSMUSG00000014959
chr1	152304617	152305250	DiffBind	0	.	6.6	5.97	7.04	-1.06	0.000689	0.0171	Distal Intergenic	1	152370838	152372082	1245	2	ENSMUST00000161717	66832	ENSMUSG00000014980	ENSMUSG00000014980
chr6	6197395	6197924	DiffBind	0	.	6.94	6.21	7.43	-1.22	0.000329	0.0107	Intron (ENSMUST00000015256/ENSMUSG00000015112, intron 1 of 17)	6	6109181	6191317	82137	2	ENSMUST00000177698	-6079	ENSMUSG00000015112	ENSMUSG00000015112
chr6	6132071	6132484	DiffBind	0	.	6.09	4.99	6.71	-1.72	0.00028	0.00964	Intron (ENSMUST00000169197/ENSMUSG00000015112, intron 2 of 13)	6	6109181	6181069	71889	2	ENSMUST00000179756	48585	ENSMUSG00000015112	ENSMUSG00000015112
chr7	66311203	66311692	DiffBind	0	.	5.82	4.83	6.4	-1.57	0.000411	0.0121	Intron (ENSMUST00000015277/ENSMUSG00000015133, intron 6 of 33)	7	66259184	66282217	23034	2	ENSMUST00000145954	-28987	ENSMUSG00000015133	ENSMUSG00000015133
chr10	7225940	7226391	DiffBind	0	.	5.81	4.57	6.47	-1.9	1.62e-05	0.00137	Distal Intergenic	10	7119063	7212237	93175	2	ENSMUST00000015346	-13704	ENSMUSG00000015202	ENSMUSG00000015202
chr4	53062547	53062916	DiffBind	0	.	5.69	4.92	6.2	-1.28	0.00293	0.0424	Exon (ENSMUST00000030010/ENSMUSG00000015243, exon 20 of 50)	4	53035488	53040926	5439	2	ENSMUST00000149127	-21622	ENSMUSG00000015243	ENSMUSG00000015243
chr10	8955803	8956271	DiffBind	0	.	5.9	5.08	6.42	-1.33	0.000957	0.0211	Distal Intergenic	10	8722219	8886070	163852	2	ENSMUST00000015449	-69734	ENSMUSG00000015305	ENSMUSG00000015305
chr10	9005472	9006091	DiffBind	0	.	7.53	6.92	7.96	-1.04	0.000397	0.0119	Distal Intergenic	10	8722219	8886070	163852	2	ENSMUST00000015449	-119403	ENSMUSG00000015305	ENSMUSG00000015305
chr5	5728031	5728506	DiffBind	0	.	6.2	4.74	6.91	-2.16	2.84e-05	0.00201	Distal Intergenic	5	5736325	5740401	4077	2	ENSMUST00000169542	11895	ENSMUSG00000015652	ENSMUSG00000015652
chr13	14615602	14616189	DiffBind	0	.	5.65	4.57	6.26	-1.69	0.0019	0.0325	Promoter (2-3kb)	13	14613242	14625671	12430	1	ENSMUST00000170836	2361	ENSMUSG00000015671	ENSMUSG00000015671
chr6	17673183	17673802	DiffBind	0	.	4.68	5.42	3.07	2.35	0.000501	0.0139	Distal Intergenic	6	17660606	17665686	5081	1	ENSMUST00000142592	12578	ENSMUSG00000015733	ENSMUSG00000015733
chr3	87246847	87247650	DiffBind	0	.	6.26	5.63	6.7	-1.06	0.00296	0.0426	Distal Intergenic	3	87250758	87263599	12842	2	ENSMUST00000090986	15949	ENSMUSG00000015852	ENSMUSG00000015852
chr5	45763617	45764100	DiffBind	0	.	6.09	5.35	6.58	-1.22	0.00173	0.0306	Intron (ENSMUST00000045586/ENSMUSG00000015882, intron 4 of 6)	5	45698666	45700070	1405	1	ENSMUST00000123396	64952	ENSMUSG00000015880	ENSMUSG00000015880
chr5	45957672	45958262	DiffBind	0	.	6.82	6.28	7.22	-0.94	0.00157	0.0287	Distal Intergenic	5	45775259	45857615	82357	2	ENSMUST00000156295	-100058	ENSMUSG00000015882	ENSMUSG00000015882
chr10	93531977	93532672	DiffBind	0	.	6.66	5.33	7.34	-2	9.37e-08	3.51e-05	Intron (ENSMUST00000016034/ENSMUSG00000015890, intron 4 of 8)	10	93523338	93540033	16696	2	ENSMUST00000016034	7361	ENSMUSG00000015890	ENSMUSG00000015890
chr13	55994539	55996005	DiffBind	0	.	8.56	8.8	8.26	0.54	0.00365	0.0487	Distal Intergenic	13	56074166	56084521	10356	2	ENSMUST00000137835	88516	ENSMUSG00000015937	ENSMUSG00000015937
chr1	177711337	177711773	DiffBind	0	.	5.64	4.02	6.38	-2.36	0.000143	0.00616	Distal Intergenic	1	177729814	177753324	23511	1	ENSMUST00000016106	-18041	ENSMUSG00000015962	ENSMUSG00000015962
chr5	151214729	151215071	DiffBind	0	.	5.2	3.66	5.93	-2.26	5.38e-05	0.00317	Intron (ENSMUST00000129088/ENSMUSG00000016128, intron 1 of 3)	5	151063546	151233774	170229	2	ENSMUST00000129088	18703	ENSMUSG00000016128	ENSMUSG00000016128
chr1	193433349	193434191	DiffBind	0	.	6.68	4.93	7.45	-2.53	1.04e-08	7.35e-06	Distal Intergenic	1	193346346	193370297	23952	2	ENSMUST00000016323	-63053	ENSMUSG00000016179	ENSMUSG00000016179
chr1	193093331	193093786	DiffBind	0	.	5.44	4.08	6.13	-2.05	0.000568	0.0151	Distal Intergenic	1	193104403	193130251	25849	2	ENSMUST00000085555	36465	ENSMUSG00000016181	ENSMUSG00000016181
chr1	192856461	192857052	DiffBind	0	.	5.77	4.73	6.36	-1.63	0.000349	0.011	Promoter (<=1kb)	1	192844431	192855752	11322	2	ENSMUST00000155579	-710	ENSMUSG00000016262	ENSMUSG00000016262
chr1	131086500	131086830	DiffBind	0	.	5.5	4.44	6.11	-1.66	0.00264	0.0398	Intron (ENSMUST00000016672/ENSMUSG00000016528, intron 1 of 9)	1	131053704	131097543	43840	2	ENSMUST00000016672	10713	ENSMUSG00000016528	ENSMUSG00000016528
chr15	78042647	78043187	DiffBind	0	.	6.23	5.22	6.82	-1.6	0.000433	0.0125	Intron (ENSMUST00000019290/ENSMUSG00000019146, intron 1 of 3)	15	77958998	77970824	11827	2	ENSMUST00000100484	-71824	ENSMUSG00000016554	ENSMUSG00000016554
chr11	116020142	116021001	DiffBind	0	.	6.01	5.11	6.56	-1.45	0.000973	0.0214	Downstream (<1kb)	11	116023509	116024473	965	2	ENSMUST00000139378	3472	ENSMUSG00000016559	ENSMUSG00000016559
chr15	84913180	84913695	DiffBind	0	.	6.28	5.09	6.92	-1.84	4.7e-05	0.0029	Distal Intergenic	15	84923428	84942955	19528	1	ENSMUST00000165443	-9733	ENSMUSG00000016619	ENSMUSG00000016619
chr15	83447681	83448184	DiffBind	0	.	7.28	6.71	7.69	-0.98	0.000409	0.0121	Intron (ENSMUST00000171436/ENSMUSG00000016664, intron 1 of 10)	15	83375607	83432850	57244	2	ENSMUST00000165095	-14832	ENSMUSG00000016664	ENSMUSG00000016664
chr1	12671831	12672186	DiffBind	0	.	4.65	5.5	2.37	3.13	5.59e-06	0.000636	Distal Intergenic	1	12692430	12860371	167942	1	ENSMUST00000177608	-20244	ENSMUSG00000016918	ENSMUSG00000016918
chr1	12633076	12633443	DiffBind	0	.	5.6	4.74	6.14	-1.4	0.00237	0.0374	Distal Intergenic	1	12692430	12860371	167942	1	ENSMUST00000177608	-58987	ENSMUSG00000016918	ENSMUSG00000016918
chr11	17798018	17798399	DiffBind	0	.	5.12	3.93	5.76	-1.83	0.00112	0.0232	Distal Intergenic	11	17938756	17953875	15120	2	ENSMUST00000076661	155476	ENSMUSG00000016984	ENSMUSG00000016984
chr11	118253960	118254889	DiffBind	0	.	7.02	6.42	7.45	-1.03	0.00295	0.0425	Distal Intergenic	11	118164166	118248592	84427	2	ENSMUST00000106305	-5369	ENSMUSG00000017132	ENSMUSG00000017132
chr2	51087547	51088176	DiffBind	0	.	6.5	5.81	6.96	-1.15	0.00291	0.0422	Distal Intergenic	2	51137069	51149094	12026	2	ENSMUST00000140864	60918	ENSMUSG00000017144	ENSMUSG00000017144
chr11	101520383	101520793	DiffBind	0	.	4.99	3.65	5.67	-2.02	0.00118	0.024	Promoter (1-2kb)	11	101512511	101522459	9949	2	ENSMUST00000131460	1666	ENSMUSG00000017146	ENSMUSG00000017146
chr11	101497004	101497424	DiffBind	0	.	5.19	3.82	5.88	-2.06	0.000299	0.0101	Exon (ENSMUST00000156843/ENSMUSG00000017146, exon 1 of 5)	11	101496315	101508178	11864	2	ENSMUST00000156843	10754	ENSMUSG00000017146	ENSMUSG00000017146
chr11	98730968	98731547	DiffBind	0	.	6.01	4.26	6.77	-2.52	1.4e-08	8.79e-06	Promoter (1-2kb)	11	98704591	98729435	24845	2	ENSMUST00000017354	-1534	ENSMUSG00000017210	ENSMUSG00000017210
chr14	16497314	16497978	DiffBind	0	.	5.97	5.08	6.52	-1.44	0.000769	0.0183	Intron (ENSMUST00000063750/ENSMUSG00000017491, intron 3 of 7)	14	16423288	16428505	5218	1	ENSMUST00000163032	74027	ENSMUSG00000017485	ENSMUSG00000017485
chr14	17020861	17021313	DiffBind	0	.	5.07	5.68	4	1.68	0.00159	0.029	Distal Intergenic	14	16430842	16575472	144631	2	ENSMUST00000063750	-445390	ENSMUSG00000017491	ENSMUSG00000017491
chr11	99076631	99077247	DiffBind	0	.	6.23	5.29	6.79	-1.5	0.00054	0.0146	Promoter (1-2kb)	11	99070684	99075341	4658	2	ENSMUST00000153351	-1291	ENSMUSG00000017607	ENSMUSG00000017607
chr11	76491832	76492186	DiffBind	0	.	4.75	3.56	5.4	-1.83	0.00201	0.0337	Promoter (1-2kb)	11	76464238	76493929	29692	2	ENSMUST00000151526	1743	ENSMUSG00000017631	ENSMUSG00000017631
chr11	80275401	80275748	DiffBind	0	.	4.77	3.51	5.43	-1.92	0.00167	0.03	Distal Intergenic	11	80252497	80254828	2332	1	ENSMUST00000151518	22905	ENSMUSG00000017686	ENSMUSG00000017686
chr2	163726611	163727379	DiffBind	0	.	5.79	4.91	6.33	-1.42	0.00158	0.0288	5' UTR	2	163730015	163730866	852	2	ENSMUST00000156939	3487	ENSMUSG00000017697	ENSMUSG00000017697
chr2	164861993	164862386	DiffBind	0	.	5.79	3.69	6.62	-2.93	3.03e-06	0.000423	Distal Intergenic	2	164839518	164857711	18194	2	ENSMUST00000059954	-4283	ENSMUSG00000017754	ENSMUSG00000017754
chr2	165612882	165613451	DiffBind	0	.	6.59	5.82	7.09	-1.27	0.000159	0.00668	Intron (ENSMUST00000088132/ENSMUSG00000017897, intron 1 of 15)	2	165595032	165771719	176688	1	ENSMUST00000088132	17851	ENSMUSG00000017897	ENSMUSG00000017897
chr6	23503023	23503388	DiffBind	0	.	5.63	4.42	6.28	-1.86	5.24e-05	0.00311	Intron (ENSMUST00000166458/ENSMUSG00000017978, intron 8 of 29)	6	23263508	23587424	323917	2	ENSMUST00000125350	84036	ENSMUSG00000017978	ENSMUSG00000017978
chr5	118710052	118710392	DiffBind	0	.	4.74	2.88	5.53	-2.65	0.000351	0.011	Intron (ENSMUST00000100816/ENSMUSG00000018076, intron 4 of 30)	5	118560719	118765435	204717	1	ENSMUST00000100816	149334	ENSMUSG00000018076	ENSMUSG00000018076
chr11	98371071	98372102	DiffBind	0	.	5.93	6.45	5.12	1.33	0.00147	0.0275	5' UTR	11	98375520	98378648	3129	1	ENSMUST00000130323	-3418	ENSMUSG00000018167	ENSMUSG00000018167
chr11	65801487	65802370	DiffBind	0	.	6.28	5.57	6.76	-1.19	0.00105	0.0223	Distal Intergenic	11	65807175	65829238	22064	1	ENSMUST00000071465	-4805	ENSMUSG00000018347	ENSMUSG00000018347
chr11	106822862	106823368	DiffBind	0	.	5.38	4.1	6.05	-1.95	0.000524	0.0143	Exon (ENSMUST00000103067/ENSMUSG00000018363, exon 2 of 18)	11	106817879	106819930	2052	1	ENSMUST00000124898	4984	ENSMUSG00000018372	ENSMUSG00000018372
chr11	88140485	88141170	DiffBind	0	.	7	5.88	7.62	-1.74	3.26e-05	0.00223	Intron (ENSMUST00000018522/ENSMUSG00000018378, intron 1 of 10)	11	88162261	88194140	31880	1	ENSMUST00000154812	-21091	ENSMUSG00000018378	ENSMUSG00000018378
chr11	88142157	88142685	DiffBind	0	.	5.23	5.89	3.98	1.91	0.000364	0.0113	Intron (ENSMUST00000018522/ENSMUSG00000018378, intron 1 of 10)	11	88162261	88194140	31880	1	ENSMUST00000154812	-19576	ENSMUSG00000018378	ENSMUSG00000018378
chr11	86949820	86950745	DiffBind	0	.	7.91	7.24	8.37	-1.13	4.76e-05	0.00292	Intron (ENSMUST00000018571/ENSMUSG00000018427, intron 2 of 4)	11	86936425	86993707	57283	2	ENSMUST00000018571	42962	ENSMUSG00000018427	ENSMUSG00000018427
chr11	87207049	87207485	DiffBind	0	.	4.91	3.36	5.64	-2.28	0.00179	0.0314	Exon (ENSMUST00000152637/ENSMUSG00000018548, exon 6 of 6)	11	87190074	87218258	28185	1	ENSMUST00000154138	16976	ENSMUSG00000018548	ENSMUSG00000018548
chr6	42568245	42568718	DiffBind	0	.	5.22	4.11	5.84	-1.73	0.00369	0.0491	Distal Intergenic	6	42584866	42587629	2764	2	ENSMUST00000151898	18911	ENSMUSG00000018656	ENSMUSG00000018656
chr11	96973431	96973901	DiffBind	0	.	5.48	6.16	4.13	2.03	4.38e-05	0.00276	Intron (ENSMUST00000107626/ENSMUSG00000018678, intron 1 of 6)	11	96953340	96977688	24349	2	ENSMUST00000107626	3787	ENSMUSG00000018678	ENSMUSG00000018678
chr11	84330149	84330531	DiffBind	0	.	5.9	4.76	6.53	-1.77	0.000291	0.00988	Intron (ENSMUST00000103201/ENSMUSG00000020532, intron 41 of 55)	11	84442509	84449533	7025	2	ENSMUST00000141093	119002	ENSMUSG00000018697	ENSMUSG00000018697
chr11	69706817	69707253	DiffBind	0	.	5.67	4.7	6.24	-1.54	0.00263	0.0398	Distal Intergenic	11	69682577	69696098	13522	2	ENSMUST00000094070	-10720	ENSMUSG00000018752	ENSMUSG00000018752
chr11	75399335	75399729	DiffBind	0	.	5.95	4.74	6.6	-1.86	7.11e-06	0.000746	Promoter (<=1kb)	11	75399609	75400633	1025	1	ENSMUST00000135774	0	ENSMUSG00000018809	ENSMUSG00000018809
chr19	42164226	42165218	DiffBind	0	.	7.7	8.06	7.23	0.83	0.000727	0.0178	Promoter (<=1kb)	19	42163951	42177726	13776	1	ENSMUST00000164455	276	ENSMUSG00000018820	ENSMUSG00000018820
chr19	42205094	42205565	DiffBind	0	.	5.86	4.83	6.45	-1.63	0.000391	0.0118	Promoter (2-3kb)	19	42197971	42202252	4282	2	ENSMUST00000018966	-2843	ENSMUSG00000018822	ENSMUSG00000018822
chr11	60909546	60910116	DiffBind	0	.	6.49	5.87	6.92	-1.05	0.0017	0.0303	Intron (ENSMUST00000019075/ENSMUSG00000018931, intron 1 of 2)	11	60902246	60913812	11567	2	ENSMUST00000019075	3696	ENSMUSG00000018931	ENSMUSG00000018931
chr12	35725891	35726351	DiffBind	0	.	6	5.29	6.47	-1.18	0.00213	0.035	Distal Intergenic	12	35497974	35535038	37065	2	ENSMUST00000116436	-190854	ENSMUSG00000019256	ENSMUSG00000019256
chr18	47512537	47512978	DiffBind	0	.	5.21	3.79	5.91	-2.12	7.54e-05	0.00395	Distal Intergenic	18	47275658	47368870	93213	2	ENSMUST00000151382	-143668	ENSMUSG00000019647	ENSMUSG00000019647
chr18	47225931	47226645	DiffBind	0	.	6.74	6.18	7.15	-0.97	0.00128	0.0254	Distal Intergenic	18	47235598	47281195	45598	2	ENSMUST00000123228	54550	ENSMUSG00000019647	ENSMUSG00000019647
