.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	Shared
ENSMUSG00000001440	12972.26393	-0.264671893	0.069539779	9.39981E-05	0.000827454	Kpnb1	chr11	97187737	97188579	Promoter (<=1kb)	11	97159714	97187881	28168	2	ENSMUST00000001479	0	ENSMUSG00000001440	Shared
ENSMUSG00000001441	9029.925176	-0.102246902	0.093867695	0.254990813	0.432880929	Npepps	chr11	97252238	97252588	Intron (ENSMUST00000167806/ENSMUSG00000001441, intron 3 of 17)	11	97241961	97243146	1186	2	ENSMUST00000146833	-9093	ENSMUSG00000001441	Shared
ENSMUSG00000001467	8305.176399	-0.950004715	0.130176571	3.62355E-14	2.85217E-12	Cyp51	chr5	4104211	4105135	Promoter (<=1kb)	5	4081145	4104746	23602	2	ENSMUST00000001507	0	ENSMUSG00000001467	Shared
ENSMUSG00000001482	3146.685267	-0.08936658	0.105928276	0.391025945	0.571701636	Def8	chr8	123442802	123443479	Promoter (<=1kb)	8	123442986	123460515	17530	1	ENSMUST00000093049	0	ENSMUSG00000001482	Shared
ENSMUSG00000001496	199.6854974	0.55190726	0.38731238	0.019376483	0.065987689	Nkx2-1	chr12	56470961	56471468	Distal Intergenic	12	56531935	56535096	3162	2	ENSMUST00000178477	63628	ENSMUSG00000001496	Shared
ENSMUSG00000001504	22.30673828	-0.280093998	0.395669298	0.130327898	0.272327555	Irx2	chr13	72735999	72736410	Distal Intergenic	13	72632597	72633772	1176	1	ENSMUST00000172353	103403	ENSMUSG00000001504	Shared
ENSMUSG00000001508	324.1638268	-0.232491594	0.164476807	0.103260296	0.231074606	Sgca	chr11	94978716	94979648	Promoter (2-3kb)	11	94963208	94976327	13120	2	ENSMUST00000166320	-2390	ENSMUSG00000001508	Shared
ENSMUSG00000001510	2.439923793	0.02549015	0.325766662	0.694014964	.	Dlx3	chr11	95106404	95107299	Distal Intergenic	11	95120089	95125296	5208	1	ENSMUST00000092768	-12790	ENSMUSG00000001510	Shared
ENSMUSG00000001517	397.5445721	-0.08663814	0.183634304	0.568701703	0.722374072	Foxm1	chr6	128363205	128363754	Promoter (<=1kb)	6	128362967	128375893	12927	1	ENSMUST00000073316	239	ENSMUSG00000001517	Shared
ENSMUSG00000001518	557.1298998	0.416391341	0.137500923	0.000933828	0.005726098	Itfg2	chr6	128424334	128425457	Promoter (<=1kb)	6	128409444	128424931	15488	2	ENSMUST00000001559	0	ENSMUSG00000001518	Shared
ENSMUSG00000001525	45403.7071	-0.350441466	0.108704645	0.000885678	0.005492223	Tubb5	chr17	35838029	35839072	Promoter (<=1kb)	17	35833926	35838306	4381	2	ENSMUST00000001566	0	ENSMUSG00000001525	Shared
ENSMUSG00000001552	2683.455718	-0.480954272	0.164816848	0.000955592	0.005838315	Jup	chr11	100392887	100393311	Intron (ENSMUST00000001592/ENSMUSG00000001552, intron 1 of 13)	11	100370619	100397749	27131	2	ENSMUST00000001592	4438	ENSMUSG00000001552	Shared
ENSMUSG00000001576	10069.88057	-0.117332832	0.085657099	0.155138067	0.307524542	Ergic1	chr17	26622876	26623287	Promoter (<=1kb)	17	26624183	26643882	19700	1	ENSMUST00000165802	-896	ENSMUSG00000001576	Shared
ENSMUSG00000001627	2163.345892	0.543659486	0.138627467	2.05809E-05	0.000227877	Ifrd1	chr12	40243901	40244317	Intron (ENSMUST00000169926/ENSMUSG00000001627, intron 2 of 5)	12	40213980	40248079	34100	2	ENSMUST00000169926	3762	ENSMUSG00000001627	Shared
ENSMUSG00000001630	1036.508935	0.190695376	0.123541139	0.095588002	0.219085621	Stk38l	chr6	146731759	146732194	Intron (ENSMUST00000001675/ENSMUSG00000001630, intron 1 of 13)	6	146725036	146776556	51521	1	ENSMUST00000111644	6724	ENSMUSG00000001630	Shared
ENSMUSG00000001632	1339.146572	-0.113938052	0.081057748	0.134212179	0.277800743	Brpf1	chr6	113306496	113308057	Promoter (<=1kb)	6	113307181	113324857	17677	1	ENSMUST00000113122	0	ENSMUSG00000001632	Shared
ENSMUSG00000001642	2900.159554	-0.011303491	0.086147954	0.89204792	0.941326937	Akr1b3	chr6	34317192	34317926	Promoter (<=1kb)	6	34303934	34317497	13564	2	ENSMUST00000102980	0	ENSMUSG00000001642	Shared
ENSMUSG00000001655	33.34760989	0.185965354	0.279409177	0.293700886	0.474732339	Hoxc13	chr15	102826681	102827049	Distal Intergenic	15	102921103	102928814	7712	1	ENSMUST00000001700	-94054	ENSMUSG00000001655	Shared
ENSMUSG00000001672	10.18256383	0.093790728	0.308351723	0.490564317	0.658036917	Marveld3	chr8	109959079	109959487	Promoter (2-3kb)	8	109959625	109962053	2429	2	ENSMUST00000155052	2566	ENSMUSG00000001672	Shared
ENSMUSG00000001674	989.4485103	0.128812227	0.098036361	0.169467977	0.327772034	Ddx18	chr1	121567352	121568077	Promoter (<=1kb)	1	121553835	121567989	14155	2	ENSMUST00000001724	0	ENSMUSG00000001674	Shared
ENSMUSG00000001687	4804.665025	0.106967535	0.098726428	0.263377028	0.442218949	Ubl3	chr5	148489781	148490198	Distal Intergenic	5	148504631	148552788	48158	2	ENSMUST00000079324	62590	ENSMUSG00000001687	Shared
ENSMUSG00000001700	936.9740043	0.198403025	0.174040295	0.17883114	0.340381551	Gramd3	chr18	56357756	56358009	Distal Intergenic	18	56432132	56503792	71661	1	ENSMUST00000070166	-74123	ENSMUSG00000001700	Shared
ENSMUSG00000001707	1286.153698	-0.438308551	0.122140358	0.000117698	0.001001646	Eef1e1	chr13	38664247	38664525	Distal Intergenic	13	38645698	38659028	13331	2	ENSMUST00000001757	-5220	ENSMUSG00000001707	Shared
ENSMUSG00000001729	7728.220017	-0.312797473	0.080867194	6.2502E-05	0.00058562	Akt1	chr12	112665568	112665915	Promoter (2-3kb)	12	112659266	112668114	8849	2	ENSMUST00000139388	2199	ENSMUSG00000001729	Shared
ENSMUSG00000001741	269.2806938	-2.069566869	0.226344191	3.12782E-21	8.55036E-19	Il16	chr7	83708361	83709145	Intron (ENSMUST00000001792/ENSMUSG00000001741, intron 2 of 18)	7	83722510	83732407	9898	2	ENSMUST00000131916	23262	ENSMUSG00000001741	Shared
ENSMUSG00000001751	1275.464868	-0.140922125	0.159778855	0.312045176	0.494582924	Naglu	chr11	101069841	101070555	Promoter (<=1kb)	11	101070012	101077672	7661	1	ENSMUST00000001802	0	ENSMUSG00000001751	Shared
ENSMUSG00000001763	927.3805191	-0.591324067	0.24088698	0.002247028	0.011852705	Tspan33	chr6	29693707	29694214	Promoter (<=1kb)	6	29694222	29718559	24338	1	ENSMUST00000046750	-8	ENSMUSG00000001763	Shared
ENSMUSG00000001767	1010.348419	0.246637763	0.100741182	0.009745229	0.038699695	Crnkl1	chr2	145970632	145971098	Intron (ENSMUST00000126415/ENSMUSG00000037143, intron 7 of 15)	2	145917479	145935014	17536	2	ENSMUST00000001818	-35619	ENSMUSG00000001767	Shared
ENSMUSG00000001768	1520.694903	0.383929018	0.153854624	0.005007964	0.022694019	Rin2	chr2	145770344	145770679	Distal Intergenic	2	145784734	145822302	37569	1	ENSMUST00000142847	-14055	ENSMUSG00000001768	Shared
ENSMUSG00000001774	2027.957226	-0.284135229	0.089184842	0.000887557	0.005497366	Chordc1	chr9	17848161	17848787	Distal Intergenic	9	18292267	18314000	21734	1	ENSMUST00000001825	-443480	ENSMUSG00000001774	Shared
ENSMUSG00000001786	782.6944229	-0.205266522	0.114385577	0.055420699	0.147513857	Fbxo7	chr10	86042606	86043137	Promoter (<=1kb)	10	86042452	86046809	4358	1	ENSMUST00000130383	155	ENSMUSG00000001786	Shared
ENSMUSG00000001804	2.485974401	-0.052905185	0.329164106	0.389909772	.	Dsg4	chr18	20426608	20426904	Distal Intergenic	18	20436175	20471821	35647	1	ENSMUST00000019426	-9271	ENSMUSG00000001804	Shared
ENSMUSG00000001829	3001.77417	-0.020977496	0.099033865	0.786021514	0.878185641	Clpb	chr7	101633529	101634322	Distal Intergenic	7	101663633	101722922	59290	1	ENSMUST00000137214	-29311	ENSMUSG00000001829	Shared
ENSMUSG00000001833	11872.69559	-0.209256166	0.097394905	0.023827305	0.077704747	Sept7	chr9	25206458	25207527	Distal Intergenic	9	25252439	25308571	56133	1	ENSMUST00000115272	-44912	ENSMUSG00000001833	Shared
ENSMUSG00000001855	1987.390525	-0.108531739	0.129108748	0.358894213	0.541104083	Nup214	chr2	31980497	31980829	Promoter (<=1kb)	2	31979772	31991361	11590	1	ENSMUST00000129496	726	ENSMUSG00000001855	Shared
ENSMUSG00000001870	1333.436023	-0.741394628	0.20046765	2.73296E-05	0.000289865	Ltbp1	chr17	74864993	74865458	Distal Intergenic	17	75005568	75391767	386200	1	ENSMUST00000001927	-140110	ENSMUSG00000001870	Shared
ENSMUSG00000001891	4479.865041	0.141784178	0.147279989	0.280437188	0.460919615	Ugp2	chr11	21371042	21371572	Promoter (<=1kb)	11	21321673	21371201	49529	2	ENSMUST00000060895	0	ENSMUSG00000001891	Shared
ENSMUSG00000001901	22.13884831	-0.013440357	0.256462731	0.934092259	0.963823122	Kcnh6	chr11	106016393	106016747	Promoter (2-3kb)	11	106013773	106017473	3701	1	ENSMUST00000140695	2621	ENSMUSG00000001901	Shared
ENSMUSG00000001909	2161.853577	-0.32496663	0.100324226	0.000645247	0.0042089	Trmt1	chr8	84697669	84698053	Promoter (<=1kb)	8	84698398	84699786	1389	1	ENSMUST00000136423	-345	ENSMUSG00000001909	Shared
ENSMUSG00000001911	36039.4172	0.410636649	0.19448481	0.011385037	0.043826435	Nfix	chr8	84752878	84753451	Intron (ENSMUST00000109764/ENSMUSG00000001911, intron 2 of 10)	8	84704712	84773396	68685	2	ENSMUST00000109764	19945	ENSMUSG00000001911	Shared
ENSMUSG00000001930	42.99268026	-0.458087456	0.297205647	0.029168729	0.090564946	Vwf	chr6	125561584	125561967	Intron (ENSMUST00000100941/ENSMUSG00000001930, intron 4 of 10)	6	125566251	125578578	12328	1	ENSMUST00000126709	-4284	ENSMUSG00000001930	Shared
ENSMUSG00000001942	1510.93349	0.012146465	0.109947798	0.907740541	0.949466567	Siae	chr9	37621251	37621861	Intron (ENSMUST00000002007/ENSMUSG00000001942, intron 2 of 9)	9	37613847	37648318	34472	1	ENSMUST00000002007	7405	ENSMUSG00000001942	Shared
ENSMUSG00000001946	17.87604889	0.033805937	0.287106077	0.813831338	0.895311841	Esam	chr9	37517152	37517748	Exon (ENSMUST00000048604/ENSMUSG00000042138, exon 2 of 4)	9	37528078	37538319	10242	1	ENSMUST00000002011	-10330	ENSMUSG00000001946	Shared
ENSMUSG00000001948	506.640983	0.825664736	0.279868225	0.000328787	0.002376214	Spa17	chr9	37598180	37598511	Distal Intergenic	9	37603295	37613720	10426	2	ENSMUST00000002013	15209	ENSMUSG00000001948	Shared
ENSMUSG00000001985	1246.639929	-0.738571241	0.203660074	3.65793E-05	0.000371281	Grik3	chr4	125461017	125461654	Distal Intergenic	4	125490700	125714173	223474	1	ENSMUST00000030676	-29046	ENSMUSG00000001985	Shared
ENSMUSG00000001995	1682.483873	0.173778684	0.181524159	0.26978119	0.448947327	Sipa1l2	chr8	125376092	125376659	Distal Intergenic	8	125418063	125492710	74648	2	ENSMUST00000108775	116051	ENSMUSG00000001995	Shared
ENSMUSG00000002017	3246.092841	-0.225063448	0.115357648	0.037252949	0.109042093	Fam98a	chr17	75535749	75536158	Downstream (<1kb)	17	75539031	75540572	1542	2	ENSMUST00000140729	4414	ENSMUSG00000002017	Shared
ENSMUSG00000002020	7775.22473	-0.890815871	0.182907391	1.11117E-07	2.29601E-06	Ltbp2	chr12	84782708	84783249	Exon (ENSMUST00000002073/ENSMUSG00000002020, exon 1 of 36)	12	84785206	84791843	6638	2	ENSMUST00000166383	8594	ENSMUSG00000002020	Shared
ENSMUSG00000002028	4540.909527	0.000229442	0.198817822	0.997620482	0.998657202	Kmt2a	chr9	44882892	44883321	Promoter (1-2kb)	9	44841563	44881296	39734	2	ENSMUST00000128768	-1597	ENSMUSG00000002028	Shared
ENSMUSG00000002055	392.7046067	-0.38664925	0.269982257	0.045490974	0.12682427	Spag5	chr11	78301257	78301683	Promoter (<=1kb)	11	78301529	78322457	20929	1	ENSMUST00000045026	0	ENSMUSG00000002055	Shared
ENSMUSG00000002068	590.8974488	-0.348668986	0.184972516	0.025885158	0.082787488	Ccne1	chr7	38087786	38088272	Distal Intergenic	7	38098811	38099369	559	2	ENSMUST00000137097	11097	ENSMUSG00000002068	Shared
ENSMUSG00000002076	24.41208318	-0.231771669	0.356785433	0.170745351	0.329612339	Hsf2bp	chr17	31985995	31986396	Intron (ENSMUST00000002145/ENSMUSG00000002076, intron 7 of 7)	17	31946328	32013403	67076	2	ENSMUST00000133308	27007	ENSMUSG00000002076	Shared
ENSMUSG00000002083	2555.070291	0.353599728	0.164027226	0.013228781	0.049152885	Bbc3	chr7	16309843	16310259	Promoter (<=1kb)	7	16310455	16313738	3284	1	ENSMUST00000136781	-196	ENSMUSG00000002083	Shared
ENSMUSG00000002100	4.610635878	-0.071837817	0.327635781	0.403260654	0.58351767	Mybpc3	chr2	91120450	91120838	Promoter (2-3kb)	2	91118144	91136516	18373	1	ENSMUST00000169776	2307	ENSMUSG00000002100	Shared
ENSMUSG00000002102	7764.653188	-0.167621357	0.102820072	0.087678765	0.206260376	Psmc3	chr2	91060975	91061278	Promoter (2-3kb)	2	91058109	91059434	1326	1	ENSMUST00000145317	2867	ENSMUSG00000002102	Shared
ENSMUSG00000002107	15737.4899	-0.541666917	0.133016311	1.14944E-05	0.000136616	Celf2	chr2	6545120	6545573	5' UTR	2	6607882	6616180	8299	2	ENSMUST00000148321	70607	ENSMUSG00000002107	Shared
ENSMUSG00000002108	58.23060353	0.127329742	0.250225073	0.454291763	0.627851887	Nr1h3	chr2	91187320	91187877	Intron (ENSMUST00000150654/ENSMUSG00000002108, intron 5 of 7)	2	91190185	91190935	751	2	ENSMUST00000133261	3058	ENSMUSG00000002108	Shared
ENSMUSG00000002109	385.4602455	-0.183343961	0.104589864	0.063617099	0.163118091	Ddb2	chr2	91243440	91243903	Distal Intergenic	2	91211856	91236982	25127	2	ENSMUST00000028696	-6459	ENSMUSG00000002109	Shared
ENSMUSG00000002205	1029.22597	-1.028734782	0.215882882	1.20543E-07	2.4606E-06	Vrk3	chr7	44748288	44748859	Promoter (<=1kb)	7	44748413	44777515	29103	1	ENSMUST00000002275	0	ENSMUSG00000002205	Shared
ENSMUSG00000002210	1043.01557	-0.071519297	0.077178867	0.319560433	0.502400559	Smg9	chr7	24399307	24400156	Promoter (<=1kb)	7	24399619	24408273	8655	1	ENSMUST00000146381	0	ENSMUSG00000002210	Shared
ENSMUSG00000002221	1601.392412	-0.143730405	0.101879797	0.130285139	0.272266331	Paxip1	chr5	27717319	27717721	Intron (ENSMUST00000071500/ENSMUSG00000061576, intron 20 of 25)	5	27740667	27791339	50673	2	ENSMUST00000002291	73618	ENSMUSG00000002221	Shared
ENSMUSG00000002222	4596.812912	-0.391702003	0.099404621	3.61161E-05	0.000368242	Rmnd5a	chr6	71428376	71428695	Intron (ENSMUST00000002292/ENSMUSG00000002222, intron 2 of 8)	6	71388634	71440637	52004	2	ENSMUST00000002292	11942	ENSMUSG00000002222	Shared
ENSMUSG00000002233	2420.673223	-0.382298392	0.133691091	0.001701099	0.009448527	Rhoc	chr3	104785923	104786371	Promoter (2-3kb)	3	104789011	104794459	5449	1	ENSMUST00000002303	-2640	ENSMUSG00000002233	Shared
ENSMUSG00000002265	9968.955243	0.233983872	0.17517614	0.114496151	0.248353275	Peg3	chr7	6727286	6728491	Promoter (1-2kb)	7	6709395	6730419	21025	2	ENSMUST00000150182	1928	ENSMUSG00000002265	Shared
ENSMUSG00000002266	1948.556361	-0.846707686	0.244502031	5.22052E-05	0.00050193	Zim1	chr7	6644953	6645520	Distal Intergenic	7	6676007	6688811	12805	2	ENSMUST00000122432	43291	ENSMUSG00000002266	Shared
ENSMUSG00000002279	625.839646	-0.06615721	0.114274827	0.542653279	0.70222238	Lmf1	chr17	25618540	25618838	Intron (ENSMUST00000063344/ENSMUSG00000002279, intron 4 of 10)	17	25655415	25656450	1036	1	ENSMUST00000141606	-36577	ENSMUSG00000002279	Shared
ENSMUSG00000002280	970.9330959	0.100219521	0.111125826	0.336572492	0.519050149	Narfl	chr17	25765887	25766276	Distal Intergenic	17	25773776	25782791	9016	1	ENSMUST00000134108	-7500	ENSMUSG00000002280	Shared
ENSMUSG00000002319	2666.268886	-0.12644418	0.10630248	0.207346918	0.376248726	Ipo4	chr14	55635091	55635885	Promoter (<=1kb)	14	55625400	55635684	10285	2	ENSMUST00000047131	0	ENSMUSG00000002319	Shared
ENSMUSG00000002324	619.3247416	-0.027805575	0.236061254	0.861361966	0.925048124	Rec8	chr14	55615390	55615752	Promoter (2-3kb)	14	55618037	55625395	7359	1	ENSMUST00000002395	-2285	ENSMUSG00000002324	Shared
ENSMUSG00000002341	21504.4993	-0.476345803	0.082167004	2.26257E-09	7.0091E-08	Ncan	chr8	70105773	70106347	Intron (ENSMUST00000002412/ENSMUSG00000002341, intron 8 of 14)	8	70093085	70120873	27789	2	ENSMUST00000002412	14526	ENSMUSG00000002341	Shared
ENSMUSG00000002343	2777.216545	-0.064592876	0.151258939	0.632148857	0.771973863	Armc6	chr8	70233483	70234443	Promoter (<=1kb)	8	70225318	70234126	8809	2	ENSMUST00000130319	0	ENSMUSG00000002343	Shared
ENSMUSG00000002346	1499.759101	0.036045813	0.156413586	0.793248802	0.88309009	Slc25a42	chr8	70199880	70200802	Intron (ENSMUST00000063788/ENSMUSG00000002346, intron 1 of 8)	8	70184340	70212256	27917	2	ENSMUST00000063788	11454	ENSMUSG00000002346	Shared
ENSMUSG00000002365	1121.55202	0.09440897	0.133496178	0.437811275	0.61379751	Snx9	chr17	5863731	5864061	Intron (ENSMUST00000002436/ENSMUSG00000002365, intron 1 of 17)	17	5841328	5931033	89706	1	ENSMUST00000002436	22404	ENSMUSG00000002365	Shared
ENSMUSG00000002372	2770.727376	-0.529585132	0.079254906	6.69596E-12	3.46426E-10	Ranbp3	chr17	56673363	56673572	Promoter (<=1kb)	17	56673225	56711769	38545	1	ENSMUST00000002445	139	ENSMUSG00000002372	Shared
ENSMUSG00000002396	502.1801164	-0.505098533	0.169092523	0.000740095	0.00474228	Ocel1	chr8	71371253	71371742	Promoter (<=1kb)	8	71371298	71374382	3085	1	ENSMUST00000110051	0	ENSMUSG00000002396	Shared
ENSMUSG00000002428	865.8773942	-0.177009509	0.116029293	0.101699132	0.228663828	Hltf	chr3	20105959	20106159	Promoter (2-3kb)	3	20108476	20118490	10015	1	ENSMUST00000155635	-2317	ENSMUSG00000002428	Shared
ENSMUSG00000002459	1112.621643	-0.105377269	0.116441124	0.334727322	0.517359337	Rgs20	chr1	5022567	5023394	Intron (ENSMUST00000118000/ENSMUSG00000002459, intron 1 of 5)	1	4909576	5019539	109964	2	ENSMUST00000002533	-3029	ENSMUSG00000002459	Shared
ENSMUSG00000002475	557.0944763	-0.158831256	0.266603742	0.330908819	0.513536978	Abhd3	chr18	10646018	10646248	Intron (ENSMUST00000117828/ENSMUSG00000002475, intron 8 of 8)	18	10644413	10658789	14377	2	ENSMUST00000144150	12541	ENSMUSG00000002475	Shared
ENSMUSG00000002477	2133.321624	0.370372805	0.074047399	2.69186E-07	5.03734E-06	Snrpd1	chr18	10622895	10623255	Intron (ENSMUST00000002551/ENSMUSG00000002477, intron 1 of 3)	18	10617796	10628230	10435	1	ENSMUST00000002551	5100	ENSMUSG00000002477	Shared
ENSMUSG00000002489	1962.285446	0.311591482	0.233860619	0.081039952	0.194645389	Tiam1	chr16	89757364	89757714	Distal Intergenic	16	89788422	89795282	6861	2	ENSMUST00000178095	37568	ENSMUSG00000002489	Shared
ENSMUSG00000002504	1250.576728	0.188189895	0.089892177	0.029112241	0.090504307	Slc9a3r2	chr17	24649611	24650105	Promoter (<=1kb)	17	24639282	24650305	11024	2	ENSMUST00000002572	200	ENSMUSG00000002504	Shared
ENSMUSG00000002565	7.39755108	-0.10889282	0.333434253	0.307913199	0.490030376	Scin	chr12	40124731	40125236	Intron (ENSMUST00000078481/ENSMUSG00000002565, intron 2 of 13)	12	40059769	40134183	74415	2	ENSMUST00000078481	8947	ENSMUSG00000002565	Shared
ENSMUSG00000002588	88.75267959	0.012908592	0.319412484	0.869594291	0.929070609	Pon1	chr6	5155481	5155989	Intron (ENSMUST00000175889/ENSMUSG00000032827, intron 12 of 15)	6	5185549	5193763	8215	2	ENSMUST00000176933	37774	ENSMUSG00000002588	Shared
ENSMUSG00000002602	3077.229274	-0.425371628	0.087614925	4.34035E-07	7.65484E-06	Axl	chr7	25780994	25782038	Intron (ENSMUST00000002677/ENSMUSG00000002602, intron 4 of 19)	7	25778680	25787066	8387	2	ENSMUST00000147680	5028	ENSMUSG00000002602	Shared
ENSMUSG00000002608	1704.765075	-0.035089847	0.080191218	0.651543914	0.786635741	Ccdc97	chr7	25715792	25716300	Promoter (<=1kb)	7	25712935	25716106	3172	2	ENSMUST00000134201	0	ENSMUSG00000002608	Shared
ENSMUSG00000002633	351.4514538	-0.316979593	0.358703059	0.100682116	0.227082008	Shh	chr5	28450904	28451562	Distal Intergenic	5	28456815	28467101	10287	2	ENSMUST00000002708	15539	ENSMUSG00000002633	Shared
ENSMUSG00000002635	649.0273479	0.174796218	0.129610213	0.141443196	0.287737169	Pdcd2l	chr7	34196384	34196895	Promoter (<=1kb)	7	34184499	34196661	12163	2	ENSMUST00000002710	0	ENSMUSG00000002635	Shared
ENSMUSG00000002660	2094.43512	0.275172459	0.077892349	0.000235048	0.001788187	Clpp	chr17	56989788	56990748	Promoter (<=1kb)	17	56990264	56996371	6108	1	ENSMUST00000002735	0	ENSMUSG00000002660	Shared
ENSMUSG00000002679	624.0755704	0.349501382	0.110419922	0.000771472	0.004915312	Med6	chr12	81605440	81606004	Distal Intergenic	12	81581678	81595008	13331	2	ENSMUST00000159187	-10433	ENSMUSG00000002679	Shared
ENSMUSG00000002688	1139.64994	0.037143643	0.163328107	0.794562923	0.884163781	Prkd1	chr12	50119772	50121194	Distal Intergenic	12	50341231	50649223	307993	2	ENSMUST00000002765	528029	ENSMUSG00000002688	Shared
ENSMUSG00000002699	62.53795392	0.003676025	0.212899568	0.983321778	0.990986531	Lcp2	chr11	34086170	34086990	Promoter (<=1kb)	11	34087004	34090753	3750	1	ENSMUST00000146318	-14	ENSMUSG00000002699	Shared
ENSMUSG00000002728	1768.279808	0.382004734	0.10101033	7.03029E-05	0.000647318	Naa20	chr2	145898158	145898694	Distal Intergenic	2	145902099	145912528	10430	1	ENSMUST00000150316	-3405	ENSMUSG00000002728	Shared
ENSMUSG00000002748	3674.513153	-0.217986459	0.0789474	0.004292617	0.020049724	Baz1b	chr5	135186669	135187293	Promoter (<=1kb)	5	135187264	135246129	58866	1	ENSMUST00000002825	0	ENSMUSG00000002748	Shared
ENSMUSG00000002791	4.460495192	0.024488367	0.305196532	0.833964678	.	Pdxk-ps	chr17	32117803	32118366	Downstream (2-3kb)	17	32076549	32100286	23738	2	ENSMUST00000160550	-17518	ENSMUSG00000002791	Shared
ENSMUSG00000002808	3355.38551	-1.586486002	0.236192968	7.23458E-13	4.50303E-11	Epdr1	chr13	19554025	19554389	Distal Intergenic	13	19591709	19619830	28122	2	ENSMUST00000002885	65441	ENSMUSG00000002808	Shared
ENSMUSG00000002814	368.799425	0.012295852	0.122333531	0.914628033	0.952975044	Top3a	chr11	60773659	60774072	Intron (ENSMUST00000002891/ENSMUSG00000002814, intron 1 of 18)	11	60742234	60777264	35031	2	ENSMUST00000120417	3192	ENSMUSG00000002814	Shared
