.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	NeuroD1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	NEUROD1_unique
ENSMUSG00000021631	6.032422978	-0.016475564	0.295468119	0.897511374	0.943839871	Mrps36-ps1	chr17	53899045	53899402	NeuroD1	Distal Intergenic	17	53866417	53867041	625	2	ENSMUST00000061311	-32005	ENSMUSG00000021631	NEUROD1_unique
ENSMUSG00000021640	4.789028838	-0.042070171	0.313775043	0.671482462	0.801503926	Naip1	chr13	100434492	100434873	NeuroD1	Intron (ENSMUST00000022142/ENSMUSG00000021640, intron 5 of 14)	13	100407770	100446406	38637	2	ENSMUST00000022142	11533	ENSMUSG00000021640	NEUROD1_unique
ENSMUSG00000021645	821.3324257	0.148351814	0.098802166	0.115552952	0.249655097	Smn1	chr13	100150923	100151103	NeuroD1	Intron (ENSMUST00000067975/ENSMUSG00000078945, intron 13 of 14)	13	100135393	100137450	2058	1	ENSMUST00000135355	15531	ENSMUSG00000021645	NEUROD1_unique
ENSMUSG00000021646	1143.513507	0.148762363	0.107590266	0.14256602	0.289555022	Mccc2	chr13	100008055	100008345	NeuroD1	Intron (ENSMUST00000022148/ENSMUSG00000021646, intron 1 of 16)	13	99948533	100015639	67107	2	ENSMUST00000022148	7294	ENSMUSG00000021646	NEUROD1_unique
ENSMUSG00000021647	22.05659817	-1.120834607	0.61376236	0.003136155	0.0155303	Cartpt	chr13	99814897	99815099	NeuroD1	Distal Intergenic	13	99898484	99900683	2200	2	ENSMUST00000022150	85584	ENSMUSG00000021647	NEUROD1_unique
ENSMUSG00000021660	6762.35672	0.421180304	0.075964252	1.20041E-08	3.10128E-07	Btf3	chr13	98308163	98308343	NeuroD1	Downstream (1-2kb)	13	98309898	98311515	1618	2	ENSMUST00000133461	3172	ENSMUSG00000021660	NEUROD1_unique
ENSMUSG00000021662	819.5056621	-0.596733678	0.146041422	9.55325E-06	0.000116296	Arhgef28	chr13	98171694	98171912	NeuroD1	Intron (ENSMUST00000109426/ENSMUSG00000021662, intron 1 of 35)	13	97898595	98206165	307571	2	ENSMUST00000109426	34253	ENSMUSG00000021662	NEUROD1_unique
ENSMUSG00000021665	1665.527357	-0.09459858	0.126884625	0.419364093	0.598765968	Hexb	chr13	97192634	97192899	NeuroD1	Intron (ENSMUST00000022169/ENSMUSG00000021665, intron 2 of 13)	13	97176332	97198357	22026	2	ENSMUST00000022169	5458	ENSMUSG00000021665	NEUROD1_unique
ENSMUSG00000021669	1649.557024	0.204090519	0.086671495	0.014173456	0.051819056	Col4a3bp	chr13	96556257	96556471	NeuroD1	Intron (ENSMUST00000179226/ENSMUSG00000021669, intron 3 of 17)	13	96542735	96640167	97433	1	ENSMUST00000109444	13523	ENSMUSG00000021669	NEUROD1_unique
ENSMUSG00000021670	14001.41657	-0.65410812	0.163883074	1.08478E-05	0.00013	Hmgcr	chr13	96660200	96660408	NeuroD1	Exon (ENSMUST00000022176/ENSMUSG00000021670, exon 14 of 20)	13	96652121	96656667	4547	2	ENSMUST00000169202	-3534	ENSMUSG00000021670	NEUROD1_unique
ENSMUSG00000021675	27.88754551	-0.91966937	0.519737539	0.004872396	0.022184044	F2rl2	chr13	95754183	95754466	NeuroD1	Intron (ENSMUST00000068603/ENSMUSG00000021676, intron 3 of 35)	13	95696853	95702739	5887	1	ENSMUST00000022182	57331	ENSMUSG00000021675	NEUROD1_unique
ENSMUSG00000021676	1026.261787	0.211352798	0.12690804	0.069364558	0.173618463	Iqgap2	chr13	95800453	95800669	NeuroD1	Intron (ENSMUST00000068603/ENSMUSG00000021676, intron 2 of 35)	13	95627177	95891922	264746	2	ENSMUST00000068603	91253	ENSMUSG00000021676	NEUROD1_unique
ENSMUSG00000021679	3.511927859	0.121157477	0.349796874	0.168018013	.	S100z	chr13	95464772	95465010	NeuroD1	Distal Intergenic	13	95477301	95478655	1355	2	ENSMUST00000022186	13645	ENSMUSG00000021679	NEUROD1_unique
ENSMUSG00000021680	37.23064384	0.172456746	0.265008346	0.324641178	0.507436771	Crhbp	chr13	95439603	95439806	NeuroD1	Intron (ENSMUST00000045583/ENSMUSG00000021680, intron 5 of 6)	13	95431371	95444831	13461	2	ENSMUST00000045583	5025	ENSMUSG00000021680	NEUROD1_unique
ENSMUSG00000021681	2453.212309	0.156183995	0.111595195	0.134220849	0.277800743	Aggf1	chr13	95393240	95393495	NeuroD1	Distal Intergenic	13	95350683	95375352	24670	2	ENSMUST00000022189	-17889	ENSMUSG00000021681	NEUROD1_unique
ENSMUSG00000021684	428.6440889	-0.592585927	0.147998912	1.45305E-05	0.00016739	Pde8b	chr13	95025739	95025919	NeuroD1	5' UTR	13	95024459	95034253	9795	2	ENSMUST00000162670	8334	ENSMUSG00000021684	NEUROD1_unique
ENSMUSG00000021686	2783.193651	-0.275553471	0.084667877	0.000698119	0.004517676	Ap3b1	chr13	94395743	94396113	NeuroD1	Intron (ENSMUST00000022196/ENSMUSG00000021686, intron 3 of 26)	13	94358960	94566316	207357	1	ENSMUST00000022196	36784	ENSMUSG00000021686	NEUROD1_unique
ENSMUSG00000021687	9392.577331	0.156764585	0.089550351	0.067366215	0.170152474	Scamp1	chr13	94261767	94261981	NeuroD1	Intron (ENSMUST00000022197/ENSMUSG00000021687, intron 1 of 8)	13	94225023	94265146	40124	2	ENSMUST00000138255	3165	ENSMUSG00000021687	NEUROD1_unique
ENSMUSG00000021690	1740.501218	0.01767029	0.126954617	0.881142847	0.934842327	Jmy	chr13	93453299	93453618	NeuroD1	Exon (ENSMUST00000065537/ENSMUSG00000021690, exon 6 of 11)	13	93430097	93499808	69712	2	ENSMUST00000065537	46190	ENSMUSG00000021690	NEUROD1_unique
ENSMUSG00000021693	4505.943125	-0.12331821	0.080337984	0.11163237	0.244230719	Kif2a	chr13	106964923	106965179	NeuroD1	Exon (ENSMUST00000022204/ENSMUSG00000021693, exon 3 of 20)	13	106968707	106977118	8412	2	ENSMUST00000162845	11939	ENSMUSG00000021693	NEUROD1_unique
ENSMUSG00000021696	701.3199865	-0.218739875	0.164766852	0.127713697	0.268613057	Elovl7	chr13	108199790	108199970	NeuroD1	Distal Intergenic	13	108214404	108287105	72702	1	ENSMUST00000022207	-14434	ENSMUSG00000021696	NEUROD1_unique
ENSMUSG00000021699	1391.952765	0.097560785	0.219761249	0.54785452	0.706346072	Pde4d	chr13	108519040	108519254	NeuroD1	Intron (ENSMUST00000133929/ENSMUSG00000021699, intron 1 of 3)	13	108450009	108860143	410135	1	ENSMUST00000151111	69032	ENSMUSG00000021699	NEUROD1_unique
ENSMUSG00000021700	15337.41763	-1.010637405	0.232162508	1.22502E-06	1.9477E-05	Rab3c	chr13	110145143	110145379	NeuroD1	Intron (ENSMUST00000167824/ENSMUSG00000021700, intron 3 of 4)	13	110054187	110280206	226020	2	ENSMUST00000167824	134827	ENSMUSG00000021700	NEUROD1_unique
ENSMUSG00000021701	4269.589373	-0.504880231	0.107313677	7.22663E-07	1.20617E-05	Plk2	chr13	110406329	110406595	NeuroD1	Distal Intergenic	13	110395044	110400844	5801	1	ENSMUST00000022212	11286	ENSMUSG00000021701	NEUROD1_unique
ENSMUSG00000021704	2069.927643	-0.531916347	0.098216918	1.67755E-08	4.18437E-07	Mtx3	chr13	92987734	92987979	NeuroD1	Distal Intergenic	13	92844787	92858230	13444	1	ENSMUST00000076169	142948	ENSMUSG00000021704	NEUROD1_unique
ENSMUSG00000021706	1054.291652	0.125171683	0.09150828	0.155017905	0.307353999	Zfyve16	chr13	92522593	92522822	NeuroD1	Promoter (<=1kb)	13	92513787	92521658	7872	2	ENSMUST00000154850	-936	ENSMUSG00000021706	NEUROD1_unique
ENSMUSG00000021707	466.4857854	-0.178209412	0.173562498	0.224223938	0.396072829	Dhfr	chr13	92349885	92350069	NeuroD1	Intron (ENSMUST00000022220/ENSMUSG00000014850, intron 3 of 23)	13	92354783	92389053	34271	1	ENSMUST00000022218	-4714	ENSMUSG00000021707	NEUROD1_unique
ENSMUSG00000021708	1568.69211	-0.012814374	0.230731126	0.934400938	0.963944953	Rasgrf2	chr13	92033676	92033885	NeuroD1	Promoter (2-3kb)	13	92028496	92030904	2409	2	ENSMUST00000149630	-2773	ENSMUSG00000021708	NEUROD1_unique
ENSMUSG00000021709	3466.612858	0.175397803	0.107879658	0.084695547	0.201059624	Erbb2ip	chr13	103951614	103951809	NeuroD1	Distal Intergenic	13	103818787	103920514	101728	2	ENSMUST00000091269	-31101	ENSMUSG00000021709	NEUROD1_unique
ENSMUSG00000021710	3723.052396	0.04091823	0.067060529	0.536838682	0.697610953	Nln	chr13	104023636	104023958	NeuroD1	Exon (ENSMUST00000109315/ENSMUSG00000021710, exon 1 of 13)	13	104023439	104109614	86176	2	ENSMUST00000109315	85656	ENSMUSG00000021710	NEUROD1_unique
ENSMUSG00000021716	841.0285016	0.137612012	0.135027897	0.263252565	0.442120062	Srek1ip1	chr13	104759418	104759881	NeuroD1	Intron (ENSMUST00000022228/ENSMUSG00000021715, intron 10 of 13)	13	104792484	104838360	45877	1	ENSMUST00000145661	-32603	ENSMUSG00000021716	NEUROD1_unique
ENSMUSG00000021719	3457.94694	0.874850005	0.237054556	1.89032E-05	0.000211734	Rgs7bp	chr13	105040872	105041118	NeuroD1	Intron (ENSMUST00000063551/ENSMUSG00000021719, intron 2 of 5)	13	104947153	105054930	107778	2	ENSMUST00000063551	13812	ENSMUSG00000021719	NEUROD1_unique
ENSMUSG00000021720	841.0558101	0.162820895	0.193954574	0.301240909	0.48240994	Rnf180	chr13	105304559	105304869	NeuroD1	Distal Intergenic	13	105149352	105271039	121688	2	ENSMUST00000069686	-33521	ENSMUSG00000021720	NEUROD1_unique
ENSMUSG00000021721	323.4098472	-1.326960907	0.551892621	0.000317388	0.002303709	Htr1a	chr13	105377451	105377760	NeuroD1	Distal Intergenic	13	105443693	105448133	4441	1	ENSMUST00000022235	-65933	ENSMUSG00000021721	NEUROD1_unique
ENSMUSG00000021725	1800.447834	-0.266900115	0.102405569	0.005903486	0.025973261	Parp8	chr13	116897764	116898028	NeuroD1	Intron (ENSMUST00000022239/ENSMUSG00000021725, intron 11 of 26)	13	116854824	117025516	170693	2	ENSMUST00000022239	127488	ENSMUSG00000021725	NEUROD1_unique
ENSMUSG00000021728	801.8679204	0.021249787	0.144921889	0.871327858	0.930186106	Emb	chr13	117127540	117127725	NeuroD1	Distal Intergenic	13	117220625	117274098	53474	1	ENSMUST00000022242	-92900	ENSMUSG00000021728	NEUROD1_unique
ENSMUSG00000021730	1198.085839	-0.030298487	0.202979468	0.845882178	0.915339177	Hcn1	chr13	117611892	117612219	NeuroD1	Intron (ENSMUST00000006991/ENSMUSG00000021730, intron 1 of 7)	13	117602480	117976802	374323	1	ENSMUST00000006991	9413	ENSMUSG00000021730	NEUROD1_unique
ENSMUSG00000021731	881.1484099	0.262325516	0.101902353	0.006525057	0.028138005	Mrps30	chr13	118237738	118238018	NeuroD1	Distal Intergenic	13	118380110	118387252	7143	2	ENSMUST00000022245	149234	ENSMUSG00000021731	NEUROD1_unique
ENSMUSG00000021732	72.77757633	-1.519869184	0.374740053	3.05674E-06	4.34538E-05	Fgf10	chr13	118655950	118656267	NeuroD1	Distal Intergenic	13	118669791	118789334	119544	1	ENSMUST00000128103	-13524	ENSMUSG00000021732	NEUROD1_unique
ENSMUSG00000021733	2140.745192	-0.716202699	0.250426331	0.000440461	0.003054538	Slc4a7	chr14	14609490	14609816	NeuroD1	Distal Intergenic	14	14703025	14799943	96919	1	ENSMUST00000057015	-93209	ENSMUSG00000021733	NEUROD1_unique
ENSMUSG00000021737	3868.896408	-0.236902365	0.089274174	0.003946792	0.018776966	Psmd6	chr14	14076222	14076631	NeuroD1	Intron (ENSMUST00000022257/ENSMUSG00000021738, intron 4 of 11)	14	14113910	14116550	2641	2	ENSMUST00000153237	39919	ENSMUSG00000021737	NEUROD1_unique
ENSMUSG00000021743	1589.485446	0.129894782	0.111745346	0.213426628	0.38389663	Fezf2	chr14	12340319	12340603	NeuroD1	Downstream (1-2kb)	14	12341892	12345865	3974	2	ENSMUST00000022262	5262	ENSMUSG00000021743	NEUROD1_unique
ENSMUSG00000021745	6438.754853	-0.792815566	0.137727312	6.81118E-10	2.35125E-08	Ptprg	chr14	11463529	11463735	NeuroD1	Distal Intergenic	14	11553532	12242041	688510	1	ENSMUST00000022264	-89797	ENSMUSG00000021745	NEUROD1_unique
ENSMUSG00000021747	422.21537	-0.165928457	0.107974942	0.102464298	0.229794933	RP23-466M3.1	chr14	8602511	8602759	NeuroD1	Intron (ENSMUST00000102996/ENSMUSG00000021747, intron 4 of 15)	14	8431192	8666240	235049	2	ENSMUST00000102996	63481	ENSMUSG00000021747	NEUROD1_unique
ENSMUSG00000021750	1499.060283	-0.283685051	0.315356863	0.124737353	0.264089512	Fam107a	chr14	8308727	8308968	NeuroD1	Promoter (<=1kb)	14	8296274	8309777	13504	2	ENSMUST00000121887	809	ENSMUSG00000021750	NEUROD1_unique
ENSMUSG00000021751	204.8783418	-0.046785439	0.236170377	0.773424501	0.869970503	Acox2	chr14	8256134	8256327	NeuroD1	Promoter (<=1kb)	14	8255923	8256934	1012	2	ENSMUST00000171175	607	ENSMUSG00000021751	NEUROD1_unique
ENSMUSG00000021752	1044.508478	-0.063576158	0.0935124	0.477114252	0.646756296	Kctd6	chr14	8208918	8209324	NeuroD1	Distal Intergenic	14	8214148	8223567	9420	1	ENSMUST00000022272	-4824	ENSMUSG00000021752	NEUROD1_unique
ENSMUSG00000021754	413.247056	0.407958446	0.181885361	0.00850046	0.034725284	Map3k1	chr13	111783566	111783999	NeuroD1	Intron (ENSMUST00000109267/ENSMUSG00000021754, intron 1 of 19)	13	111767609	111768553	945	2	ENSMUST00000133364	-15014	ENSMUSG00000021754	NEUROD1_unique
ENSMUSG00000021756	5596.232031	-0.106321923	0.085751512	0.197578926	0.363624681	Il6st	chr13	112464280	112464478	NeuroD1	Distal Intergenic	13	112475008	112506860	31853	1	ENSMUST00000070731	-10530	ENSMUSG00000021756	NEUROD1_unique
ENSMUSG00000021758	56.38059591	-0.5034068	0.296876824	0.018278017	0.062914072	Ddx4	chr13	112628128	112628349	NeuroD1	Intron (ENSMUST00000075748/ENSMUSG00000021758, intron 6 of 20)	13	112598333	112652310	53978	2	ENSMUST00000075748	23961	ENSMUSG00000021758	NEUROD1_unique
ENSMUSG00000021759	2229.871063	-0.027550616	0.119594118	0.827453831	0.903566183	Plpp1	chr13	112833944	112834155	NeuroD1	Intron (ENSMUST00000016144/ENSMUSG00000021759, intron 1 of 5)	13	112800923	112867642	66720	1	ENSMUST00000070951	33022	ENSMUSG00000021759	NEUROD1_unique
ENSMUSG00000021763	191.0673318	0.402852289	0.190071523	0.012155513	0.046073425	RP23-464P12.1	chr13	113373269	113373462	NeuroD1	Intron (ENSMUST00000135096/ENSMUSG00000021763, intron 2 of 2)	13	113351603	113379711	28109	1	ENSMUST00000135096	21667	ENSMUSG00000021763	NEUROD1_unique
ENSMUSG00000021764	4449.163958	0.268685639	0.085759453	0.001099671	0.006565895	Ndufs4	chr13	114141553	114141759	NeuroD1	Intron (ENSMUST00000091201/ENSMUSG00000042348, intron 4 of 4)	13	114287795	114388094	100300	2	ENSMUST00000022286	246335	ENSMUSG00000021764	NEUROD1_unique
ENSMUSG00000021765	1473.611708	-1.420940154	1.594607791	0.001036552	0.006264838	Fst	chr13	114435341	114435542	NeuroD1	Distal Intergenic	13	114452262	114458730	6469	2	ENSMUST00000022287	23188	ENSMUSG00000021765	NEUROD1_unique
ENSMUSG00000021767	2278.887233	-0.031103191	0.145617203	0.811330881	0.893915166	Kat6b	chr14	21523812	21523992	NeuroD1	Intron (ENSMUST00000069648/ENSMUSG00000021767, intron 2 of 16)	14	21516751	21671206	154456	1	ENSMUST00000112458	7062	ENSMUSG00000021767	NEUROD1_unique
ENSMUSG00000021768	44.49492978	-0.015522068	0.238249075	0.922940073	0.957984234	Dusp13	chr14	21729396	21729682	NeuroD1	Distal Intergenic	14	21733613	21740401	6789	2	ENSMUST00000120984	10719	ENSMUSG00000021768	NEUROD1_unique
ENSMUSG00000021770	4661.262147	-0.375310997	0.114809508	0.000484053	0.003308077	Samd8	chr14	21762390	21762799	NeuroD1	Intron (ENSMUST00000022292/ENSMUSG00000021770, intron 1 of 5)	14	21751552	21798725	47174	1	ENSMUST00000119430	10839	ENSMUSG00000021770	NEUROD1_unique
ENSMUSG00000021774	3864.491567	0.478765088	0.135599302	0.00011884	0.001009663	Ube2e1	chr14	18303279	18303699	NeuroD1	Intron (ENSMUST00000022296/ENSMUSG00000021774, intron 3 of 5)	14	18285213	18327291	42079	2	ENSMUST00000162831	23592	ENSMUSG00000021774	NEUROD1_unique
ENSMUSG00000021779	615.9005974	-0.310000192	0.14799263	0.020183976	0.068152503	Thrb	chr14	17154151	17154647	NeuroD1	Distal Intergenic	14	17660960	18036559	375600	1	ENSMUST00000022303	-506313	ENSMUSG00000021779	NEUROD1_unique
ENSMUSG00000021782	3865.323823	-0.197213661	0.123908424	0.095635214	0.219168998	Dlg5	chr14	24122201	24122526	NeuroD1	Distal Intergenic	14	24133953	24146188	12236	2	ENSMUST00000166007	23662	ENSMUSG00000021782	NEUROD1_unique
ENSMUSG00000021786	489.2099403	-0.01634907	0.134888377	0.891587732	0.941040287	Oxsm	chr14	16136187	16136453	NeuroD1	Distal Intergenic	14	16239915	16243331	3417	2	ENSMUST00000112625	106878	ENSMUSG00000021786	NEUROD1_unique
ENSMUSG00000021790	5.093195877	0.09618926	0.329787564	0.355800524	0.537808324	Dydc1	chr14	41082213	41082393	NeuroD1	Exon (ENSMUST00000022315/ENSMUSG00000021790, exon 4 of 8)	14	41072940	41092193	19254	1	ENSMUST00000161837	9274	ENSMUSG00000021790	NEUROD1_unique
ENSMUSG00000021796	3786.206945	-0.05128483	0.109548555	0.602197514	0.748439045	Bmpr1a	chr14	34451936	34452217	NeuroD1	Intron (ENSMUST00000049005/ENSMUSG00000021796, intron 2 of 12)	14	34414486	34460556	46071	2	ENSMUST00000165280	8339	ENSMUSG00000021796	NEUROD1_unique
ENSMUSG00000021804	4.663960524	0.064838144	0.325680761	0.495967515	0.66272058	Rgr	chr14	37032568	37032926	NeuroD1	Distal Intergenic	14	37037490	37048964	11475	2	ENSMUST00000022338	16038	ENSMUSG00000021804	NEUROD1_unique
ENSMUSG00000021807	3418.739145	0.282621651	0.095112971	0.00189934	0.010345113	RP23-55L3.5	chr14	19794079	19794320	NeuroD1	Intron (ENSMUST00000022340/ENSMUSG00000021806, intron 11 of 20)	14	19811402	19823823	12422	2	ENSMUST00000022341	29503	ENSMUSG00000021807	NEUROD1_unique
ENSMUSG00000021814	4560.281552	-0.418569365	0.146501705	0.001654204	0.009218428	Anxa7	chr14	20476980	20477207	NeuroD1	Promoter (2-3kb)	14	20455261	20480133	24873	2	ENSMUST00000065504	2926	ENSMUSG00000021814	NEUROD1_unique
ENSMUSG00000021815	21.05246699	-0.000734733	0.27523384	0.99680897	0.998240033	Mss51	chr14	20500006	20500313	NeuroD1	Exon (ENSMUST00000159027/ENSMUSG00000021816, exon 1 of 14)	14	20482864	20496901	14038	2	ENSMUST00000022353	-3106	ENSMUSG00000021815	NEUROD1_unique
ENSMUSG00000021820	6763.959905	-0.13323922	0.087700065	0.110321859	0.242286493	Camk2g	chr14	20785462	20785644	NeuroD1	Intron (ENSMUST00000071816/ENSMUSG00000021820, intron 2 of 20)	14	20734875	20794088	59214	2	ENSMUST00000071816	8444	ENSMUSG00000021820	NEUROD1_unique
ENSMUSG00000021822	683.023605	-0.621438149	0.242211864	0.001388529	0.007972906	Plau	chr14	20847203	20847391	NeuroD1	Distal Intergenic	14	20836662	20843388	6727	1	ENSMUST00000022368	10542	ENSMUSG00000021822	NEUROD1_unique
ENSMUSG00000021823	5904.648253	-0.080976942	0.143749463	0.526319495	0.688318921	Vcl	chr14	20892254	20892436	NeuroD1	Distal Intergenic	14	20929433	21033673	104241	1	ENSMUST00000022369	-36997	ENSMUSG00000021823	NEUROD1_unique
ENSMUSG00000021824	3618.871484	-0.207363353	0.079819978	0.007063574	0.0300124	Ap3m1	chr14	20997734	20997916	NeuroD1	Intron (ENSMUST00000022369/ENSMUSG00000021823, intron 8 of 20)	14	21031459	21034566	3108	2	ENSMUST00000131469	36650	ENSMUSG00000021824	NEUROD1_unique
ENSMUSG00000021838	2603.039942	0.258088912	0.252238675	0.144319856	0.292120688	Samd4	chr14	46884706	46885022	NeuroD1	Promoter (<=1kb)	14	46884175	47105811	221637	1	ENSMUST00000137543	532	ENSMUSG00000021838	NEUROD1_unique
ENSMUSG00000021843	5066.68108	0.034344467	0.068897826	0.644313575	0.781029441	Ktn1	chr14	47710429	47710651	NeuroD1	Intron (ENSMUST00000022391/ENSMUSG00000021843, intron 27 of 41)	14	47663756	47736563	72808	1	ENSMUST00000022391	46674	ENSMUSG00000021843	NEUROD1_unique
ENSMUSG00000021852	336.8780832	-0.742744211	0.298712157	0.001613108	0.009039215	Slc35f4	chr14	49300141	49300502	NeuroD1	Intron (ENSMUST00000138884/ENSMUSG00000021852, intron 8 of 8)	14	49303306	49314209	10904	2	ENSMUST00000135254	13707	ENSMUSG00000021852	NEUROD1_unique
ENSMUSG00000021868	1005.831931	-0.144699073	0.116085724	0.181228413	0.343876706	Ppif	chr14	25716476	25716696	NeuroD1	Intron (ENSMUST00000069180/ENSMUSG00000055538, intron 3 of 3)	14	25694170	25700468	6299	1	ENSMUST00000022419	22307	ENSMUSG00000021868	NEUROD1_unique
ENSMUSG00000021870	2716.69132	0.224623429	0.148298536	0.092357375	0.213935342	Slmap	chr14	26480251	26480514	NeuroD1	Intron (ENSMUST00000102956/ENSMUSG00000021870, intron 3 of 23)	14	26413173	26473954	60782	2	ENSMUST00000112331	-6298	ENSMUSG00000021870	NEUROD1_unique
ENSMUSG00000021872	14.79233009	-0.050632321	0.30400203	0.678127741	0.806380868	Rnase10	chr14	50992316	50992516	NeuroD1	Distal Intergenic	14	51007751	51010758	3008	1	ENSMUST00000164632	-15235	ENSMUSG00000021872	NEUROD1_unique
ENSMUSG00000021876	1691.317015	0.100459412	0.133045227	0.409426233	0.589360511	Rnase4	chr14	51094174	51094442	NeuroD1	Promoter (1-2kb)	14	51096000	51106151	10152	1	ENSMUST00000169895	-1558	ENSMUSG00000021876	NEUROD1_unique
ENSMUSG00000021884	90.82893561	-0.029043958	0.231167628	0.855315163	0.920768086	Hacl1	chr14	31664461	31664765	NeuroD1	Intron (ENSMUST00000128014/ENSMUSG00000021900, intron 1 of 2)	14	31635648	31641286	5639	2	ENSMUST00000135751	-23176	ENSMUSG00000021884	NEUROD1_unique
ENSMUSG00000021886	3.257043801	-0.043363785	0.319522394	0.612002119	.	Gpr65	chr12	98278772	98279068	NeuroD1	Distal Intergenic	12	98268635	98276624	7990	1	ENSMUST00000075072	10138	ENSMUSG00000021886	NEUROD1_unique
ENSMUSG00000021892	3758.652349	0.154668528	0.102867602	0.113503811	0.247128252	Sh3bp5	chr14	31392951	31393653	NeuroD1	Intron (ENSMUST00000140002/ENSMUSG00000021892, intron 3 of 10)	14	31377595	31407385	29791	2	ENSMUST00000147586	13732	ENSMUSG00000021892	NEUROD1_unique
ENSMUSG00000021893	3672.555962	0.207398947	0.112477261	0.045579663	0.126984025	Capn7	chr14	31335794	31336032	NeuroD1	Promoter (<=1kb)	14	31336638	31371984	35347	1	ENSMUST00000022451	-606	ENSMUSG00000021893	NEUROD1_unique
ENSMUSG00000021895	732.2983707	0.049840142	0.144353971	0.69964685	0.821425196	Arhgef3	chr14	27219676	27220007	NeuroD1	Distal Intergenic	14	27238039	27403904	165866	1	ENSMUST00000049206	-18032	ENSMUSG00000021895	NEUROD1_unique
ENSMUSG00000021898	3.985855458	-0.07721731	0.336380778	0.16624513	.	Asb14	chr14	26887242	26887465	NeuroD1	Intron (ENSMUST00000165269/ENSMUSG00000021879, intron 23 of 24)	14	26894557	26915257	20701	1	ENSMUST00000090337	-7092	ENSMUSG00000021898	NEUROD1_unique
ENSMUSG00000021901	7125.309462	-0.060050318	0.112661784	0.568770932	0.72240015	Bap1	chr14	31268641	31268915	NeuroD1	Exon (ENSMUST00000048603/ENSMUSG00000019027, exon 19 of 78)	14	31251489	31259929	8441	1	ENSMUST00000022458	17153	ENSMUSG00000021901	NEUROD1_unique
