Motif	# matches	% matches input	# matches background	%matches background	P-value	log10 P-value	ROC AUC	PR AUC	Enr. at 1% FPR	Recall at 10% FDR
GM.5.0.Mixed.0061	1957	1.813	100	1.000	1.06e-10	9.976	0.571	0.932	1.81	1.0000
GM.5.0.Unknown.0051	1335	1.237	102	1.020	3.02e-02	1.520	0.502	0.916	1.21	1.0000
GM.5.0.bHLH.0079	847	0.785	118	1.180	1.00e+00	0.000	0.482	0.909	0.67	1.0000
GM.5.0.AP-2.0009	1467	1.359	100	1.000	1.09e-03	2.961	0.519	0.920	1.36	1.0000
GM.5.0.RFX.0008	3062	2.837	100	1.000	6.94e-35	34.158	0.538	0.927	2.84	1.0000
GM.5.0.Mixed.0062	1301	1.205	105	1.050	9.13e-02	1.039	0.513	0.918	1.15	1.0000
GM.5.0.Unknown.0052	2700	2.502	100	1.000	4.60e-26	25.337	0.636	0.946	2.50	1.0000
GM.5.0.Unknown.0053	1446	1.340	100	1.000	1.82e-03	2.741	0.494	0.916	1.34	1.0000
GM.5.0.Unknown.0054	947	0.877	129	1.290	1.00e+00	0.000	0.469	0.907	0.68	1.0000
GM.5.0.GATA.0016	1094	1.014	100	1.000	4.74e-01	0.324	0.502	0.914	1.01	1.0000
GM.5.0.C2H2_ZF.0165	1197	1.109	100	1.000	1.71e-01	0.767	0.499	0.915	1.11	1.0000
GM.5.0.Unknown.0055	1925	1.784	100	1.000	3.76e-10	9.424	0.556	0.928	1.78	1.0000
GM.5.0.C2H2_ZF.0166	1974	1.829	100	1.000	5.33e-11	10.273	0.521	0.923	1.83	1.0000
GM.5.0.C2H2_ZF.0167	1525	1.413	100	1.000	2.46e-04	3.609	0.560	0.929	1.41	1.0000
GM.5.0.C2H2_ZF.0168	1257	1.165	110	1.100	3.02e-01	0.521	0.544	0.924	1.06	1.0000
GM.5.0.Paired_box.0010	1094	1.014	100	1.000	4.74e-01	0.324	0.507	0.917	1.01	1.0000
GM.5.0.C2H2_ZF.0169	624	0.578	100	1.000	1.00e+00	0.000	0.498	0.913	0.58	1.0000
GM.5.0.bHLH.0080	1830	1.696	158	1.580	2.08e-01	0.683	0.533	0.924	1.07	1.0000
GM.5.0.Unknown.0056	2413	2.236	117	1.170	1.69e-14	13.771	0.585	0.934	1.91	1.0000
GM.5.0.C2H2_ZF.0170	675	0.625	100	1.000	1.00e+00	0.000	0.488	0.910	0.63	1.0000
GM.5.0.Homeodomain.0138	1403	1.300	100	1.000	4.86e-03	2.314	0.530	0.924	1.30	1.0000
GM.5.0.bHLH.0081	1282	1.188	100	1.000	5.00e-02	1.301	0.506	0.918	1.19	1.0000
GM.5.0.Forkhead.0037	1691	1.567	100	1.000	1.74e-06	5.758	0.535	0.923	1.57	1.0000
GM.5.0.Unknown.0057	1619	1.500	100	1.000	1.68e-05	4.775	0.531	0.922	1.50	1.0000
GM.5.0.Homeodomain.0139	676	0.626	110	1.100	1.00e+00	0.000	0.438	0.900	0.57	1.0000
GM.5.0.C2H2_ZF.0171	804	0.745	122	1.220	1.00e+00	0.000	0.444	0.903	0.61	1.0000
GM.5.0.Sox.0031	4176	3.869	227	2.270	4.30e-18	17.367	0.580	0.936	1.70	1.0000
GM.5.0.Unknown.0058	2594	2.403	100	1.000	1.27e-23	22.895	0.527	0.926	2.40	1.0000
GM.5.0.bHLH.0082	3630	3.363	101	1.010	1.92e-49	48.717	0.583	0.938	3.33	1.0000
GM.5.0.bHLH.0083	1617	1.498	100	1.000	1.78e-05	4.749	0.540	0.925	1.50	1.0000
GM.5.0.bZIP.0066	2074	1.922	131	1.310	3.60e-06	5.444	0.530	0.923	1.47	1.0000
GM.5.0.Mixed.0063	997	0.924	100	1.000	7.94e-01	0.100	0.507	0.916	0.92	1.0000
GM.5.0.Homeodomain.0140	1516	1.405	100	1.000	3.13e-04	3.505	0.539	0.924	1.40	1.0000
GM.5.0.Unknown.0059	584	0.541	100	1.000	1.00e+00	0.000	0.506	0.913	0.54	1.0000
GM.5.0.Unknown.0060	1307	1.211	100	1.000	3.26e-02	1.486	0.505	0.917	1.21	1.0000
GM.5.0.Ets.0029	1123	1.041	100	1.000	3.75e-01	0.426	0.498	0.915	1.04	1.0000
GM.5.0.C2H2_ZF.0172	900	0.834	100	1.000	9.61e-01	0.017	0.443	0.903	0.83	1.0000
GM.5.0.C2H2_ZF.0173	2292	2.124	100	1.000	4.42e-17	16.355	0.584	0.935	2.12	1.0000
GM.5.0.GATA.0017	1121	1.039	100	1.000	3.82e-01	0.418	0.487	0.912	1.04	1.0000
GM.5.0.bHLH.0084	1170	1.084	101	1.010	2.65e-01	0.576	0.543	0.924	1.07	1.0000
GM.5.0.Rel.0019	1215	1.126	100	1.000	1.36e-01	0.867	0.517	0.920	1.13	1.0000
GM.5.0.MADS_box.0014	1783	1.652	100	1.000	7.61e-08	7.118	0.548	0.927	1.65	1.0000
GM.5.0.C2H2_ZF.0174	730	0.676	109	1.090	1.00e+00	0.000	0.477	0.912	0.62	1.0000
GM.5.0.C2H2_ZF.0175	1326	1.229	106	1.060	7.50e-02	1.125	0.514	0.919	1.16	1.0000
GM.5.0.AT_hook.0003	1805	1.672	201	2.010	9.93e-01	0.003	0.511	0.917	0.83	1.0000
GM.5.0.Homeodomain.0141	2084	1.931	100	1.000	5.37e-13	12.270	0.550	0.928	1.93	1.0000
GM.5.0.bZIP.0067	1245	1.154	101	1.010	1.05e-01	0.977	0.489	0.914	1.14	1.0000
GM.5.0.Homeodomain.0142	30747	28.489	462	4.620	0.00e+00	inf	0.558	0.937	6.17	1.0000
GM.5.0.Zinc_cluster.0001	1781	1.650	100	1.000	8.17e-08	7.088	0.571	0.931	1.65	1.0000
GM.5.0.T-box.0020	2225	2.062	100	1.000	1.00e-15	14.998	0.573	0.933	2.06	1.0000
GM.5.0.THAP_finger.0004	1665	1.543	100	1.000	4.03e-06	5.395	0.549	0.926	1.54	1.0000
GM.5.0.C2H2_ZF.0176	2364	2.190	100	1.000	1.40e-18	17.853	0.610	0.940	2.19	1.0000
GM.5.0.Forkhead.0038	1879	1.741	100	1.000	2.23e-09	8.652	0.565	0.930	1.74	1.0000
GM.5.0.Nuclear_receptor.0084	885	0.820	111	1.110	9.99e-01	0.001	0.459	0.903	0.74	1.0000
GM.5.0.Unknown.0061	2631	2.438	100	1.000	1.82e-24	23.739	0.598	0.938	2.44	1.0000
GM.5.0.Ets.0030	3494	3.237	100	1.000	3.16e-46	45.500	0.610	0.941	3.24	1.0000
GM.5.0.Unknown.0062	1040	0.964	101	1.010	6.98e-01	0.156	0.472	0.910	0.95	1.0000
GM.5.0.Unknown.0063	6928	6.419	100	1.000	3.92e-154	153.406	0.640	0.949	6.42	1.0000
GM.5.0.C2H2_ZF.0177	1017	0.942	100	1.000	7.37e-01	0.133	0.512	0.918	0.94	1.0000
GM.5.0.Nuclear_receptor.0085	622	0.576	100	1.000	1.00e+00	0.000	0.503	0.913	0.58	1.0000
GM.5.0.Ets.0031	1129	1.046	100	1.000	3.55e-01	0.449	0.521	0.919	1.05	1.0000
GM.5.0.Unknown.0064	1443	1.337	100	1.000	1.95e-03	2.710	0.463	0.909	1.34	1.0000
GM.5.0.p53.0006	715	0.662	100	1.000	1.00e+00	0.000	0.481	0.910	0.66	1.0000
GM.5.0.Homeodomain.0143	1093	1.013	100	1.000	4.78e-01	0.321	0.519	0.920	1.01	1.0000
GM.5.0.Nuclear_receptor.0086	1036	0.960	100	1.000	6.76e-01	0.170	0.493	0.914	0.96	1.0000
GM.5.0.Unknown.0065	743	0.688	118	1.180	1.00e+00	0.000	0.500	0.914	0.58	1.0000
GM.5.0.bZIP.0068	1042	0.965	100	1.000	6.56e-01	0.183	0.502	0.915	0.97	1.0000
GM.5.0.Unknown.0066	1439	1.333	112	1.120	3.81e-02	1.419	0.524	0.921	1.19	1.0000
GM.5.0.C2H2_ZF.0178	817	0.757	140	1.400	1.00e+00	-0.000	0.476	0.909	0.54	1.0000
GM.5.0.Mixed.0064	3287	3.046	115	1.150	3.78e-34	33.422	0.556	0.931	2.65	1.0000
GM.5.0.Paired_box.0011	714	0.662	100	1.000	1.00e+00	0.000	0.473	0.908	0.66	1.0000
GM.5.0.RFX.0009	1645	1.524	100	1.000	7.55e-06	5.122	0.544	0.925	1.52	1.0000
GM.5.0.Rel.0020	1376	1.275	100	1.000	8.65e-03	2.063	0.495	0.915	1.27	1.0000
GM.5.0.Unknown.0067	5917	5.482	100	1.000	4.71e-120	119.327	0.642	0.949	5.48	1.0000
GM.5.0.Mixed.0065	798	0.739	100	1.000	9.98e-01	0.001	0.464	0.906	0.74	1.0000
GM.5.0.C2H2_ZF.0179	1693	1.569	100	1.000	1.63e-06	5.787	0.549	0.927	1.57	1.0000
GM.5.0.Unknown.0068	901	0.835	107	1.070	9.92e-01	0.003	0.473	0.909	0.78	1.0000
GM.5.0.GTF2I-like.0001	2080	1.927	103	1.030	4.03e-12	11.395	0.537	0.927	1.87	1.0000
GM.5.0.Mixed.0066	980	0.908	118	1.180	9.96e-01	0.002	0.498	0.915	0.77	1.0000
GM.5.0.Mixed.0067	2312	2.142	101	1.010	3.53e-17	16.452	0.531	0.926	2.12	1.0000
GM.5.0.C2H2_ZF.0180	1249	1.157	100	1.000	8.41e-02	1.075	0.520	0.920	1.16	1.0000
GM.5.0.STAT.0014	1608	1.490	100	1.000	2.33e-05	4.632	0.567	0.931	1.49	1.0000
GM.5.0.E2F.0016	3203	2.968	687	6.870	1.00e+00	-0.000	0.421	0.889	0.43	1.0000
GM.5.0.C2H2_ZF.0181	1579	1.463	100	1.000	5.47e-05	4.262	0.520	0.920	1.46	1.0000
GM.5.0.SMAD.0011	1766	1.636	100	1.000	1.38e-07	6.859	0.535	0.926	1.64	1.0000
GM.5.0.Nuclear_receptor.0087	714	0.662	100	1.000	1.00e+00	0.000	0.446	0.902	0.66	1.0000
GM.5.0.C2H2_ZF.0182	2553	2.366	102	1.020	5.49e-22	21.261	0.528	0.926	2.32	1.0000
GM.5.0.Unknown.0069	5902	5.469	100	1.000	1.47e-119	118.833	0.652	0.951	5.47	1.0000
GM.5.0.MBD.0001	1189	1.102	100	1.000	1.89e-01	0.724	0.483	0.912	1.10	1.0000
GM.5.0.Mixed.0068	3924	3.636	100	1.000	3.20e-58	57.495	0.522	0.925	3.64	1.0000
GM.5.0.bHLH.0085	2169	2.010	100	1.000	1.28e-14	13.893	0.573	0.932	2.01	1.0000
GM.5.0.Myb_SANT.0011	1076	0.997	130	1.300	9.98e-01	0.001	0.455	0.911	0.77	1.0000
GM.5.0.C2H2_ZF.0183	946	0.877	100	1.000	9.04e-01	0.044	0.489	0.912	0.88	1.0000
GM.5.0.C2H2_ZF.0184	1149	1.065	100	1.000	2.94e-01	0.532	0.498	0.915	1.06	1.0000
GM.5.0.Unknown.0070	935	0.866	100	1.000	9.21e-01	0.036	0.484	0.911	0.87	1.0000
GM.5.0.IRF.0015	1276	1.182	107	1.070	1.72e-01	0.766	0.554	0.927	1.10	1.0000
GM.5.0.Forkhead.0039	3542	3.282	100	1.000	1.56e-47	46.807	0.599	0.939	3.28	1.0000
GM.5.0.MADS_box.0015	1322	1.225	100	1.000	2.49e-02	1.604	0.528	0.922	1.22	1.0000
GM.5.0.Unknown.0071	2362	2.189	101	1.010	3.26e-18	17.487	0.551	0.929	2.17	1.0000
GM.5.0.bZIP.0069	801	0.742	100	1.000	9.97e-01	0.001	0.468	0.907	0.74	1.0000
GM.5.0.Ets.0032	1109	1.028	100	1.000	4.22e-01	0.374	0.515	0.918	1.03	1.0000
GM.5.0.STAT.0015	1510	1.399	100	1.000	3.66e-04	3.436	0.522	0.922	1.40	1.0000
GM.5.0.Mixed.0069	872	0.808	130	1.300	1.00e+00	0.000	0.487	0.912	0.62	1.0000
GM.5.0.SMAD.0012	1255	1.163	100	1.000	7.68e-02	1.115	0.541	0.924	1.16	1.0000
GM.5.0.TBP.0002	1419	1.315	107	1.070	1.93e-02	1.714	0.514	0.921	1.23	1.0000
GM.5.0.C2H2_ZF.0185	786	0.728	120	1.200	1.00e+00	0.000	0.453	0.902	0.61	1.0000
GM.5.0.Unknown.0072	2552	2.365	105	1.050	6.22e-21	20.206	0.594	0.936	2.25	1.0000
GM.5.0.TBP.0003	2390	2.214	143	1.430	2.86e-08	7.543	0.559	0.930	1.55	1.0000
GM.5.0.Homeodomain.0144	1824	1.690	100	1.000	1.74e-08	7.760	0.538	0.927	1.69	1.0000
GM.5.0.Paired_box.0012	1840	1.705	100	1.000	9.65e-09	8.015	0.574	0.932	1.70	1.0000
GM.5.0.C2H2_ZF.0186	1075	0.996	138	1.380	1.00e+00	0.000	0.467	0.904	0.72	1.0000
GM.5.0.Unknown.0073	1084	1.004	131	1.310	9.98e-01	0.001	0.480	0.909	0.77	1.0000
GM.5.0.Nuclear_receptor.0088	899	0.833	100	1.000	9.62e-01	0.017	0.464	0.907	0.83	1.0000
GM.5.0.Homeodomain.0145	1664	1.542	100	1.000	4.16e-06	5.381	0.522	0.922	1.54	1.0000
GM.5.0.SMAD.0013	1332	1.234	100	1.000	2.07e-02	1.685	0.515	0.919	1.23	1.0000
GM.5.0.E2F.0017	753	0.698	100	1.000	1.00e+00	0.000	0.496	0.912	0.70	1.0000
GM.5.0.Mixed.0070	4717	4.371	100	1.000	8.92e-82	81.050	0.604	0.942	4.37	1.0000
GM.5.0.Unknown.0074	1016	0.941	100	1.000	7.40e-01	0.131	0.503	0.915	0.94	1.0000
GM.5.0.Forkhead.0040	1226	1.136	101	1.010	1.37e-01	0.865	0.496	0.914	1.12	1.0000
GM.5.0.p53.0007	1003	0.929	100	1.000	7.77e-01	0.109	0.513	0.918	0.93	1.0000
GM.5.0.Nuclear_receptor.0089	3340	3.095	100	1.000	4.29e-42	41.367	0.620	0.943	3.09	1.0000
GM.5.0.Homeodomain.0146	1172	1.086	145	1.450	9.99e-01	0.000	0.460	0.904	0.75	1.0000
GM.5.0.C2H2_ZF.0187	1837	1.702	100	1.000	1.08e-08	7.967	0.526	0.924	1.70	1.0000
GM.5.0.Unknown.0075	1726	1.599	100	1.000	5.46e-07	6.263	0.555	0.928	1.60	1.0000
GM.5.0.Unknown.0076	952	0.882	100	1.000	8.94e-01	0.049	0.495	0.914	0.88	1.0000
GM.5.0.Unknown.0077	2942	2.726	255	2.550	1.58e-01	0.802	0.545	0.926	1.07	1.0000
GM.5.0.Unknown.0078	1449	1.343	100	1.000	1.69e-03	2.772	0.536	0.923	1.34	1.0000
GM.5.0.E2F.0018	2339	2.167	117	1.170	3.76e-13	12.424	0.530	0.925	1.85	1.0000
GM.5.0.Unknown.0079	7628	7.068	522	5.220	2.79e-13	12.554	0.493	0.918	1.35	1.0000
GM.5.0.bHLH.0086	977	0.905	111	1.110	9.80e-01	0.009	0.515	0.916	0.82	1.0000
GM.5.0.bZIP.0070	2423	2.245	100	1.000	7.75e-20	19.111	0.569	0.931	2.25	1.0000
GM.5.0.SMAD.0014	1483	1.374	100	1.000	7.34e-04	3.134	0.538	0.924	1.37	1.0000
GM.5.0.STAT.0016	1990	1.844	100	1.000	2.78e-11	10.556	0.517	0.922	1.84	1.0000
GM.5.0.Mixed.0071	1691	1.567	140	1.400	1.05e-01	0.980	0.486	0.914	1.12	1.0000
GM.5.0.Nuclear_receptor.0090	3424	3.173	535	5.350	1.00e+00	-0.000	0.433	0.898	0.59	1.0000
GM.5.0.Myb_SANT.0012	511	0.473	101	1.010	1.00e+00	-0.000	0.455	0.902	0.47	1.0000
GM.5.0.SAND.0005	609	0.564	100	1.000	1.00e+00	0.000	0.427	0.897	0.56	1.0000
GM.5.0.C2H2_ZF.0188	1167	1.081	100	1.000	2.43e-01	0.614	0.507	0.917	1.08	1.0000
GM.5.0.Homeodomain.0147	1102	1.021	100	1.000	4.46e-01	0.350	0.511	0.918	1.02	1.0000
GM.5.0.SMAD.0015	1708	1.583	100	1.000	9.97e-07	6.001	0.521	0.922	1.58	1.0000
GM.5.0.Homeodomain.0148	910	0.843	114	1.140	9.99e-01	0.001	0.449	0.905	0.74	1.0000
GM.5.0.MADS_box.0016	931	0.863	100	1.000	9.27e-01	0.033	0.491	0.912	0.86	1.0000
GM.5.0.Nuclear_receptor.0091	799	0.740	100	1.000	9.98e-01	0.001	0.478	0.909	0.74	1.0000
GM.5.0.Mixed.0072	1238	1.147	100	1.000	9.88e-02	1.005	0.537	0.923	1.15	1.0000
GM.5.0.Myb_SANT.0013	1601	1.483	101	1.010	4.20e-05	4.376	0.565	0.930	1.47	1.0000
GM.5.0.Unknown.0080	2068	1.916	100	1.000	1.07e-12	11.972	0.585	0.934	1.92	1.0000
GM.5.0.Unknown.0081	2857	2.647	101	1.010	2.13e-29	28.672	0.541	0.929	2.62	1.0000
GM.5.0.Nuclear_receptor.0092	5757	5.334	100	1.000	8.45e-115	114.073	0.599	0.940	5.33	1.0000
GM.5.0.Mixed.0073	602	0.558	100	1.000	1.00e+00	0.000	0.458	0.903	0.56	1.0000
GM.5.0.bZIP.0071	7749	7.180	703	7.030	2.97e-01	0.527	0.479	0.913	1.02	1.0000
GM.5.0.Nuclear_receptor.0093	670	0.621	100	1.000	1.00e+00	0.000	0.460	0.905	0.62	1.0000
GM.5.0.Unknown.0082	2615	2.423	100	1.000	4.23e-24	23.373	0.598	0.937	2.42	1.0000
GM.5.0.Paired_box.0013	1868	1.731	134	1.340	1.64e-03	2.784	0.487	0.916	1.29	1.0000
GM.5.0.Paired_box.0014	1089	1.009	100	1.000	4.92e-01	0.308	0.495	0.914	1.01	1.0000
GM.5.0.Homeodomain.0149	754	0.699	100	1.000	1.00e+00	0.000	0.438	0.902	0.70	1.0000
GM.5.0.Mixed.0074	972	0.901	102	1.020	8.94e-01	0.049	0.513	0.917	0.88	1.0000
GM.5.0.CUT_Homeodomain.0007	617	0.572	102	1.020	1.00e+00	0.000	0.418	0.894	0.56	1.0000
GM.5.0.C2H2_ZF.0189	1011	0.937	100	1.000	7.54e-01	0.122	0.514	0.917	0.94	1.0000
GM.5.0.C2H2_ZF.0190	4278	3.964	100	1.000	1.57e-68	67.804	0.595	0.941	3.96	1.0000
GM.5.0.CUT_Homeodomain.0008	720	0.667	100	1.000	1.00e+00	0.000	0.453	0.903	0.67	1.0000
GM.5.0.C2H2_ZF.0191	2301	2.132	100	1.000	2.88e-17	16.540	0.532	0.924	2.13	1.0000
GM.5.0.bZIP.0072	2227	2.063	100	1.000	9.16e-16	15.038	0.544	0.927	2.06	1.0000
GM.5.0.Homeodomain.0150	1255	1.163	112	1.120	3.74e-01	0.428	0.507	0.917	1.04	1.0000
GM.5.0.C2H2_ZF.0192	1904	1.764	100	1.000	8.54e-10	9.069	0.590	0.935	1.76	1.0000
GM.5.0.TBP.0004	3203	2.968	100	1.000	1.69e-38	37.772	0.597	0.939	2.97	1.0000
GM.5.0.Unknown.0083	4179	3.872	100	1.000	1.30e-65	64.885	0.604	0.941	3.87	1.0000
GM.5.0.Homeodomain.0151	1045	0.968	100	1.000	6.46e-01	0.190	0.453	0.906	0.97	1.0000
GM.5.0.Nuclear_receptor.0094	2517	2.332	100	1.000	6.82e-22	21.166	0.601	0.937	2.33	1.0000
GM.5.0.C2H2_ZF.0193	1705	1.580	100	1.000	1.10e-06	5.958	0.519	0.921	1.58	1.0000
GM.5.0.Unknown.0084	777	0.720	100	1.000	9.99e-01	0.000	0.506	0.915	0.72	1.0000
GM.5.0.Homeodomain.0152	1572	1.457	100	1.000	6.68e-05	4.175	0.517	0.921	1.46	1.0000
GM.5.0.SAND.0006	1223	1.133	100	1.000	1.22e-01	0.914	0.517	0.919	1.13	1.0000
GM.5.0.Homeodomain.0153	658	0.610	107	1.070	1.00e+00	0.000	0.457	0.903	0.57	1.0000
GM.5.0.Nuclear_receptor.0095	846	0.784	100	1.000	9.90e-01	0.005	0.450	0.904	0.78	1.0000
GM.5.0.Unknown.0085	1291	1.196	100	1.000	4.30e-02	1.366	0.503	0.916	1.20	1.0000
GM.5.0.Nuclear_receptor.0096	742	0.688	100	1.000	1.00e+00	0.000	0.444	0.901	0.69	1.0000
GM.5.0.Nuclear_receptor.0097	1303	1.207	100	1.000	3.50e-02	1.456	0.440	0.904	1.21	1.0000
GM.5.0.Nuclear_receptor.0098	880	0.815	100	1.000	9.75e-01	0.011	0.465	0.907	0.82	1.0000
GM.5.0.C2H2_ZF.0194	738	0.684	100	1.000	1.00e+00	0.000	0.478	0.909	0.68	1.0000
GM.5.0.C2H2_ZF.0195	988	0.915	100	1.000	8.17e-01	0.088	0.489	0.913	0.92	1.0000
GM.5.0.SAND.0007	888	0.823	100	1.000	9.70e-01	0.013	0.503	0.915	0.82	1.0000
GM.5.0.Nuclear_receptor.0099	785	0.727	100	1.000	9.98e-01	0.001	0.427	0.898	0.73	1.0000
GM.5.0.bHLH.0087	2335	2.164	100	1.000	5.69e-18	17.245	0.590	0.936	2.16	1.0000
GM.5.0.Nuclear_receptor.0100	1079	1.000	103	1.030	6.39e-01	0.195	0.533	0.921	0.97	1.0000
GM.5.0.Unknown.0086	1266	1.173	102	1.020	9.19e-02	1.037	0.563	0.929	1.15	1.0000
GM.5.0.Homeodomain.0154	2970	2.752	123	1.230	6.96e-24	23.158	0.501	0.913	2.24	1.0000
GM.5.0.Nuclear_receptor.0101	561	0.520	100	1.000	1.00e+00	0.000	0.445	0.900	0.52	1.0000
GM.5.0.Mixed.0075	1406	1.303	100	1.000	4.55e-03	2.342	0.539	0.924	1.30	1.0000
GM.5.0.bZIP.0073	792	0.734	105	1.050	1.00e+00	0.000	0.432	0.903	0.70	1.0000
GM.5.0.Unknown.0087	1913	1.773	103	1.030	3.00e-09	8.523	0.576	0.933	1.72	1.0000
GM.5.0.GATA.0018	960	0.889	102	1.020	9.14e-01	0.039	0.501	0.914	0.87	1.0000
GM.5.0.C2H2_ZF.0196	1170	1.084	101	1.010	2.65e-01	0.576	0.530	0.921	1.07	1.0000
GM.5.0.Nuclear_receptor.0102	723	0.670	106	1.060	1.00e+00	0.000	0.451	0.902	0.63	1.0000
GM.5.0.Unknown.0088	1598	1.481	130	1.300	7.98e-02	1.098	0.545	0.924	1.14	1.0000
GM.5.0.bZIP.0074	1802	1.670	142	1.420	3.13e-02	1.505	0.528	0.922	1.18	1.0000
GM.5.0.Unknown.0089	606	0.561	127	1.270	1.00e+00	-0.000	0.502	0.913	0.44	1.0000
GM.5.0.C2H2_ZF.0197	1212	1.123	100	1.000	1.41e-01	0.850	0.505	0.917	1.12	1.0000
GM.5.0.C2H2_ZF.0198	972	0.901	101	1.010	8.75e-01	0.058	0.491	0.913	0.89	1.0000
GM.5.0.Unknown.0090	766	0.710	108	1.080	1.00e+00	0.000	0.455	0.905	0.66	1.0000
GM.5.0.Homeodomain.0155	1396	1.293	100	1.000	5.66e-03	2.247	0.511	0.919	1.29	1.0000
GM.5.0.Homeodomain.0156	7183	6.655	232	2.320	7.34e-83	82.134	0.529	0.929	2.87	1.0000
GM.5.0.C2H2_ZF.0199	1165	1.079	115	1.150	7.61e-01	0.119	0.536	0.922	0.94	1.0000
GM.5.0.bHLH.0088	1173	1.087	100	1.000	2.27e-01	0.643	0.509	0.917	1.09	1.0000
GM.5.0.E2F.0019	507	0.470	100	1.000	1.00e+00	-0.000	0.422	0.895	0.47	1.0000
GM.5.0.Unknown.0091	3203	2.968	687	6.870	1.00e+00	-0.000	0.467	0.904	0.43	1.0000
GM.5.0.Unknown.0092	2814	2.607	100	1.000	9.15e-29	28.038	0.593	0.938	2.61	1.0000
GM.5.0.Unknown.0093	1735	1.608	109	1.090	1.73e-05	4.761	0.567	0.929	1.47	1.0000
GM.5.0.Forkhead.0041	1215	1.126	105	1.050	2.64e-01	0.579	0.503	0.916	1.07	1.0000
GM.5.0.Homeodomain.0157	3266	3.026	160	1.600	1.04e-18	17.985	0.538	0.930	1.89	1.0000
GM.5.0.Ets.0033	1671	1.548	100	1.000	3.33e-06	5.478	0.547	0.927	1.55	1.0000
GM.5.0.STAT.0017	476	0.441	112	1.120	1.00e+00	-0.000	0.433	0.897	0.39	1.0000
GM.5.0.Homeodomain.0158	2087	1.934	100	1.000	4.72e-13	12.326	0.479	0.916	1.93	1.0000
GM.5.0.C2H2_ZF.0200	1319	1.222	100	1.000	2.63e-02	1.580	0.524	0.921	1.22	1.0000
GM.5.0.Mixed.0076	830	0.769	100	1.000	9.93e-01	0.003	0.457	0.905	0.77	1.0000
GM.5.0.Unknown.0094	1544	1.431	100	1.000	1.47e-04	3.834	0.549	0.926	1.43	1.0000
GM.5.0.bZIP.0075	4358	4.038	100	1.000	6.57e-71	70.182	0.613	0.939	4.04	1.0000
GM.5.0.Unknown.0095	7868	7.290	100	1.000	5.34e-187	186.272	0.625	0.948	7.29	1.0000
GM.5.0.HSF.0006	932	0.864	100	1.000	9.25e-01	0.034	0.486	0.912	0.86	1.0000
GM.5.0.Ets.0034	1438	1.332	101	1.010	2.92e-03	2.535	0.534	0.922	1.32	1.0000
GM.5.0.Unknown.0096	2486	2.303	101	1.010	7.31e-21	20.136	0.574	0.933	2.28	1.0000
GM.5.0.Unknown.0097	927	0.859	100	1.000	9.32e-01	0.031	0.462	0.906	0.86	1.0000
GM.5.0.TEA.0005	1859	1.722	100	1.000	4.75e-09	8.323	0.521	0.921	1.72	1.0000
GM.5.0.bHLH.0089	4006	3.712	109	1.090	8.98e-56	55.047	0.624	0.946	3.41	1.0000
GM.5.0.Unknown.0098	1121	1.039	103	1.030	4.93e-01	0.307	0.491	0.913	1.01	1.0000
GM.5.0.SMAD.0016	8169	7.569	104	1.040	2.80e-194	193.553	0.586	0.935	7.28	1.0000
GM.5.0.Forkhead.0042	1274	1.180	106	1.060	1.53e-01	0.815	0.519	0.919	1.11	1.0000
GM.5.0.Mixed.0077	814	0.754	101	1.010	9.97e-01	0.001	0.503	0.914	0.75	1.0000
GM.5.0.STAT.0018	4052	3.754	100	1.000	6.60e-62	61.181	0.608	0.942	3.75	1.0000
GM.5.0.CUT_Homeodomain.0009	697	0.646	103	1.030	1.00e+00	0.000	0.453	0.903	0.63	1.0000
GM.5.0.bHLH.0090	2472	2.290	100	1.000	6.69e-21	20.174	0.622	0.943	2.29	1.0000
GM.5.0.MBD.0002	775	0.718	100	1.000	9.99e-01	0.000	0.517	0.920	0.72	1.0000
GM.5.0.Nuclear_receptor.0103	5392	4.996	101	1.010	2.70e-102	101.569	0.623	0.946	4.95	1.0000
GM.5.0.bHLH.0091	2436	2.257	100	1.000	4.06e-20	19.391	0.581	0.935	2.26	1.0000
GM.5.0.C2H2_ZF.0201	1659	1.537	100	1.000	4.87e-06	5.312	0.551	0.927	1.54	1.0000
GM.5.0.C2H2_ZF.0202	830	0.769	100	1.000	9.93e-01	0.003	0.481	0.910	0.77	1.0000
GM.5.0.C2H2_ZF.0203	1515	1.404	113	1.130	1.22e-02	1.913	0.542	0.924	1.24	1.0000
GM.5.0.Homeodomain_POU.0014	1501	1.391	100	1.000	4.63e-04	3.334	0.531	0.923	1.39	1.0000
GM.5.0.SMAD.0017	2448	2.268	100	1.000	2.23e-20	19.651	0.611	0.939	2.27	1.0000
GM.5.0.Nuclear_receptor.0104	1141	1.057	102	1.020	3.88e-01	0.411	0.534	0.923	1.04	1.0000
GM.5.0.Unknown.0099	9131	8.460	411	4.110	4.53e-62	61.344	0.586	0.936	2.06	1.0000
GM.5.0.C2H2_ZF.0204	1480	1.371	120	1.200	8.33e-02	1.079	0.536	0.925	1.14	1.0000
GM.5.0.Homeodomain_POU.0015	1564	1.449	100	1.000	8.39e-05	4.076	0.537	0.925	1.45	1.0000
GM.5.0.Nuclear_receptor.0105	3837	3.555	530	5.300	1.00e+00	-0.000	0.446	0.901	0.67	1.0000
