Chrom	Start	End	X16_36784980_36785409	X16.6662302359998	X.0.0447858192482483	X0.5850160589288841	X0.8788557133364159	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr7	46821193	46821451	7_46821193_46821451	13.6465701764951	-0.0392994788974785	0.574284954284304	0.876088227307503	Promoter (<=1kb)	7	46820864	46821417	554	2	ENSMUST00000119337	0	ENSMUSG00000087298	ENSMUSG00000087298
chr4	123665209	123667448	4_123665209_123667448	184.04609763576	0.0279782600538361	0.837655154583256	0.961434233587676	Promoter (<=1kb)	4	123665881	123668727	2847	1	ENSMUST00000140510	0	ENSMUSG00000087307	ENSMUSG00000087307
chr11	99385759	99386677	11_99385759_99386677	83.9579804802962	0.0718324191622972	0.590324378086392	0.881116970056084	Promoter (<=1kb)	11	99387340	99387897	558	1	ENSMUST00000153599	-663	ENSMUSG00000087692	ENSMUSG00000087692
chr14	86728526	86729584	14_86728526_86729584	52.821888800542	0.0106893174671111	0.928540124797414	0.984672312473147	Intron (ENSMUST00000022599/ENSMUSG00000022021, intron 27 of 27)	14	86408522	86408661	140	1	ENSMUST00000157187	320005	ENSMUSG00000087812	ENSMUSG00000087812
chr8	17014831	17016208	8_17014831_17016208	42.0571303483298	-0.0701810949335516	0.529414393689506	0.856189771189343	Intron (ENSMUST00000082104/ENSMUSG00000060924, intron 3 of 69)	8	16852168	16852287	120	1	ENSMUST00000157267	162664	ENSMUSG00000087892	ENSMUSG00000087892
chr12	70589801	70590565	12_70589801_70590565	20.8479098311735	-0.0483614073794897	0.580510992508201	0.877488624839934	Distal Intergenic	12	70673646	70673746	101	1	ENSMUST00000157443	-83081	ENSMUSG00000088068	ENSMUSG00000088068
chr13	12650135	12650373	13_12650135_12650373	25.0060508881568	0.0424254945489132	0.643635591560819	0.90251992578212	Distal Intergenic	13	12666051	12666314	264	1	ENSMUST00000157487	-15678	ENSMUSG00000088112	ENSMUSG00000088112
chr7	92776524	92777698	7_92776524_92777698	81.2689485761769	0.122382688487307	0.371031005089436	0.770507270374164	Intron (ENSMUST00000032879/ENSMUSG00000030643, intron 1 of 4)	7	92770301	92770365	65	1	ENSMUST00000157502	6224	ENSMUSG00000088127	ENSMUSG00000088127
chr7	91452876	91453352	7_91452876_91453352	16.5186161459394	-0.0340679647141156	0.666732230558062	0.911023948796308	Intron (ENSMUST00000107196/ENSMUSG00000052572, intron 2 of 22)	7	91392584	91392689	106	2	ENSMUST00000157591	-60188	ENSMUSG00000088216	ENSMUSG00000088216
chr15	30697343	30697674	15_30697343_30697674	10.8888944776308	-0.0766582712797463	0.271410331557201	NA	Intron (ENSMUST00000081728/ENSMUSG00000022240, intron 9 of 22)	15	30601590	30601651	62	1	ENSMUST00000157739	95754	ENSMUSG00000088364	ENSMUSG00000088364
chr3	138526654	138528144	3_138526654_138528144	92.0604138759571	-0.0300257954007895	0.81585072276132	0.955099242917595	Promoter (<=1kb)	3	138526421	138526485	65	1	ENSMUST00000157748	234	ENSMUSG00000088373	ENSMUSG00000088373
chr1	131075882	131076403	1_131075882_131076403	13.83011336641	-0.0561368583214332	0.454600280860772	0.817599518647114	Promoter (2-3kb)	1	131073658	131073751	94	2	ENSMUST00000158080	-2132	ENSMUSG00000088705	ENSMUSG00000088705
chr12	105030972	105031604	12_105030972_105031604	43.3437153162902	-0.0483527383943274	0.665814816524612	0.910453455867686	Promoter (<=1kb)	12	105031075	105031349	275	2	ENSMUST00000158164	0	ENSMUSG00000088789	ENSMUSG00000088789
chr3	73388652	73389908	3_73388652_73389908	29.1098092714135	-0.14644044137778	0.173005281002548	0.594809495886183	Distal Intergenic	3	73207703	73208001	299	2	ENSMUST00000158169	-180652	ENSMUSG00000088794	ENSMUSG00000088794
chr1	186665719	186666004	1_186665719_186666004	11.9605246194721	-0.0865372011327802	0.223482774947514	NA	Intron (ENSMUST00000045288/ENSMUSG00000039239, intron 1 of 6)	1	186676742	186676876	135	1	ENSMUST00000158420	-10738	ENSMUSG00000089045	ENSMUSG00000089045
chr1	192947345	192948804	1_192947345_192948804	57.8670478517356	-0.0143844903163862	0.902754777798899	0.978524245140284	Intron (ENSMUST00000016344/ENSMUSG00000016200, intron 4 of 7)	1	192998286	192998574	289	2	ENSMUST00000158533	49770	ENSMUSG00000089158	ENSMUSG00000089158
chr15	77254557	77254825	15_77254557_77254825	13.8100505558395	0.0871073486337148	0.199775745441372	0.625371133186107	Intron (ENSMUST00000048145/ENSMUSG00000033565, intron 1 of 12)	15	77242406	77242551	146	2	ENSMUST00000158617	-12007	ENSMUSG00000089242	ENSMUSG00000089242
chr18	59902637	59902945	18_59902637_59902945	18.7170078955806	-0.0919453882426792	0.294051441576144	0.718095423409105	Distal Intergenic	18	59738064	59738357	294	2	ENSMUST00000158660	-164281	ENSMUSG00000089285	ENSMUSG00000089285
chr4	23601258	23601543	4_23601258_23601543	14.1424571758885	0.0947873938950145	0.20692571932323	0.631065594546797	Distal Intergenic	4	23626656	23626745	90	2	ENSMUST00000158698	25202	ENSMUSG00000089323	ENSMUSG00000089323
chr7	70643572	70643812	7_70643572_70643812	9.69202895749345	0.121637360298292	0.0441076210235828	NA	Distal Intergenic	7	70752416	70752500	85	1	ENSMUST00000158776	-108604	ENSMUSG00000089401	ENSMUSG00000089401
chr12	29280647	29281036	12_29280647_29281036	19.8767280985709	0.0427835415235467	0.628388674959253	0.896493867454714	Distal Intergenic	12	29035180	29035294	115	2	ENSMUST00000158958	-245354	ENSMUSG00000089583	ENSMUSG00000089583
chr14	54883586	54884247	14_54883586_54884247	42.4507054508405	-0.00285476503057063	0.977450898093659	0.995448856080695	Promoter (<=1kb)	14	54883507	54888095	4589	1	ENSMUST00000133397	80	ENSMUSG00000089682	ENSMUSG00000089682
chr16	60696487	60696737	16_60696487_60696737	8.12070976065114	-0.105352034909219	0.0746139158373011	NA	Distal Intergenic	16	60605755	60611236	5482	1	ENSMUST00000159613	90733	ENSMUSG00000089685	ENSMUSG00000089685
chr3	40682486	40682951	3_40682486_40682951	34.8622464084909	-0.0466223094224216	0.649922238656357	0.904889206343791	Intron (ENSMUST00000091186/ENSMUSG00000060798, intron 7 of 15)	3	40658867	40659166	300	2	ENSMUST00000161930	-23321	ENSMUSG00000089932	ENSMUSG00000089932
chr9	78623128	78623389	9_78623128_78623389	26.6152979095915	0.0549640100024698	0.565068894242527	0.870846483673557	Intron (ENSMUST00000093812/ENSMUSG00000046186, intron 2 of 32)	9	78629374	78630128	755	2	ENSMUST00000171278	6739	ENSMUSG00000091147	ENSMUSG00000091147
chr7	41598783	41600272	7_41598783_41600272	82.0657455364343	0.139931638447272	0.318004316096627	0.734243190030072	Promoter (<=1kb)	7	41599261	41628533	29273	1	ENSMUST00000163475	0	ENSMUSG00000091474	ENSMUSG00000091474
chr9	121820585	121820818	9_121820585_121820818	14.6302528970151	-0.0221721623125387	0.756890057885957	0.938422378337096	Promoter (<=1kb)	9	121820289	121831193	10905	1	ENSMUST00000152043	297	ENSMUSG00000092042	ENSMUSG00000092042
chr8	12396024	12396304	8_12396024_12396304	14.1977303724685	0.108107123205833	0.16368956108307	0.584270521662306	Promoter (<=1kb)	8	12396403	12396488	86	1	ENSMUST00000174915	-99	ENSMUSG00000092656	ENSMUSG00000092656
chr11	103905791	103906096	11_103905791_103906096	8.46185519072677	-0.0533728101362468	0.350590723855373	NA	Intron (ENSMUST00000103075/ENSMUSG00000034187, intron 8 of 20)	11	103925337	103925633	297	2	ENSMUST00000175248	19537	ENSMUSG00000092989	ENSMUSG00000092989
chr13	100582166	100582494	13_100582166_100582494	7.80216330241431	-0.0853549831030406	0.143301204134782	NA	Distal Intergenic	13	100574495	100574779	285	2	ENSMUST00000175368	-7388	ENSMUSG00000093109	ENSMUSG00000093109
chr1	64318659	64318927	1_64318659_64318927	11.1553204447223	-0.108042830459535	0.127435071684317	NA	Distal Intergenic	1	64396334	64396403	70	1	ENSMUST00000175487	-77407	ENSMUSG00000093228	ENSMUSG00000093228
chr12	105934770	105936692	12_105934770_105936692	66.1811309842891	0.0438609880559743	0.724537011346925	0.92972180961236	Distal Intergenic	12	105865724	105865793	70	2	ENSMUST00000175590	-68978	ENSMUSG00000093331	ENSMUSG00000093331
chr1	135490914	135491184	1_135490914_135491184	9.88323641539802	-0.0320870494298069	0.616190305764321	NA	Intron (ENSMUST00000040599/ENSMUSG00000009418, intron 3 of 29)	1	135454603	135454683	81	2	ENSMUST00000175639	-36232	ENSMUSG00000093515	ENSMUSG00000093515
chr13	77983357	77983633	13_77983357_77983633	10.2601698071391	0.0965546896312068	0.13915555206652	NA	Intron (ENSMUST00000091459/ENSMUSG00000064138, intron 7 of 9)	13	78022913	78026296	3384	1	ENSMUST00000175955	-39280	ENSMUSG00000093668	ENSMUSG00000093668
chr1	8593012	8593707	1_8593012_8593707	12.5541735628654	-0.116246578891433	0.117615133784484	0.521468584601775	Intron (ENSMUST00000132064/ENSMUSG00000025909, intron 12 of 19)	1	8588615	8588724	110	2	ENSMUST00000103887	-4289	ENSMUSG00000093970	ENSMUSG00000093970
chr10	46257833	46258486	10_46257833_46258486	18.3278584788036	0.0130337153023207	0.881881243090222	0.973422802468774	Distal Intergenic	10	46377609	46377715	107	1	ENSMUST00000180247	-119123	ENSMUSG00000094681	ENSMUSG00000094681
chr7	109763245	109765457	7_109763245_109765457	91.0635826357597	0.0245558143890125	0.85153464967222	0.965507956440726	Exon (ENSMUST00000041460/ENSMUSG00000034825, exon 4 of 8)	7	109774612	109774718	107	2	ENSMUST00000177941	9261	ENSMUSG00000094713	ENSMUSG00000094713
chr9	32016633	32018662	9_32016633_32018662	145.954998470254	0.067481381918562	0.623749667999793	0.89423926817779	Distal Intergenic	9	32067171	32067296	126	1	ENSMUST00000179485	-48509	ENSMUSG00000095555	ENSMUSG00000095555
chr17	5286342	5286667	17_5286342_5286667	24.1497449104987	-0.132202261867943	0.162954992219512	0.583484960320456	Intron (ENSMUST00000092723/ENSMUSG00000069729, intron 7 of 18)	17	5421464	5421565	102	1	ENSMUST00000175169	-134797	ENSMUSG00000095747	ENSMUSG00000095747
chr6	56568246	56568449	6_56568246_56568449	10.7475468299292	0.0757094648135206	0.274299091238793	NA	Distal Intergenic	6	56583715	56583846	132	2	ENSMUST00000104123	15397	ENSMUSG00000096087	ENSMUSG00000096087
chr16	77414177	77416562	16_77414177_77416562	57.628824107773	0.07316295675035	0.558175158356713	0.868114805446131	Intron (ENSMUST00000170849/ENSMUSG00000090386, intron 2 of 4)	16	77400847	77401208	362	1	ENSMUST00000179255	13331	ENSMUSG00000096870	ENSMUSG00000096870
chr8	57891865	57893428	8_57891865_57893428	63.7227229279259	-0.019363981114653	0.872422830392476	0.970313095837349	Intron (ENSMUST00000098757/ENSMUSG00000096914, intron 2 of 7)	8	57776225	57962564	186340	2	ENSMUST00000098757	69136	ENSMUSG00000096914	ENSMUSG00000096914
