ensmbl	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000036256	566,6745693	1,522326112	0,543523637	0,000159628	0,009405388	Igfbp7
ENSMUSG00000006958	439,4820815	-0,533960535	0,184994068	0,000168775	0,009892742	Chrd
ENSMUSG00000030156	24,20208958	2,078545746	0,745207572	0,000169325	0,009892742	Cd69
ENSMUSG00000038943	369,2977763	0,526346466	0,182380236	0,000172168	0,010023689	Prc1
ENSMUSG00000090958	157,3417389	0,580941158	0,202359375	0,000172937	0,010033387	Lrrc32
ENSMUSG00000000290	85,32508476	0,940564121	0,335746598	0,000176853	0,010159379	Itgb2
ENSMUSG00000028497	208,896007	0,858375272	0,305336225	0,000175848	0,010159379	Hacd4
ENSMUSG00000052609	77,24233682	1,002069255	0,35725932	0,00017694	0,010159379	Plekhg3
ENSMUSG00000044167	1272,616213	-0,723212475	0,256851832	0,000178852	0,010233897	Foxo1
ENSMUSG00000023022	225,8331977	0,988377271	0,354223063	0,000180841	0,010260465	Lima1
ENSMUSG00000027800	438,1179557	0,921763364	0,330129918	0,000181165	0,010260465	Tm4sf1
ENSMUSG00000044067	1764,740445	-0,452546576	0,156227942	0,000181126	0,010260465	Gpr22
ENSMUSG00000020473	204,6604863	1,32516139	0,479782188	0,000181976	0,010271452	Aebp1
ENSMUSG00000024659	210,3266783	1,603899072	0,584523446	0,000184925	0,010402629	Anxa1
ENSMUSG00000027215	206,1781662	0,888025983	0,318464961	0,00018742	0,01047224	Cd82
ENSMUSG00000030107	29,32544689	1,478796487	0,533724712	0,000187294	0,01047224	Usp18
ENSMUSG00000020120	274,1351093	0,698488597	0,248984661	0,000189116	0,010531661	Plek
ENSMUSG00000031780	34,49327951	2,778370435	1,021294041	0,000196508	0,010906831	Ccl17
ENSMUSG00000114797	3539,286692	-0,505600294	0,176518583	0,000201516	0,011147663	Nupl1
ENSMUSG00000008999	243,7754984	1,188955233	0,435206331	0,000203869	0,011203382	Bmp7
ENSMUSG00000016494	94,3584908	1,250095922	0,457877299	0,000203215	0,011203382	Cd34
ENSMUSG00000033149	69,75237601	1,265051987	0,463574365	0,00020602	0,011284349	Phldb2
ENSMUSG00000004105	317,2442899	1,61474175	0,597557086	0,000208574	0,011386799	Angptl2
ENSMUSG00000020019	155,0676968	0,584022538	0,208925891	0,000215171	0,011708543	Ntn4
ENSMUSG00000041390	131,4981586	1,204956654	0,44491709	0,000216773	0,011757279	Mdfic
ENSMUSG00000024076	435,5272177	-1,478365799	0,552825669	0,000218546	0,01181498	Vit
ENSMUSG00000028763	749,1057378	1,337476712	0,496337363	0,000219745	0,011841353	Hspg2
ENSMUSG00000063558	185,0549044	0,776076865	0,283256852	0,000220722	0,011855638	Aox1
ENSMUSG00000026390	255,3937314	1,379736558	0,513802909	0,000222498	0,011912566	Marco
ENSMUSG00000048376	523,2314482	0,586861946	0,211932432	0,000226902	0,012109425	F2r
ENSMUSG00000073889	214,1179314	0,595027896	0,214883321	0,000227696	0,012112973	Il11ra1
ENSMUSG00000036781	834,7762524	0,516736508	0,1853864	0,00023153	0,012277738	Rps27l
ENSMUSG00000026177	53,57263188	1,150312466	0,427634734	0,000234845	0,012414006	Slc11a1
ENSMUSG00000024940	451,8165238	1,109880375	0,414871264	0,000237397	0,012473321	Ltbp3
ENSMUSG00000033220	114,8071903	1,240568231	0,464724511	0,000237466	0,012473321	Rac2
ENSMUSG00000026176	233,5890568	0,621627253	0,22664057	0,000240745	0,012581866	Ctdsp1
ENSMUSG00000029762	74,2413734	1,517590775	0,569964731	0,000241044	0,012581866	Akr1b8
ENSMUSG00000001131	105,7640497	1,527410094	0,576876784	0,000243615	0,012636842	Timp1
ENSMUSG00000021318	116,2193505	0,826900185	0,305817611	0,000243251	0,012636842	Gli3
ENSMUSG00000037762	219,4422179	0,645460736	0,236249664	0,000244482	0,012642455	Slc16a9
ENSMUSG00000026730	59,80808508	0,875732941	0,32395549	0,000245525	0,012657067	Pter
ENSMUSG00000106099	38,71807192	-1,228680171	0,463454977	0,000254752	0,013092184	RP23-235E15.6
ENSMUSG00000022150	189,1404326	1,203236082	0,456841205	0,000261082	0,013335179	Dab2
ENSMUSG00000026519	35,99256308	1,085540963	0,404935798	0,000260333	0,013335179	Tmem63a
ENSMUSG00000030022	416,3938027	-0,757118406	0,283439547	0,000263594	0,013422332	Adamts9
ENSMUSG00000032261	878,1870788	0,526307597	0,192525144	0,000265011	0,013453366	Sh3bgrl2
ENSMUSG00000015133	141,6482114	1,078941134	0,409342491	0,00026797	0,013499924	Lrrk1
ENSMUSG00000017817	33,30480382	1,713363823	0,651035715	0,000267496	0,013499924	Jph2
ENSMUSG00000032440	317,821639	0,868471201	0,327068149	0,000268361	0,013499924	Tgfbr2
ENSMUSG00000029470	260,838954	0,449257378	0,16226909	0,000269672	0,01352505	P2rx4
ENSMUSG00000038642	65,59641957	1,22428957	0,466187387	0,000271306	0,0135661	Ctss
ENSMUSG00000025887	34,43287813	1,145183278	0,432089903	0,000273449	0,013632337	Casp12
ENSMUSG00000008540	467,4834175	0,805283444	0,3033514	0,000274638	0,01365073	Mgst1
ENSMUSG00000026029	28,74259483	1,42708601	0,542786915	0,000276532	0,013703971	Casp8
ENSMUSG00000042436	69,33410162	1,55058416	0,59919406	0,000288612	0,014260173	Mfap4
ENSMUSG00000074971	452,8255254	0,985943828	0,37756713	0,000290673	0,014319511	Fibin
ENSMUSG00000022203	134,0625499	0,766567027	0,290163034	0,000293804	0,01443108	Efs
ENSMUSG00000053279	236,837042	1,269637181	0,490914041	0,000294753	0,014435072	Aldh1a1
ENSMUSG00000024529	733,6396495	3,04659385	1,22927935	0,000299385	0,014618953	Lox
ENSMUSG00000021127	402,5609233	0,775333442	0,29572705	0,000302798	0,014698128	Zfp36l1
ENSMUSG00000022178	103,5353035	1,400299236	0,543711317	0,000303655	0,014698128	Ajuba
ENSMUSG00000034161	19,63312578	2,922062747	1,13095518	0,000303549	0,014698128	Scx
ENSMUSG00000025993	315,3771272	1,016359342	0,392167177	0,000305669	0,014703008	Slc40a1
ENSMUSG00000029781	1480,309605	0,533733628	0,199263615	0,000306645	0,014703008	Fkbp9
ENSMUSG00000037820	50,81786426	1,653784736	0,647069912	0,000307484	0,014703008	Tgm2
ENSMUSG00000056737	107,2983933	1,287970206	0,501936217	0,000308171	0,014703008	Capg
ENSMUSG00000070509	3104,274817	0,535896402	0,200003102	0,000304777	0,014703008	Rgma
ENSMUSG00000074575	552,3172041	-0,988984396	0,383964619	0,000309168	0,014708452	Kcng1
ENSMUSG00000024256	912,5839471	2,478433298	0,991136284	0,000323371	0,015276576	Adcyap1
ENSMUSG00000036006	2863,95008	-0,340031293	0,121809792	0,000323862	0,015276576	Fam65b
ENSMUSG00000056515	1856,898118	0,716058576	0,274439696	0,000322874	0,015276576	Rab31
ENSMUSG00000021693	5429,820096	-0,281219159	0,098161871	0,000325466	0,015308866	Kif2a
ENSMUSG00000027913	19,34793358	4,188527274	1,586373545	0,000334025	0,015663123	Crct1
ENSMUSG00000085042	39,9148439	1,084319494	0,421937898	0,000334879	0,015663123	AC084109.5
ENSMUSG00000030220	198,9382479	1,268349914	0,500659189	0,000338145	0,015771597	Arhgdib
ENSMUSG00000030621	400,477103	-0,418830378	0,155699715	0,000348107	0,016145787	Me3
ENSMUSG00000057719	11,14107283	2,616034736	0,979174898	0,000347842	0,016145787	Sh3rf2
ENSMUSG00000010830	116,6503511	1,207961112	0,478767978	0,000352644	0,016213517	Kdelr3
ENSMUSG00000028128	161,9737583	1,10179129	0,435896436	0,000354119	0,016213517	F3
ENSMUSG00000035413	161,4218413	1,222347301	0,484973226	0,000352511	0,016213517	Tmem98
ENSMUSG00000057969	163,2435808	2,020815167	0,816454416	0,000354436	0,016213517	Sema3b
ENSMUSG00000112454	11,78250241	2,448571503	0,931746291	0,000353049	0,016213517	RP23-478I20.1
ENSMUSG00000022905	5282,213141	-0,339647482	0,123234471	0,000357315	0,016284613	Kpna1
ENSMUSG00000030830	39,58282554	1,43485358	0,572152417	0,000357947	0,016284613	Itgal
ENSMUSG00000032009	7157,141577	0,481155619	0,182370348	0,000367413	0,016624431	Sesn3
ENSMUSG00000046805	222,8091654	1,171085538	0,468814468	0,000366591	0,016624431	Mpeg1
ENSMUSG00000038349	361,4617427	0,518166763	0,19815014	0,000370772	0,016730968	Plcl1
ENSMUSG00000068523	350,4233428	0,760778631	0,299101554	0,000375599	0,016902964	Gng5
ENSMUSG00000032323	58,4999274	0,911725277	0,360886366	0,000383517	0,017212791	Cyp11a1
ENSMUSG00000045095	3346,576352	0,403858999	0,151951809	0,00039314	0,017560616	Magi1
ENSMUSG00000072941	94,16807284	1,22872131	0,496415367	0,000393376	0,017560616	Sod3
ENSMUSG00000024812	335,1216682	0,458862825	0,174992975	0,000395211	0,017595357	Tjp2
ENSMUSG00000005124	101,8961549	1,753679959	0,718705211	0,000396836	0,017620572	Wisp1
ENSMUSG00000031103	29,88746037	1,659054317	0,674852349	0,000401726	0,01779028	Elf4
ENSMUSG00000044811	25,24612084	1,501056014	0,604038824	0,000403312	0,017813125	Cd300d
ENSMUSG00000060275	117,0701269	0,686269213	0,271537876	0,000414766	0,018270562	Nrg2
ENSMUSG00000031520	34,23949858	1,363205433	0,553254762	0,000416119	0,018281798	Vegfc
ENSMUSG00000028776	187,5206067	3,403819555	1,484371444	0,000420212	0,018413006	Tinagl1
ENSMUSG00000040459	2190,924176	-0,398505212	0,151175529	0,000421891	0,018438058	Arglu1
ENSMUSG00000007891	12058,94404	0,571474073	0,225003785	0,000427747	0,018556698	Ctsd
ENSMUSG00000033192	87,83868814	0,881224473	0,354739468	0,000426955	0,018556698	Lpcat2
ENSMUSG00000050737	138,0896563	0,807334755	0,325172823	0,000427949	0,018556698	Ptges
ENSMUSG00000016128	142,9716158	0,676615684	0,269773523	0,000433479	0,018668994	Stard13
ENSMUSG00000024087	548,6047472	0,869635011	0,352161539	0,00043185	0,018668994	Cyp1b1
ENSMUSG00000028607	85,05021515	0,871215983	0,351197904	0,000433902	0,018668994	Cpt2
ENSMUSG00000036095	6528,561013	-0,600311463	0,236971258	0,00043822	0,018806209	Dgkb
ENSMUSG00000039004	366,4152414	1,517552431	0,631030188	0,000444941	0,019045521	Bmp6
ENSMUSG00000021294	216,3618463	-0,932473624	0,384483323	0,00046112	0,01964277	Kif26a
ENSMUSG00000030255	196,3581595	0,536442778	0,212396424	0,000461253	0,01964277	Sspn
ENSMUSG00000039081	160,0137594	0,686837618	0,277786417	0,00046741	0,019803667	Zfp503
ENSMUSG00000040848	488,2105353	0,463637448	0,181416524	0,000466793	0,019803667	Sft2d2
ENSMUSG00000019832	35,22598599	1,171816744	0,480613094	0,000471589	0,01993002	Rab32
ENSMUSG00000032359	129,5396512	0,931331062	0,384672624	0,000475327	0,02003713	Ctsh
ENSMUSG00000066232	6329,743932	-0,234543716	0,082824431	0,000476583	0,020039369	Ipo7
ENSMUSG00000028909	590,0713401	-1,15749973	0,486941503	0,00048897	0,020456874	Ptpru
ENSMUSG00000038387	238,2403153	0,498870345	0,197752888	0,000487777	0,020456874	Rras
ENSMUSG00000036198	56,65524937	1,260619938	0,526291092	0,000494025	0,02061658	Arhgap36
ENSMUSG00000001418	1369,240076	0,354880154	0,135190255	0,000498428	0,020696572	Glmp
ENSMUSG00000063856	609,9707869	0,548875134	0,220633693	0,000498373	0,020696572	Gpx1
ENSMUSG00000031451	5469,780158	0,596304862	0,241617739	0,000503249	0,020844771	Gas6
ENSMUSG00000024300	37,60926464	1,209213399	0,504326495	0,000507601	0,020972856	Myo1f
ENSMUSG00000022246	397,2250567	-0,4858626	0,194123659	0,000511895	0,020991662	Rai14
ENSMUSG00000028413	284,7690723	0,606318724	0,24679339	0,00051212	0,020991662	B4galt1
ENSMUSG00000034947	18,31899297	1,454136347	0,597788791	0,000511163	0,020991662	Tmem106a
ENSMUSG00000042826	920,9561574	-0,383602371	0,148877525	0,000513099	0,020991662	Fgf11
ENSMUSG00000022912	325,8761832	0,82991182	0,345232581	0,000514794	0,021009405	Pros1
ENSMUSG00000056870	61,07959771	1,123573949	0,471281931	0,000519881	0,021165145	Gulp1
ENSMUSG00000032060	497,8974706	0,755708859	0,313642851	0,000525463	0,021340187	Cryab
ENSMUSG00000032356	591,4857425	-1,245692191	0,532580254	0,000527244	0,021360431	Rasgrf1
ENSMUSG00000071984	615,0098528	-0,846943912	0,355681147	0,000529503	0,021399872	Fndc1
ENSMUSG00000021835	42,51389858	1,940761046	0,83332346	0,000532269	0,021407757	Bmp4
ENSMUSG00000034394	64,80755553	0,87507068	0,364810295	0,000531248	0,021407757	Lif
ENSMUSG00000040681	1975,660721	0,260536031	0,095048467	0,000539252	0,021561409	Hmgn1
ENSMUSG00000065979	348,6244327	0,495733603	0,19971596	0,000539692	0,021561409	Cpped1
ENSMUSG00000113216	86,93207994	0,774808518	0,323334405	0,000539974	0,021561409	RP23-128M23.2
ENSMUSG00000030144	19,44747951	1,507325226	0,63281918	0,000544817	0,021702744	Clec4d
ENSMUSG00000020573	26,93133942	1,357812982	0,573169295	0,000546311	0,02171032	Pik3cg
ENSMUSG00000015575	557,9039114	0,530343193	0,216036221	0,000554717	0,021939656	Atp6v0e
ENSMUSG00000105504	24,5791617	1,575461426	0,668160022	0,000553938	0,021939656	Gbp5
ENSMUSG00000044350	112,0056671	0,576347622	0,23652185	0,000558601	0,022040931	Lacc1
ENSMUSG00000069833	301,5308865	1,031587666	0,440739389	0,000561235	0,022092476	Ahnak
ENSMUSG00000024909	247,2409281	0,707728705	0,296160383	0,000564241	0,022158424	Efemp2
ENSMUSG00000036596	76,27090119	1,577598327	0,685747641	0,000571763	0,022401013	Cpz
ENSMUSG00000038760	344,8685508	-1,499456687	0,658083139	0,000576555	0,022535713	Trhr
ENSMUSG00000004665	154,9407355	1,480321044	0,645862199	0,000581723	0,022578721	Cnn2
ENSMUSG00000024900	365,1272743	0,631409624	0,263430903	0,000580592	0,022578721	Cpt1a
ENSMUSG00000028661	478,3981629	-0,582137327	0,24262555	0,000580514	0,022578721	Epha8
ENSMUSG00000022385	187,7780341	0,796696521	0,337854976	0,000584207	0,022622396	Gtse1
ENSMUSG00000033007	146,4183357	-0,971367042	0,418589777	0,000592252	0,022827748	Asic4
ENSMUSG00000035236	3380,087793	-0,408754603	0,163771658	0,000591467	0,022827748	Scai
ENSMUSG00000026043	971,046369	1,066708974	0,461670627	0,00059733	0,022970292	Col3a1
ENSMUSG00000049988	24,09991726	1,569241654	0,677801448	0,000600039	0,022983637	Lrrc25
ENSMUSG00000055737	132,498606	0,613245781	0,256441889	0,000600437	0,022983637	Ghr
ENSMUSG00000063605	38,41882128	0,900440329	0,382556544	0,000607491	0,023200298	Ccdc102a
ENSMUSG00000034471	114,8228372	0,63511609	0,269337712	0,000642547	0,024371398	Caskin2
ENSMUSG00000041633	300,0207387	-0,839680998	0,364848603	0,000640485	0,024371398	Kctd12b
ENSMUSG00000045659	215,1845161	0,713836685	0,306316807	0,000641677	0,024371398	Plekha7
ENSMUSG00000027293	276,028028	1,095037448	0,480898292	0,00064436	0,02438465	Ehd4
ENSMUSG00000028480	414,2439707	0,676912619	0,288436299	0,000645959	0,024389721	Glipr2
ENSMUSG00000000276	2796,46451	-0,271457371	0,102697954	0,000658016	0,024742187	Dgke
ENSMUSG00000026308	11,35376673	4,454233288	2,008138765	0,000658425	0,024742187	Klhl30
ENSMUSG00000085278	48,41025939	-0,947165982	0,413183358	0,000659752	0,024742187	RP23-133J9.5
ENSMUSG00000019779	16,57394873	1,704272448	0,742373222	0,000664621	0,024864365	Frk
ENSMUSG00000053819	2953,269871	0,724091954	0,313117795	0,00066749	0,024864365	Camk2d
ENSMUSG00000054667	89,91123447	0,970954852	0,424006384	0,00066655	0,024864365	Irs4
ENSMUSG00000059857	146,6722045	-0,947191231	0,417562243	0,000670628	0,024925523	Ntng1
ENSMUSG00000021948	169,1860005	0,588605139	0,251155359	0,000681285	0,02526522	Prkcd
ENSMUSG00000095115	136,7359119	0,822651948	0,360354134	0,000684065	0,025311913	Itpripl2
ENSMUSG00000021733	1890,39161	-0,328082196	0,12948543	0,000687135	0,025361781	Slc4a7
ENSMUSG00000026395	53,21458235	0,981916685	0,433201167	0,000688459	0,025361781	Ptprc
ENSMUSG00000027210	3853,147987	0,344351759	0,137052573	0,000693662	0,025497065	Meis2
ENSMUSG00000021070	46,02278082	1,139754309	0,507509635	0,000710272	0,026050094	Bdkrb2
ENSMUSG00000024620	223,4133209	1,114664983	0,502555289	0,000724986	0,026531303	Pdgfrb
ENSMUSG00000036867	23,12634082	1,62841656	0,728538232	0,000734622	0,026742969	Smad6
ENSMUSG00000047143	283,2242346	0,657120859	0,285690727	0,000732979	0,026742969	Dmrta2
ENSMUSG00000050912	303,6716151	0,421856601	0,175331955	0,000735588	0,026742969	Tmem123
ENSMUSG00000046314	1332,307727	0,722175738	0,31829924	0,000741936	0,026914999	Stxbp6
ENSMUSG00000040997	1754,175649	0,482681078	0,206135095	0,000751963	0,027219443	Abhd4
ENSMUSG00000087485	20,19122794	1,933024488	0,882309304	0,000761159	0,027492547	RP23-112F5.1
ENSMUSG00000020821	1507,196748	0,394328461	0,163505051	0,000767548	0,027604321	Kif1c
ENSMUSG00000115338	114,7279552	0,58323458	0,253600625	0,00076757	0,027604321	Pnp
ENSMUSG00000028962	779,1695125	0,383200641	0,158007085	0,00077461	0,02775165	Slc4a2
ENSMUSG00000031616	182,5970126	0,687532878	0,305166048	0,000775158	0,02775165	Ednra
ENSMUSG00000091264	6461,400769	-0,329307381	0,135738969	0,000776666	0,02775165	Smim13
ENSMUSG00000006281	38,72503184	1,066238398	0,482030972	0,000786544	0,02800414	Tep1
ENSMUSG00000090523	42,31592323	1,069839385	0,484128796	0,000787096	0,02800414	Gypc
ENSMUSG00000048450	281,4491348	0,91083579	0,412856551	0,000789911	0,028044349	Msx1
ENSMUSG00000030103	451,0975708	0,487680711	0,209698652	0,000794184	0,028136094	Bhlhe40
ENSMUSG00000031595	31,5550299	1,348244189	0,620912699	0,000795992	0,028140261	Pdgfrl
ENSMUSG00000018920	33,13489221	1,860753366	0,872694798	0,000797722	0,028141656	Cxcl16
ENSMUSG00000013846	753,7306367	0,374345521	0,155009052	0,000803012	0,028268392	St3gal1
ENSMUSG00000029661	1520,66161	1,31812783	0,605874518	0,000811139	0,028419401	Col1a2
ENSMUSG00000056888	31,07820645	1,110656329	0,503314753	0,000814129	0,028419401	Glipr1
ENSMUSG00000067212	29,97762213	1,072561144	0,485563015	0,000811983	0,028419401	H2-T23
ENSMUSG00000085334	230,6841609	-0,601156266	0,266549341	0,000813293	0,028419401	RP23-153M14.4
ENSMUSG00000006360	51,93881364	1,033109756	0,473307611	0,000816513	0,02844301	Crip1
ENSMUSG00000035274	358,1973789	0,883086002	0,403260705	0,00081919	0,028476695	Tpbg
ENSMUSG00000037411	1684,026921	3,324839068	1,698946142	0,000824486	0,028601066	Serpine1
ENSMUSG00000004151	2020,439476	-0,381708017	0,159668133	0,000827163	0,028634286	Etv1
ENSMUSG00000051811	230,7385376	0,632314355	0,282290928	0,000831062	0,028709574	Cox6b2
ENSMUSG00000041261	86,34294674	-0,734977144	0,332113998	0,000838771	0,028915877	Car8
ENSMUSG00000004562	823,0890558	0,392412542	0,164948985	0,000843076	0,028944436	Arhgef40
ENSMUSG00000063297	2309,644362	0,337254439	0,138368254	0,000842389	0,028944436	Luzp2
ENSMUSG00000025278	1917,435143	0,415395283	0,176776149	0,000847152	0,028964952	Flnb
ENSMUSG00000028108	324,8761126	0,797010733	0,364079604	0,000847035	0,028964952	Ecm1
ENSMUSG00000033577	502,550511	0,36467092	0,151845736	0,00085178	0,02900407	Myo6
ENSMUSG00000051435	73,94301899	0,868217613	0,396497923	0,000850189	0,02900407	Fhad1
ENSMUSG00000021806	491,3653566	0,785142597	0,35896408	0,000854679	0,029043387	Nid2
ENSMUSG00000023067	3670,793822	1,13293167	0,529061257	0,000862083	0,029116722	Cdkn1a
ENSMUSG00000024211	104,3198685	1,886882864	0,909203455	0,000858874	0,029116722	Grm8
ENSMUSG00000038235	43,35913498	1,659296115	0,789105968	0,000860939	0,029116722	F11r
ENSMUSG00000025701	46,96607575	1,030792063	0,478184289	0,000871621	0,029379287	Alox5
ENSMUSG00000039323	11069,94908	1,816505586	0,855958272	0,000878439	0,029549279	Igfbp2
ENSMUSG00000040152	2649,657257	2,649405244	1,326156473	0,000886477	0,029759527	Thbs1
ENSMUSG00000032702	233,666304	0,735957713	0,337439786	0,000890659	0,029839761	Kank1
ENSMUSG00000028451	16,71213567	-0,050913791	0,113386221	0,000895	0,029924994	RP23-124L1.4
ENSMUSG00000009614	184,5150481	0,541495822	0,242655238	0,000921818	0,030702349	Sardh
ENSMUSG00000052593	574,9318265	0,365400782	0,154691581	0,000921937	0,030702349	Adam17
ENSMUSG00000053025	11455,78451	-0,465700494	0,206082648	0,000924056	0,030711477	Sv2b
ENSMUSG00000002459	609,333393	0,600923849	0,272848093	0,000926747	0,030739581	Rgs20
ENSMUSG00000030256	211,4225477	0,553502407	0,249450802	0,000934036	0,030899083	Bhlhe41
ENSMUSG00000048004	446,9564519	0,665914411	0,305990627	0,000935267	0,030899083	Tmem196
ENSMUSG00000061232	1411,615112	0,643491082	0,295901219	0,00094667	0,031213856	H2-K1
ENSMUSG00000004891	1242,598283	0,686870312	0,31791828	0,000954476	0,031409059	Nes
ENSMUSG00000087001	13,24381228	3,433334261	1,586802273	0,000959427	0,031509702	RP23-100I21.1
ENSMUSG00000044197	83,57649873	0,759784984	0,352985752	0,000963535	0,031520273	Gpr146
ENSMUSG00000049130	20,97545044	1,368956258	0,641548343	0,000961907	0,031520273	C5ar1
ENSMUSG00000055639	77,1656006	0,642000384	0,294220083	0,000969693	0,031597574	Dach1
ENSMUSG00000102854	26,00000285	-0,070714869	0,136480386	0,000968455	0,031597574	RP24-252G15.5
ENSMUSG00000021469	27,32388142	1,269649706	0,606968771	0,000989874	0,031880833	Msx2
ENSMUSG00000025232	1836,461805	0,451884614	0,200699029	0,000989575	0,031880833	Hexa
ENSMUSG00000028228	400,0026722	0,462096478	0,205465539	0,000981707	0,031880833	Cpne3
ENSMUSG00000031375	852,1737636	1,204903351	0,583294391	0,000986538	0,031880833	Bgn
ENSMUSG00000035783	483,4647962	2,428996645	1,253485842	0,000988981	0,031880833	Acta2
ENSMUSG00000050721	189,412749	0,533976733	0,242234325	0,000985413	0,031880833	Plekho2
ENSMUSG00000022865	18840,65762	-0,458100047	0,205009261	0,001002261	0,032155376	Cxadr
ENSMUSG00000048279	3559,850767	-0,316696983	0,132032139	0,001001754	0,032155376	Sacs
ENSMUSG00000041734	309,7276566	0,845151916	0,40271594	0,001004539	0,0321665	Kirrel
ENSMUSG00000024816	554,320073	0,357576816	0,152953987	0,001013245	0,032320968	Frmd8
ENSMUSG00000062312	49,64574672	0,763302621	0,357115944	0,001011472	0,032320968	Erbb2
ENSMUSG00000074364	173,9499374	0,480244631	0,216061067	0,001020172	0,032479709	Ehd2
ENSMUSG00000030655	7043,742956	-0,274255648	0,111147988	0,001032987	0,032805896	Smg1
ENSMUSG00000040387	634,9346959	0,328131944	0,138403756	0,001034358	0,032805896	Klhl32
ENSMUSG00000049128	20,41012383	3,303061598	1,668174487	0,00103826	0,032867053	Ivl
ENSMUSG00000028270	99,72057321	1,002526652	0,486875116	0,001043678	0,032975872	Gbp2
ENSMUSG00000019055	358,0916499	0,548134672	0,253926576	0,001063742	0,033546147	Plod1
ENSMUSG00000003617	1138,97231	1,06745326	0,524285929	0,001067775	0,033609691	Cp
ENSMUSG00000026466	601,4925461	0,378601599	0,165397164	0,001070135	0,033620396	Tor1aip1
ENSMUSG00000090853	19,34751112	-0,064772868	0,128241524	0,001086576	0,034072657	Gm17364
ENSMUSG00000078350	84,83242599	1,018832719	0,499167863	0,001089895	0,034112493	Smim1
ENSMUSG00000027799	14405,42063	-0,268740648	0,109365123	0,001097436	0,034284059	Nbea
ENSMUSG00000001985	1008,025326	-0,372865927	0,163595266	0,001104696	0,034317709	Grik3
ENSMUSG00000032679	83,77865062	0,804942967	0,388400935	0,001100817	0,034317709	Cd59a
ENSMUSG00000078552	101,8121969	-0,579906458	0,27322843	0,001103692	0,034317709	Dcdc2b
ENSMUSG00000024747	17,48852867	1,81193012	0,892375562	0,001115038	0,034574493	Aldh1a7
ENSMUSG00000039787	311,3476939	0,555098976	0,260131488	0,001127723	0,034902811	Cercam
ENSMUSG00000003992	4011,610304	-0,388101146	0,17210823	0,001143421	0,035323025	Ssbp2
