# GimmeMotifs version 0.16.1
# Input: /home/ia1014/gimmemotifs/output/shared_denovo/generated_background.gc.fa
# Motifs: /home/ia1014/gimmemotifs/output/shared_denovo/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2	GimmeMotifs_3	GimmeMotifs_4	GimmeMotifs_5	GimmeMotifs_6	GimmeMotifs_7	GimmeMotifs_8	GimmeMotifs_9	GimmeMotifs_10	GimmeMotifs_11	GimmeMotifs_12	GimmeMotifs_13	GimmeMotifs_14	GimmeMotifs_15	GimmeMotifs_16	GimmeMotifs_17	GimmeMotifs_18	GimmeMotifs_19
chr18:24090100-24090300	-1.418850	0.339922	0.024921	2.384929	0.003616	-0.084560	-1.395299	0.671304	1.747832	-0.567546	0.612869	-0.195938	0.672316	-1.845469	0.057413	1.765164	0.851091	0.295994	-0.454545
chr5:83770100-83770300	-1.116697	3.522969	-0.042275	0.115219	-1.418267	0.679145	0.253467	-0.784059	-0.641127	-1.902501	0.205319	0.778052	0.845759	0.411431	-0.944935	0.036637	0.267254	0.650073	-1.003673
chr2:73842800-73843000	-0.755865	-1.509768	1.505541	-0.647041	-1.262427	1.909737	-0.226708	0.036220	1.371083	-0.010042	0.231068	2.632180	-0.202517	-0.786007	-0.062577	0.036637	0.326321	-0.834968	-0.811516
chr14:108775600-108775800	-0.839243	1.701551	-1.361157	-0.616348	-0.819844	-0.753367	0.080343	-0.951534	1.048869	0.169625	0.661642	-0.401320	0.845759	-0.786007	1.515471	0.036637	0.162546	-0.319618	1.073943
chr4:9360200-9360400	1.251993	-1.106979	0.024921	0.354660	-0.526379	-1.591581	-0.733296	-0.737301	-1.274574	-0.085280	0.472240	-1.274674	0.672316	0.549406	0.625375	0.121408	0.709118	-0.837761	0.444064
chr11:27882200-27882400	0.736046	0.537575	-1.361157	-0.501575	-0.588231	0.945081	0.118566	-0.370389	0.097563	1.426358	-1.219269	1.323676	-0.202188	1.746844	1.772294	0.036637	-0.174915	2.420679	0.723466
chr9:34270900-34271100	-1.169416	-0.543528	-0.297951	0.528193	1.562514	-0.956290	-0.545184	-1.091309	0.572636	0.489430	0.090439	0.614964	-0.202517	-0.786007	-1.153690	0.036637	-0.896284	-0.105233	1.046329
chr11:41877900-41878100	0.265037	0.637673	-0.297951	-0.777805	2.667866	-0.243709	-1.043677	-1.976819	-0.476008	-0.892064	0.298345	-0.417032	-0.202188	1.608869	-0.838632	0.036637	-0.758118	-0.923340	1.799189
chr4:35339200-35339400	0.110325	-1.257240	-0.042275	0.708640	0.542158	-1.957493	0.352865	1.269944	-1.506593	-0.815667	-1.344457	-0.430065	-0.202188	0.411431	-1.164420	0.036637	-0.840786	-1.362099	1.585151
chr9:63394900-63395100	1.067722	-0.094066	-1.266615	-2.307958	-0.099775	-0.245693	-1.522571	0.261778	-2.222555	-1.328963	0.205319	-1.670994	0.845759	-0.786007	-0.545874	-0.270207	0.529796	-0.125967	-1.147335
chrX:128124400-128124600	0.370410	1.768528	0.024921	0.788404	1.593803	0.790667	0.720453	1.237475	1.635323	0.103956	0.705895	0.524000	-0.202188	0.411431	0.664431	1.765164	-1.525057	-0.061838	0.871402
chr1:131490800-131491000	0.550846	-0.052856	-1.684030	0.677827	-0.657430	1.272915	0.495073	0.529734	1.224904	-0.376220	-0.083456	-0.271852	-0.202188	-0.648032	2.410708	-1.607119	-0.442151	0.965089	-0.730070
chr18:52574500-52574700	0.097655	-0.606754	-1.361157	-1.721855	-0.902207	-0.327587	0.828661	-0.341618	1.311327	-0.778470	0.491619	0.198895	0.672316	-0.648032	0.770588	0.036637	-0.499769	0.739193	0.819138
chr1:119732800-119733000	0.523647	1.515381	0.024921	0.406144	-0.315179	-1.543685	0.286006	-0.480130	-3.559619	-0.482408	0.709246	-2.544782	-0.028744	-0.648032	1.434376	0.036637	-1.179175	-0.520676	-1.446718
chrX:16042800-16043000	1.252420	-0.488311	1.088127	-0.999421	-1.547743	-0.231555	0.951589	1.371396	1.347199	1.836014	-1.174319	-0.179074	-0.028744	0.411431	0.031299	0.036637	-0.604336	-0.061838	-0.112355
chr13:117943100-117943300	-1.025173	-0.167175	1.088127	-0.805424	-1.906280	2.018702	-0.516473	-0.632511	-0.480709	0.103956	0.376738	-0.946735	-0.202188	-0.648032	-1.225152	-1.607119	-0.007117	0.044169	-0.246087
chr15:15794000-15794200	-0.566511	1.107137	-1.361157	0.357679	-0.235426	-0.167781	0.250794	0.086556	-0.641127	1.116703	0.231068	-1.169588	-0.202188	-0.648032	1.227968	0.036637	-0.394079	0.039900	1.162748
chr2:47434300-47434500	-0.884758	-0.794355	-1.361157	-0.767310	-1.258234	-1.351313	-0.214041	-0.602858	0.788293	-0.574968	0.705895	-0.394861	0.672316	0.549406	-1.858562	0.036637	1.087661	-1.201548	-0.133766
chr4:51144500-51144700	0.909165	2.505979	1.088127	-0.816383	2.500624	1.389389	0.444631	0.271800	-0.365788	2.409419	0.568616	0.541364	0.845759	0.411431	0.368926	0.036637	0.591744	-0.002533	-1.128307
chr6:109258800-109259000	2.731548	-0.905544	-0.297951	-0.912594	1.016175	-0.694606	-1.097172	-0.573695	-0.251142	-0.676007	0.345949	1.567299	0.672316	-0.786007	-0.279119	0.036637	1.013246	0.258555	0.722461
chr5:19754300-19754500	-0.828240	-1.416942	-0.042275	1.534514	-1.670207	0.229834	-0.862577	-1.365227	0.126601	-1.736223	-1.251432	-0.607874	0.845759	1.608869	0.362628	1.765164	0.131518	-0.813272	-1.369458
chr7:20770500-20770700	0.660556	0.999406	1.088127	1.930146	-1.355445	-0.326803	0.352015	-0.046708	1.522845	0.399614	2.284772	-0.739384	0.845759	0.411431	1.159236	-1.691890	-0.386500	-0.061838	-0.586094
chr1:93886500-93886700	-0.777227	0.073191	-1.266615	0.014903	0.160506	0.128714	1.067085	-0.589282	0.098473	2.156745	0.442325	1.364689	-1.353003	-0.786007	1.854611	0.036637	-0.534759	0.039900	0.225381
chr14:106997500-106997700	-0.987196	-1.247731	-0.297951	-0.554372	0.366794	-0.245693	1.099460	0.921274	0.890903	-0.376220	0.472240	1.026149	-0.028744	0.549406	0.208622	-0.270207	1.258784	0.403687	0.703150
chrY:54220300-54220500	-0.089680	-1.137184	-0.042275	1.008714	-1.359797	-1.483978	-0.856895	-1.903367	-0.320041	-1.343486	0.612869	1.260364	-0.202188	2.806307	0.155342	0.036637	0.321024	0.039900	1.440274
chr3:25045400-25045600	1.199801	-1.243219	0.024921	-1.370120	-1.137586	-0.109664	-0.461092	-1.641083	-0.251142	0.872473	-1.312295	-0.894953	-0.202188	0.411431	0.905630	0.036637	0.114763	-1.173267	0.143493
chr10:34304600-34304800	0.677478	0.363778	-1.361157	-0.298236	-1.513432	1.511305	0.691677	1.147372	1.149559	0.872473	-1.219269	1.042360	0.672316	-0.648032	1.029838	-1.691890	-0.928748	2.349489	2.336948
chr11:14383800-14384000	2.217666	-1.673645	1.411000	1.488710	1.929170	1.017856	-0.358057	1.608063	0.837164	-0.123546	2.284772	-0.963308	-0.202188	-0.786007	0.435867	0.036637	0.888527	-0.693005	0.605281
chr2:8079100-8079300	-1.026084	-0.481363	-0.297951	2.363336	1.072626	-0.092828	0.643203	0.026199	-0.251142	2.819075	2.525943	1.560408	-0.202188	0.411431	1.984002	1.765164	0.050340	0.131813	-0.188726
chr1:16513700-16513900	-0.805246	0.484998	0.024921	0.099972	0.967995	0.561435	-1.289296	0.991631	-0.399202	-0.157890	0.899169	0.680276	0.672316	1.608869	1.161647	0.036637	-0.606112	0.571408	1.123773
chr18:88320700-88320900	0.315279	0.509105	1.088127	1.503346	-0.676238	0.527267	-0.270732	0.366568	0.258826	1.108041	0.568616	1.308992	0.672316	0.411431	0.350433	0.036637	0.526920	-1.120650	-0.266901
chr15:54853600-54853800	-1.730075	-0.644728	1.343804	-0.193054	-1.503227	-1.388260	0.665756	0.421638	-0.760789	0.339523	0.565266	1.029492	-0.202188	0.411431	1.599876	0.036637	-0.940070	0.110162	2.341023
chr5:92192000-92192200	0.666250	2.059191	-1.361157	0.797127	0.551503	0.299650	2.114309	-0.812789	1.307470	-0.482408	0.535351	-0.532484	0.845759	-0.648032	-0.373064	0.036637	0.723349	0.621901	0.878902
chr6:50143900-50144100	0.196358	0.946981	-1.361157	0.591747	-1.621868	1.405159	1.174593	-1.002558	-0.508363	1.085752	0.612869	0.448176	0.672316	-1.845469	-0.470261	0.036637	-1.920238	0.156816	0.930397
chr9:96573500-96573700	0.991122	0.274835	-1.361157	-1.032173	0.922208	1.715171	1.364274	-1.143423	1.098022	0.698384	0.600779	0.777255	0.672316	1.746844	-0.227626	0.121408	0.190014	-0.273566	-1.457107
chr2:96326700-96326900	0.167025	-0.174865	-1.199419	1.698041	-0.828815	-2.154954	1.018844	-1.158759	-0.500965	0.454373	0.090439	0.160581	-0.202188	2.806307	-1.311679	0.036637	-0.266603	-1.409763	1.879430
chr6:14417400-14417600	0.826378	-1.050151	-1.361157	0.714855	1.896239	-0.661571	-1.057461	-0.294778	0.373873	-1.336063	0.705895	0.287402	-0.375960	1.608869	0.872630	1.458320	0.707379	0.254151	2.773219
chr12:48284200-48284400	2.902154	-0.631745	2.474205	0.556697	1.609242	-0.293673	0.201195	-1.010257	1.783704	0.317235	0.834435	0.225331	0.672316	0.411431	1.503180	0.121408	0.106917	0.558043	0.277665
chrY:4124100-4124300	-0.007521	-0.636692	-1.361157	-0.422530	1.301540	-0.751159	-1.748652	-0.764448	-1.874013	-1.265707	0.345949	-1.614289	-0.202188	-1.983445	-0.400660	0.036637	0.451611	-0.024228	-0.697595
chr13:45819000-45819200	1.066189	-1.802880	1.411000	-1.767986	-0.216684	1.201292	-1.099400	-0.700683	1.159089	1.957997	-0.035852	-1.169997	-0.202188	-0.786007	-0.217721	0.036637	0.173366	0.919426	-0.946478
chr14:108377200-108377400	0.303733	-0.539158	1.088127	0.764396	-0.562177	0.139049	-0.554458	-0.449714	1.796984	1.189479	0.345949	-1.058467	0.845759	-0.786007	-0.399822	-0.270207	-1.434943	-1.618193	-0.977772
chr2:37465200-37465400	0.498527	0.372463	-1.361157	0.797127	-0.630589	0.272287	-0.951687	-0.090768	0.957789	-0.594331	0.183465	-0.193525	0.672316	2.806307	0.286277	1.765164	-0.676862	1.637453	0.210692
chr8:81193200-81193400	-1.083035	0.648049	0.024921	-1.423903	-0.248901	-1.582805	-0.572137	1.139650	-0.257655	-1.598416	0.090439	0.451524	-0.202188	-0.786007	0.604819	-1.607119	-1.271488	1.056279	-1.123395
chr17:38448800-38449000	-1.350407	2.086286	-0.042275	-0.486101	-0.171277	1.714479	-0.698944	-0.307699	-0.476008	-0.010042	0.301696	0.134027	-0.202188	0.411431	-0.486358	0.036637	-0.879097	-0.455440	-0.360420
chr11:85026300-85026500	0.614918	-0.891812	-0.297951	0.736258	0.528313	-0.602577	-0.153296	-0.993584	-0.437353	1.189479	0.442325	-0.633135	-0.202188	-0.786007	0.636775	0.036637	-0.523227	-0.002533	0.286871
chr10:104441500-104441700	0.295185	-1.393780	2.587511	0.098488	-0.875720	0.145155	0.769990	-0.588731	0.135826	-1.452995	0.611938	1.127727	0.854374	-0.672414	-0.192678	0.088634	-1.028004	1.099813	0.197427
chr3:118590000-118590200	-1.036223	-0.428259	-0.042275	-0.038390	1.005705	-0.568383	1.278836	0.421638	-2.330079	0.505801	0.205319	0.301709	-0.202517	-0.786007	0.985469	0.036637	1.956264	-0.006802	-0.337309
chrX:22543200-22543400	0.491887	0.513501	0.024921	-1.130326	0.931395	2.810254	-0.529366	-1.225411	0.985442	0.758475	-1.267345	-1.158736	-0.028744	1.608869	-0.103733	-1.691890	1.786536	0.233552	0.820202
chr5:68088900-68089100	0.126246	-1.339594	-0.042275	-1.330361	-0.367157	-1.632721	-0.695069	-1.771539	-0.867431	-0.070133	-1.581463	0.185336	-0.202188	-1.845469	-1.107463	0.036637	0.518809	-1.356145	-2.059321
chr16:27303100-27303300	-0.999683	-0.490229	0.119463	-0.367274	0.989667	-0.076621	1.014937	0.072714	0.612259	0.399614	-1.251432	0.221620	-0.202517	0.411431	-0.714989	0.036637	-0.035151	-0.217880	0.004866
chr3:73249600-73249800	-0.700737	0.710710	0.119463	-0.265994	0.241079	1.081758	0.511705	2.371123	-0.359663	0.255625	0.661642	-0.552213	0.672316	0.411431	-1.405548	-1.998734	-0.115912	-0.193391	-1.998103
chrY:10761600-10761800	-0.357229	-0.876699	0.024921	0.352078	0.048980	0.215922	0.282245	0.319960	-0.319935	-0.110587	0.218978	2.743177	-0.202188	0.411431	2.483215	0.036637	0.664494	1.616854	0.545532
chr2:81416500-81416700	0.796873	-0.566165	-1.361157	-0.303929	1.174984	1.115275	-0.813870	-0.066339	-1.114221	-0.061471	0.472240	0.680276	0.672316	0.549406	-0.639055	1.458320	1.183076	0.258555	-0.369841
chr3:59349200-59349400	1.016500	-1.416917	-0.297951	-1.257484	-1.303682	-0.553142	0.723901	-1.202503	-0.075107	1.836014	0.359607	-0.201603	-0.202188	-1.845469	-0.587462	0.036637	-0.195947	-0.057569	-1.324657
chr17:90061900-90062100	0.712578	-1.108241	1.088127	0.339877	-1.374466	0.021547	-0.305932	0.729680	-0.465093	-0.061471	0.693805	1.355244	-0.375960	1.608869	0.566137	0.036637	-1.475832	1.194894	0.660477
chr14:82667900-82668100	-0.298092	0.190144	1.343804	-0.161010	-1.759152	-0.695753	-1.000371	0.790725	-0.177999	0.017191	-1.267345	-0.848047	0.672316	0.411431	-2.235683	0.121408	-1.673386	-0.906264	0.780206
chr16:69871100-69871300	0.536441	0.188728	-1.361157	-0.280610	-0.680961	-0.140607	1.068133	-0.786129	0.432474	-0.482408	-0.035852	-0.103109	0.845759	0.549406	-0.829776	0.121408	-0.529119	-0.319618	0.064672
chr10:7746500-7746700	0.338496	-1.309689	-1.361157	-0.180770	-0.019570	-0.955226	2.452364	-0.740607	-0.437440	-0.482408	-1.138806	-0.243436	-2.400950	-0.648032	-0.124975	1.765164	-0.520730	0.237821	-0.844052
chrY:7309100-7309300	0.520212	1.520154	-0.042275	1.195815	0.876688	-0.636708	-0.302755	-1.332985	-0.952241	-0.926407	0.298345	-0.244758	-0.375960	-0.648032	-0.785528	1.765164	-0.911813	0.493303	1.644471
chr4:94079300-94079500	0.582383	-0.154374	0.024921	1.279644	1.495967	-0.298889	-0.334150	0.140626	0.189607	0.872473	0.183465	-0.033922	0.672316	-0.786007	1.113566	0.036637	-2.025600	0.739193	0.161412
chr15:19346400-19346600	0.723357	0.317451	0.024921	-0.999179	0.547216	0.391286	0.087078	0.592370	-1.148776	-0.085280	0.786358	-1.531390	-0.202188	-0.786007	-0.192670	-0.270207	0.394564	1.925610	2.629933
chr7:48510000-48510200	0.807691	-0.127670	0.024921	0.646014	0.832151	-1.282261	0.011536	-1.165724	0.052074	-0.346219	-1.267345	-0.637127	-0.202188	-0.786007	0.486722	0.036637	-0.393227	-0.319618	-0.923148
chr3:76995700-76995900	0.542188	-0.680705	0.024921	-0.829344	1.530745	0.213153	3.442212	-0.480130	-0.075174	1.108041	2.259023	1.252412	0.672316	1.608869	0.547476	0.036637	-0.918904	0.741987	1.387630
chr16:82205200-82205400	0.255004	0.638184	0.024921	-0.666850	-0.011634	-1.118836	0.014906	0.271800	-0.150545	1.108041	0.057174	-1.178020	-0.202188	0.411431	0.107846	0.036637	-0.198011	1.001242	-1.580887
chr16:15578200-15578400	-1.005818	0.244342	-1.428353	-1.125720	-0.822198	1.321907	0.266806	0.384312	1.824638	-0.157890	0.438975	0.914514	-0.202188	-0.786007	-0.486358	0.036637	-0.014105	0.558043	-0.772601
chrY:9196000-9196200	-1.147263	0.799105	1.088127	1.105724	0.069648	-0.572679	-0.583073	-0.907594	-0.053183	-0.305700	0.345949	1.790598	0.672316	0.411431	-0.140842	0.036637	-0.374569	-0.589179	-1.716405
chr3:59826100-59826300	1.057132	1.698918	0.024921	-0.357998	1.259754	-0.836040	0.782417	1.775786	0.233869	2.050557	0.612869	1.511130	0.672316	-0.648032	-0.293476	-1.607119	1.773139	-0.303288	0.823890
chr15:8200300-8200500	0.636241	-1.686168	1.343804	-0.110546	-0.575291	0.041630	-0.365619	-0.090768	0.432474	-1.322849	0.741409	-0.212450	-0.202517	-0.786007	0.450765	0.036637	0.721448	0.827465	-0.233513
chr11:74114300-74114500	0.574063	0.104322	1.343804	1.216169	-0.420247	2.126184	0.482016	0.377894	-1.070887	-0.010042	0.231068	1.585582	-0.202188	0.411431	-0.005600	0.036637	1.498037	0.060328	1.024132
chr11:39586700-39586900	-0.742799	1.460965	-1.199419	-1.585616	1.320565	-0.101242	-0.753543	0.636115	1.048869	1.108041	0.345949	-0.153434	-0.202517	0.411431	0.327073	1.765164	0.652698	1.878903	-0.194770
chr7:86463700-86463900	0.605410	0.520410	0.186659	0.052802	-0.180089	-1.102134	1.002104	-0.933856	0.234622	-0.298442	0.205319	1.407725	-0.202188	2.806307	0.118874	0.036637	0.945002	0.932845	-1.300670
chr17:19185400-19185600	0.201158	0.370744	1.343804	-0.329751	2.079672	0.041630	1.680989	0.079491	-1.509656	0.124980	0.600779	-0.235004	-2.400950	1.608869	-1.742904	0.036637	-1.290744	0.258555	1.199762
chr8:101157900-101158100	0.309135	-0.138944	0.024921	0.518345	-0.492170	-0.617073	-1.214983	0.072714	0.539222	-1.598416	0.394722	-0.010948	-0.202188	-0.648032	0.118745	0.036637	-0.352236	1.055076	1.147960
chr11:30375700-30375900	0.766858	-1.421742	-0.042275	0.718747	2.167674	2.008021	-1.530200	-1.554109	-2.654218	-0.085280	0.298345	-1.223070	0.672316	-0.648032	0.042788	0.121408	-0.772177	3.033498	1.506126
chrX:139225500-139225700	0.808959	0.706688	1.411000	3.212068	0.773185	-0.513232	-0.642972	0.914497	1.374332	-0.574968	0.802272	0.806081	-1.250464	0.411431	1.360729	1.765164	0.804075	0.039900	0.970589
chr13:4846200-4846400	0.352749	1.368505	0.024921	1.177022	0.158226	-0.317644	-0.550321	-0.529951	1.238184	-0.482408	0.183465	0.782912	-0.028744	-1.845469	-1.100044	0.036637	1.027472	0.039900	0.753493
chr2:8433400-8433600	0.705945	-1.094404	0.024921	-1.007616	0.498725	-1.619815	-0.682419	-0.436386	-0.140816	0.339523	0.090439	-0.894696	0.672316	-0.786007	0.528986	0.036637	0.830108	-0.711534	-1.040444
chr11:47626800-47627000	0.075182	0.368302	-0.241730	0.671964	-0.385926	0.755532	-0.643524	0.216372	-0.803858	-0.000889	0.208787	-0.029104	0.670339	1.396139	-2.451937	1.602325	-1.998672	-0.790517	0.330414
chr1:95824300-95824500	2.991398	0.582593	2.175628	-0.044025	-0.155742	-0.712181	-0.690753	-0.919709	1.581716	0.210555	0.306284	0.230896	0.798041	-0.899536	-1.339386	-1.480194	0.526663	1.673777	0.765393
chr17:91072700-91072900	0.052857	-0.779702	-0.177181	-0.318812	-1.614722	-0.353353	0.426189	-0.134076	-0.946047	-0.856860	0.076426	0.842652	-0.101484	0.380562	-1.148058	0.172721	2.454592	-0.247756	0.284504
chr11:72668200-72668400	-0.223870	-1.277173	-0.487336	0.452734	1.687863	-0.119023	-0.265233	-0.105776	-0.430144	1.608230	0.453672	0.215654	0.798041	0.248302	0.292107	0.257964	-0.441490	0.586700	-0.903772
chr14:101191000-101191200	0.845474	0.105007	-0.487336	-0.873423	-0.562465	0.772785	-0.534825	-0.341186	1.186838	0.868565	0.208787	0.399387	0.798041	0.380562	1.111359	0.257964	-1.153970	2.241184	-1.310519
chr1:48894600-48894800	-1.304619	-0.617794	-0.241730	-0.851639	-0.675902	0.064117	-1.064311	-0.385073	-1.149591	0.108354	-1.508845	-1.343814	0.026218	0.380562	0.919714	-0.135833	-0.874866	-1.160722	-0.889476
chr3:57123200-57123400	1.933525	-1.005869	3.817266	0.750331	-1.290846	0.170702	-1.362679	-0.495027	1.393584	-0.829639	0.208787	0.544768	0.026460	1.528399	0.931356	0.172721	3.068460	0.480149	-0.072345
chr15:96263500-96263700	0.809052	0.425467	-0.177181	0.332779	-0.941704	0.721461	1.002679	-0.522979	1.186838	0.798521	0.076426	1.056089	0.670339	-0.899536	0.867659	0.257964	0.742099	1.708696	-1.760635
chr1:59637600-59637800	-1.216854	-1.367979	-0.177181	0.931593	-0.564976	2.182376	-0.804534	-0.732095	0.783133	1.799516	-1.564019	-0.719404	-0.948563	-0.899536	0.017963	0.172721	0.176754	-0.309003	0.361408
chr5:50590300-50590500	-1.425639	-0.698565	-1.508663	0.690999	0.471795	1.696436	0.025122	0.338600	0.361668	-0.869726	-0.070963	0.485285	-0.745363	-0.767276	0.057763	-1.480194	-0.913810	0.480149	-0.456259
chrY:8902000-8902200	-0.838754	-0.047357	-0.086363	-0.774817	-0.384915	-0.071706	0.639177	-1.150821	1.024137	-1.799550	0.208787	-1.576894	0.798041	0.380562	-0.900712	0.172721	-2.041526	0.514815	0.714156
chrX:50952800-50953000	2.234480	-0.505300	1.089752	-1.135802	-0.797999	0.583139	0.180020	0.448873	-0.271452	0.662077	-1.842613	0.284625	0.026460	0.248302	0.104645	-1.480194	-0.581144	-0.475859	-1.689000
chr2:109171300-109171500	0.397583	0.490050	-0.177181	-0.819107	0.985663	-0.984053	0.061036	1.712266	0.673170	-0.769894	-1.643562	-0.983515	0.798041	-0.899536	-0.668281	0.172721	0.068507	-0.732771	0.736382
chr18:38820600-38820800	-0.158572	-0.241029	1.154301	-0.020573	1.040994	-1.426764	0.168020	0.784800	-0.660963	-0.259711	-0.043976	0.772332	0.026460	0.248302	1.437781	0.172721	-0.079521	1.428442	0.835204
chr11:73821400-73821600	-0.962839	1.906266	-0.487336	0.225184	-0.974592	-0.752222	-0.204529	-0.134076	-0.459698	-0.740554	-1.793146	-0.299865	0.670339	0.248302	0.091836	1.910878	0.885039	0.494147	-0.651152
chrX:24069800-24070000	0.456500	-0.676269	-0.487336	-0.887496	-0.290370	-0.417440	0.838269	-0.789394	-0.225633	-0.176204	-1.542553	0.885548	-0.745363	1.396139	-0.691456	-1.480194	-0.822374	-1.803052	0.623427
chr1:102669400-102669600	-0.755018	3.205150	-0.177181	0.354346	-0.152561	-0.935781	0.022849	0.045041	-0.183420	-0.754780	-1.463010	-1.134313	0.026218	-0.767276	2.205599	-1.480194	-0.057702	-0.425940	-0.367019
chr2:62008600-62008800	-0.848078	-0.224713	-1.353296	-0.614541	-0.262664	-0.565273	-0.481836	-0.560805	0.089005	-0.176204	2.081445	-1.234550	-0.820860	0.248302	-0.549612	0.172721	-0.267401	-0.678672	0.079151
chr12:114194200-114194400	0.539421	1.428262	-0.177181	-0.417408	-1.489599	0.442781	1.315007	-0.174129	0.770740	0.279129	0.208787	-0.259826	0.670339	2.543977	0.384309	0.257964	0.045582	1.399331	0.204028
chrY:4086300-4086500	0.934734	-0.184506	-0.177181	-1.374559	0.357554	-1.160110	-0.603303	0.651901	-1.425551	0.029068	-1.796233	-0.699182	-0.101484	-0.767276	1.203513	0.172721	-1.098366	0.348069	-0.917674
chr17:93372500-93372700	-2.058535	-0.711406	-1.508663	1.096456	-1.153066	0.301203	-1.051452	-0.637058	-1.444892	-1.765165	-1.711407	-0.350508	0.670339	0.248302	-0.428483	1.910878	0.289497	1.460435	0.632922
chr2:53240200-53240400	-1.560484	-1.036086	-0.241730	-1.042013	-0.920468	-0.505695	1.637918	0.598972	1.465210	0.050519	0.457183	-0.206971	0.670339	0.380562	1.761920	0.172721	-1.397193	-0.862155	-0.543897
chr2:60038300-60038500	0.200240	0.546233	0.844146	-0.548330	-1.158318	1.589666	1.030634	-0.177786	1.036628	0.108354	0.208787	0.962086	0.798041	-0.899536	1.174948	1.910878	0.792453	0.621508	-1.129133
chr2:74305200-74305400	-1.228822	-0.386430	-0.177181	3.153416	-0.259592	-0.366491	-0.891036	-0.341382	0.361254	0.108354	-0.043976	0.144253	0.798041	-0.899536	-0.114654	0.172721	0.219375	0.102784	-1.048561
chr5:45859600-45859800	-1.300464	0.100077	-0.241730	0.963711	-0.104128	-1.046981	0.247036	-0.475775	-0.744782	0.563461	2.508583	-0.921666	0.670339	0.248302	0.564293	0.172721	0.935151	-0.524720	1.574005
chr6:128558800-128559000	-0.752127	-1.116763	1.343804	0.658884	1.356661	1.147616	0.170521	-0.418549	0.636162	-0.284676	0.705895	1.281887	0.672316	0.411431	0.559462	1.765164	2.451013	0.424286	0.804305
chr17:69924100-69924300	0.995228	0.358847	1.343804	-0.540340	-0.157080	0.249201	-0.125024	-0.023110	0.864685	-0.750192	0.438975	0.400800	-0.375960	1.608869	-0.509375	0.036637	-0.359195	0.001848	1.282808
chr11:28449900-28450100	-0.853728	0.187500	0.024921	-0.171109	1.069391	-2.036598	-2.771637	-0.526645	-0.500965	-2.184780	0.231068	-0.413334	-0.202188	-0.648032	-0.824111	0.036637	1.130482	-0.050196	0.763913
chr8:33247500-33247700	0.265390	-0.066675	-0.177181	-1.243078	0.882272	1.264172	0.754655	-1.177248	-0.443276	-0.638353	2.458691	1.555475	0.026460	0.248302	-0.993912	-1.480194	-0.466715	0.775460	1.229515
