Motif	# matches	% matches input	# matches background	%matches background	P-value	log10 P-value	ROC AUC	PR AUC	Enr. at 1% FPR	Recall at 10% FDR
GM.5.0.Mixed.0061	1713	1.587	102	1.020	2.03e-06	5.693	0.576	0.933	1.56	1.0000
GM.5.0.Unknown.0051	1049	0.972	100	1.000	6.33e-01	0.199	0.507	0.917	0.97	1.0000
GM.5.0.bHLH.0079	829	0.768	128	1.280	1.00e+00	0.000	0.488	0.910	0.60	1.0000
GM.5.0.AP-2.0009	1422	1.318	100	1.000	3.18e-03	2.498	0.510	0.918	1.32	1.0000
GM.5.0.RFX.0008	2688	2.491	100	1.000	8.77e-26	25.057	0.542	0.928	2.49	1.0000
GM.5.0.Mixed.0062	1321	1.224	100	1.000	2.54e-02	1.596	0.507	0.918	1.22	1.0000
GM.5.0.Unknown.0052	2501	2.317	100	1.000	1.54e-21	20.812	0.635	0.945	2.32	1.0000
GM.5.0.Unknown.0053	1474	1.366	100	1.000	9.20e-04	3.036	0.496	0.916	1.37	1.0000
GM.5.0.Unknown.0054	657	0.609	111	1.110	1.00e+00	0.000	0.468	0.906	0.55	1.0000
GM.5.0.GATA.0016	760	0.704	103	1.030	1.00e+00	0.000	0.492	0.911	0.68	1.0000
GM.5.0.C2H2_ZF.0165	1111	1.029	100	1.000	4.15e-01	0.382	0.508	0.917	1.03	1.0000
GM.5.0.Unknown.0055	1969	1.824	100	1.000	6.52e-11	10.186	0.552	0.929	1.82	1.0000
GM.5.0.C2H2_ZF.0166	2054	1.903	100	1.000	1.93e-12	11.714	0.537	0.926	1.90	1.0000
GM.5.0.C2H2_ZF.0167	1406	1.303	100	1.000	4.55e-03	2.342	0.562	0.930	1.30	1.0000
GM.5.0.C2H2_ZF.0168	1470	1.362	117	1.170	5.85e-02	1.233	0.545	0.924	1.16	1.0000
GM.5.0.Paired_box.0010	1056	0.978	100	1.000	6.09e-01	0.216	0.508	0.917	0.98	1.0000
GM.5.0.C2H2_ZF.0169	863	0.800	100	1.000	9.84e-01	0.007	0.496	0.912	0.80	1.0000
GM.5.0.bHLH.0080	3670	3.400	204	2.040	4.64e-15	14.334	0.533	0.925	1.67	1.0000
GM.5.0.Unknown.0056	2346	2.174	113	1.130	2.45e-14	13.611	0.589	0.935	1.92	1.0000
GM.5.0.C2H2_ZF.0170	805	0.746	100	1.000	9.97e-01	0.001	0.478	0.908	0.75	1.0000
GM.5.0.Homeodomain.0138	2134	1.977	199	1.990	5.54e-01	0.257	0.530	0.923	0.99	1.0000
GM.5.0.bHLH.0081	1200	1.112	100	1.000	1.65e-01	0.783	0.513	0.919	1.11	1.0000
GM.5.0.Forkhead.0037	1538	1.425	100	1.000	1.73e-04	3.762	0.544	0.925	1.43	1.0000
GM.5.0.Unknown.0057	1600	1.482	100	1.000	2.96e-05	4.529	0.529	0.922	1.48	1.0000
GM.5.0.Homeodomain.0139	486	0.450	102	1.020	1.00e+00	-0.000	0.440	0.901	0.44	1.0000
GM.5.0.C2H2_ZF.0171	773	0.716	109	1.090	1.00e+00	0.000	0.451	0.905	0.66	1.0000
GM.5.0.Sox.0031	3995	3.702	239	2.390	6.62e-13	12.179	0.581	0.936	1.55	1.0000
GM.5.0.Unknown.0058	2730	2.530	102	1.020	5.31e-26	25.275	0.528	0.927	2.48	1.0000
GM.5.0.bHLH.0082	3677	3.407	100	1.000	2.97e-51	50.527	0.591	0.939	3.41	1.0000
GM.5.0.bHLH.0083	1334	1.236	100	1.000	1.99e-02	1.701	0.532	0.923	1.24	1.0000
GM.5.0.bZIP.0066	1760	1.631	118	1.180	2.02e-04	3.694	0.515	0.920	1.38	1.0000
GM.5.0.Mixed.0063	1019	0.944	100	1.000	7.30e-01	0.136	0.505	0.914	0.94	1.0000
GM.5.0.Homeodomain.0140	1369	1.268	100	1.000	9.99e-03	2.000	0.535	0.923	1.27	1.0000
GM.5.0.Unknown.0059	828	0.767	100	1.000	9.94e-01	0.003	0.500	0.913	0.77	1.0000
GM.5.0.Unknown.0060	1491	1.382	100	1.000	5.99e-04	3.222	0.506	0.918	1.38	1.0000
GM.5.0.Ets.0029	1005	0.931	100	1.000	7.72e-01	0.113	0.496	0.914	0.93	1.0000
GM.5.0.C2H2_ZF.0172	891	0.826	100	1.000	9.68e-01	0.014	0.457	0.906	0.83	1.0000
GM.5.0.C2H2_ZF.0173	1831	1.697	100	1.000	1.35e-08	7.871	0.581	0.933	1.70	1.0000
GM.5.0.GATA.0017	1130	1.047	100	1.000	3.52e-01	0.453	0.490	0.913	1.05	1.0000
GM.5.0.bHLH.0084	1164	1.079	100	1.000	2.51e-01	0.600	0.556	0.927	1.08	1.0000
GM.5.0.Rel.0019	1509	1.398	100	1.000	3.76e-04	3.425	0.513	0.919	1.40	1.0000
GM.5.0.MADS_box.0014	2124	1.968	100	1.000	9.43e-14	13.026	0.565	0.931	1.97	1.0000
GM.5.0.C2H2_ZF.0174	740	0.686	107	1.070	1.00e+00	0.000	0.480	0.913	0.64	1.0000
GM.5.0.C2H2_ZF.0175	1329	1.231	105	1.050	6.00e-02	1.222	0.514	0.920	1.17	1.0000
GM.5.0.AT_hook.0003	1805	1.672	194	1.940	9.77e-01	0.010	0.508	0.917	0.86	1.0000
GM.5.0.Homeodomain.0141	1758	1.629	100	1.000	1.83e-07	6.738	0.546	0.926	1.63	1.0000
GM.5.0.bZIP.0067	1165	1.079	100	1.000	2.48e-01	0.605	0.485	0.913	1.08	1.0000
GM.5.0.Homeodomain.0142	27743	25.706	451	4.510	0.00e+00	inf	0.573	0.940	5.70	1.0000
GM.5.0.Zinc_cluster.0001	1688	1.564	100	1.000	1.92e-06	5.716	0.568	0.930	1.56	1.0000
GM.5.0.T-box.0020	2018	1.870	100	1.000	8.76e-12	11.058	0.569	0.931	1.87	1.0000
GM.5.0.THAP_finger.0004	1643	1.522	100	1.000	8.04e-06	5.095	0.542	0.925	1.52	1.0000
GM.5.0.C2H2_ZF.0176	3132	2.902	100	1.000	1.15e-36	35.941	0.609	0.941	2.90	1.0000
GM.5.0.Forkhead.0038	2011	1.863	100	1.000	1.17e-11	10.931	0.559	0.929	1.86	1.0000
GM.5.0.Nuclear_receptor.0084	990	0.917	100	1.000	8.12e-01	0.091	0.451	0.903	0.92	1.0000
GM.5.0.Unknown.0061	2910	2.696	100	1.000	4.27e-31	30.370	0.590	0.936	2.70	1.0000
GM.5.0.Ets.0030	3428	3.176	100	1.000	1.92e-44	43.717	0.607	0.941	3.18	1.0000
GM.5.0.Unknown.0062	885	0.820	104	1.040	9.89e-01	0.005	0.469	0.908	0.79	1.0000
GM.5.0.Unknown.0063	6428	5.956	100	1.000	4.25e-137	136.371	0.643	0.949	5.96	1.0000
GM.5.0.C2H2_ZF.0177	1201	1.113	100	1.000	1.63e-01	0.788	0.519	0.919	1.11	1.0000
GM.5.0.Nuclear_receptor.0085	936	0.867	100	1.000	9.20e-01	0.036	0.499	0.913	0.87	1.0000
GM.5.0.Ets.0031	1211	1.122	100	1.000	1.43e-01	0.844	0.534	0.922	1.12	1.0000
GM.5.0.Unknown.0064	1459	1.352	101	1.010	1.79e-03	2.747	0.457	0.909	1.34	1.0000
GM.5.0.p53.0006	758	0.702	106	1.060	1.00e+00	0.000	0.475	0.908	0.66	1.0000
GM.5.0.Homeodomain.0143	1303	1.207	102	1.020	5.20e-02	1.284	0.522	0.922	1.18	1.0000
GM.5.0.Nuclear_receptor.0086	1174	1.088	100	1.000	2.25e-01	0.648	0.496	0.915	1.09	1.0000
GM.5.0.Unknown.0065	743	0.688	141	1.410	1.00e+00	-0.000	0.489	0.912	0.49	1.0000
GM.5.0.bZIP.0068	1301	1.205	100	1.000	3.63e-02	1.441	0.512	0.918	1.21	1.0000
GM.5.0.Unknown.0066	2152	1.994	118	1.180	9.44e-10	9.025	0.523	0.922	1.69	1.0000
GM.5.0.C2H2_ZF.0178	817	0.757	139	1.390	1.00e+00	0.000	0.467	0.909	0.54	1.0000
GM.5.0.Mixed.0064	3233	2.996	105	1.050	4.92e-37	36.308	0.553	0.930	2.85	1.0000
GM.5.0.Paired_box.0011	998	0.925	101	1.010	8.18e-01	0.087	0.480	0.910	0.92	1.0000
GM.5.0.RFX.0009	1561	1.446	100	1.000	9.13e-05	4.039	0.547	0.926	1.45	1.0000
GM.5.0.Rel.0020	1475	1.367	100	1.000	8.97e-04	3.047	0.492	0.916	1.37	1.0000
GM.5.0.Unknown.0067	5753	5.331	100	1.000	1.14e-114	113.942	0.646	0.950	5.33	1.0000
GM.5.0.Mixed.0065	744	0.689	100	1.000	1.00e+00	0.000	0.466	0.907	0.69	1.0000
GM.5.0.C2H2_ZF.0179	2112	1.957	100	1.000	1.59e-13	12.797	0.542	0.926	1.96	1.0000
GM.5.0.Unknown.0068	1228	1.138	100	1.000	1.14e-01	0.944	0.482	0.912	1.14	1.0000
GM.5.0.GTF2I-like.0001	2487	2.304	105	1.050	1.53e-19	18.817	0.535	0.926	2.19	1.0000
GM.5.0.Mixed.0066	1040	0.964	104	1.040	7.89e-01	0.103	0.492	0.915	0.93	1.0000
GM.5.0.Mixed.0067	2269	2.102	100	1.000	1.30e-16	15.885	0.523	0.924	2.10	1.0000
GM.5.0.C2H2_ZF.0180	1580	1.464	122	1.220	2.58e-02	1.589	0.518	0.921	1.20	1.0000
GM.5.0.STAT.0014	2082	1.929	100	1.000	5.85e-13	12.233	0.572	0.932	1.93	1.0000
GM.5.0.E2F.0016	3203	2.968	694	6.940	1.00e+00	-0.000	0.415	0.888	0.43	1.0000
GM.5.0.C2H2_ZF.0181	1099	1.018	100	1.000	4.57e-01	0.340	0.516	0.919	1.02	1.0000
GM.5.0.SMAD.0011	1649	1.528	100	1.000	6.67e-06	5.176	0.536	0.925	1.53	1.0000
GM.5.0.Nuclear_receptor.0087	704	0.652	100	1.000	1.00e+00	0.000	0.437	0.900	0.65	1.0000
GM.5.0.C2H2_ZF.0182	2467	2.286	101	1.010	1.89e-20	19.723	0.536	0.927	2.26	1.0000
GM.5.0.Unknown.0069	6257	5.797	100	1.000	2.37e-131	130.624	0.654	0.951	5.80	1.0000
GM.5.0.MBD.0001	1493	1.383	100	1.000	5.69e-04	3.245	0.480	0.913	1.38	1.0000
GM.5.0.Mixed.0068	3813	3.533	100	1.000	4.58e-55	54.339	0.523	0.926	3.53	1.0000
GM.5.0.bHLH.0085	1937	1.795	101	1.010	4.09e-10	9.388	0.574	0.932	1.78	1.0000
GM.5.0.Myb_SANT.0011	1311	1.215	105	1.050	7.89e-02	1.103	0.480	0.914	1.16	1.0000
GM.5.0.C2H2_ZF.0183	729	0.675	100	1.000	1.00e+00	0.000	0.484	0.910	0.68	1.0000
GM.5.0.C2H2_ZF.0184	1366	1.266	100	1.000	1.06e-02	1.974	0.491	0.914	1.27	1.0000
GM.5.0.Unknown.0070	965	0.894	100	1.000	8.69e-01	0.061	0.493	0.913	0.89	1.0000
GM.5.0.IRF.0015	1681	1.558	102	1.020	5.59e-06	5.253	0.550	0.927	1.53	1.0000
GM.5.0.Forkhead.0039	3984	3.691	100	1.000	6.08e-60	59.216	0.593	0.938	3.69	1.0000
GM.5.0.MADS_box.0015	1239	1.148	100	1.000	9.74e-02	1.012	0.526	0.921	1.15	1.0000
GM.5.0.Unknown.0071	2047	1.897	100	1.000	2.60e-12	11.585	0.551	0.930	1.90	1.0000
GM.5.0.bZIP.0069	757	0.701	100	1.000	9.99e-01	0.000	0.466	0.906	0.70	1.0000
GM.5.0.Ets.0032	1226	1.136	100	1.000	1.17e-01	0.932	0.512	0.918	1.14	1.0000
GM.5.0.STAT.0015	1531	1.419	100	1.000	2.09e-04	3.679	0.525	0.922	1.42	1.0000
GM.5.0.Mixed.0069	966	0.895	106	1.060	9.55e-01	0.020	0.493	0.915	0.84	1.0000
GM.5.0.SMAD.0012	1042	0.965	100	1.000	6.56e-01	0.183	0.539	0.924	0.97	1.0000
GM.5.0.TBP.0002	1308	1.212	121	1.210	5.17e-01	0.286	0.510	0.921	1.00	1.0000
GM.5.0.C2H2_ZF.0185	645	0.598	110	1.100	1.00e+00	0.000	0.453	0.902	0.54	1.0000
GM.5.0.Unknown.0072	2537	2.351	123	1.230	3.56e-15	14.449	0.594	0.936	1.91	1.0000
GM.5.0.TBP.0003	2098	1.944	145	1.450	1.98e-04	3.704	0.556	0.929	1.34	1.0000
GM.5.0.Homeodomain.0144	2319	2.149	100	1.000	1.22e-17	16.912	0.542	0.929	2.15	1.0000
GM.5.0.Paired_box.0012	1806	1.673	100	1.000	3.35e-08	7.476	0.574	0.931	1.67	1.0000
GM.5.0.C2H2_ZF.0186	668	0.619	120	1.200	1.00e+00	0.000	0.463	0.903	0.52	1.0000
GM.5.0.Unknown.0073	1261	1.168	132	1.320	9.16e-01	0.038	0.481	0.911	0.89	1.0000
GM.5.0.Nuclear_receptor.0088	729	0.675	100	1.000	1.00e+00	0.000	0.466	0.906	0.68	1.0000
GM.5.0.Homeodomain.0145	1403	1.300	100	1.000	4.86e-03	2.314	0.509	0.919	1.30	1.0000
GM.5.0.SMAD.0013	963	0.892	105	1.050	9.48e-01	0.023	0.515	0.918	0.85	1.0000
GM.5.0.E2F.0017	802	0.743	100	1.000	9.97e-01	0.001	0.489	0.911	0.74	1.0000
GM.5.0.Mixed.0070	4443	4.117	100	1.000	1.88e-73	72.727	0.605	0.942	4.12	1.0000
GM.5.0.Unknown.0074	1302	1.206	100	1.000	3.56e-02	1.448	0.510	0.918	1.21	1.0000
GM.5.0.Forkhead.0040	1441	1.335	106	1.060	1.01e-02	1.998	0.508	0.916	1.26	1.0000
GM.5.0.p53.0007	1089	1.009	100	1.000	4.92e-01	0.308	0.498	0.915	1.01	1.0000
GM.5.0.Nuclear_receptor.0089	3711	3.438	100	1.000	3.35e-52	51.474	0.623	0.944	3.44	1.0000
GM.5.0.Homeodomain.0146	1172	1.086	131	1.310	9.80e-01	0.009	0.480	0.909	0.83	1.0000
GM.5.0.C2H2_ZF.0187	1976	1.831	101	1.010	8.73e-11	10.059	0.529	0.924	1.81	1.0000
GM.5.0.Unknown.0075	1536	1.423	100	1.000	1.83e-04	3.738	0.542	0.925	1.42	1.0000
GM.5.0.Unknown.0076	774	0.717	100	1.000	9.99e-01	0.000	0.492	0.912	0.72	1.0000
GM.5.0.Unknown.0077	1495	1.385	110	1.100	8.95e-03	2.048	0.542	0.925	1.26	1.0000
GM.5.0.Unknown.0078	1223	1.133	100	1.000	1.22e-01	0.914	0.523	0.920	1.13	1.0000
GM.5.0.E2F.0018	2032	1.883	104	1.040	5.13e-11	10.290	0.529	0.925	1.81	1.0000
GM.5.0.Unknown.0079	7629	7.069	584	5.840	1.28e-06	5.894	0.482	0.916	1.21	1.0000
GM.5.0.bHLH.0086	972	0.901	110	1.100	9.78e-01	0.010	0.519	0.918	0.82	1.0000
GM.5.0.bZIP.0070	2578	2.389	100	1.000	2.93e-23	22.533	0.578	0.934	2.39	1.0000
GM.5.0.SMAD.0014	1672	1.549	100	1.000	3.22e-06	5.492	0.528	0.923	1.55	1.0000
GM.5.0.STAT.0016	1569	1.454	100	1.000	7.28e-05	4.138	0.512	0.920	1.45	1.0000
GM.5.0.Mixed.0071	1249	1.157	129	1.290	8.90e-01	0.051	0.481	0.912	0.90	1.0000
GM.5.0.Nuclear_receptor.0090	2892	2.680	489	4.890	1.00e+00	-0.000	0.433	0.901	0.55	1.0000
GM.5.0.Myb_SANT.0012	508	0.471	100	1.000	1.00e+00	-0.000	0.458	0.903	0.47	1.0000
GM.5.0.SAND.0005	659	0.611	100	1.000	1.00e+00	0.000	0.420	0.896	0.61	1.0000
GM.5.0.C2H2_ZF.0188	1532	1.419	100	1.000	2.04e-04	3.691	0.502	0.918	1.42	1.0000
GM.5.0.Homeodomain.0147	1041	0.965	100	1.000	6.60e-01	0.181	0.501	0.917	0.96	1.0000
GM.5.0.SMAD.0015	1207	1.118	100	1.000	1.51e-01	0.821	0.512	0.919	1.12	1.0000
GM.5.0.Homeodomain.0148	809	0.750	110	1.100	1.00e+00	0.000	0.445	0.904	0.68	1.0000
GM.5.0.MADS_box.0016	1052	0.975	100	1.000	6.22e-01	0.206	0.481	0.910	0.97	1.0000
GM.5.0.Nuclear_receptor.0091	912	0.845	100	1.000	9.49e-01	0.023	0.478	0.910	0.85	1.0000
GM.5.0.Mixed.0072	1776	1.646	100	1.000	9.75e-08	7.011	0.538	0.925	1.65	1.0000
GM.5.0.Myb_SANT.0013	1373	1.272	100	1.000	9.20e-03	2.036	0.558	0.928	1.27	1.0000
GM.5.0.Unknown.0080	2096	1.942	100	1.000	3.20e-13	12.495	0.584	0.934	1.94	1.0000
GM.5.0.Unknown.0081	2916	2.702	102	1.020	2.02e-30	29.695	0.539	0.928	2.65	1.0000
GM.5.0.Nuclear_receptor.0092	4692	4.347	100	1.000	5.21e-81	80.283	0.598	0.939	4.35	1.0000
GM.5.0.Mixed.0073	799	0.740	100	1.000	9.98e-01	0.001	0.460	0.906	0.74	1.0000
GM.5.0.bZIP.0071	7873	7.295	847	8.470	1.00e+00	0.000	0.483	0.913	0.86	1.0000
GM.5.0.Nuclear_receptor.0093	486	0.450	100	1.000	1.00e+00	-0.000	0.454	0.902	0.45	1.0000
GM.5.0.Unknown.0082	2521	2.336	100	1.000	5.56e-22	21.255	0.592	0.937	2.34	1.0000
GM.5.0.Paired_box.0013	1869	1.732	144	1.440	1.56e-02	1.807	0.488	0.916	1.20	1.0000
GM.5.0.Paired_box.0014	961	0.890	102	1.020	9.12e-01	0.040	0.491	0.912	0.87	1.0000
GM.5.0.Homeodomain.0149	855	0.792	100	1.000	9.87e-01	0.006	0.450	0.904	0.79	1.0000
GM.5.0.Mixed.0074	972	0.901	102	1.020	8.94e-01	0.049	0.509	0.917	0.88	1.0000
GM.5.0.CUT_Homeodomain.0007	633	0.587	104	1.040	1.00e+00	0.000	0.426	0.898	0.56	1.0000
GM.5.0.C2H2_ZF.0189	1046	0.969	100	1.000	6.43e-01	0.192	0.511	0.917	0.97	1.0000
GM.5.0.C2H2_ZF.0190	4653	4.311	100	1.000	8.13e-80	79.090	0.601	0.942	4.31	1.0000
GM.5.0.CUT_Homeodomain.0008	807	0.748	100	1.000	9.97e-01	0.001	0.461	0.906	0.75	1.0000
GM.5.0.C2H2_ZF.0191	2855	2.645	100	1.000	9.38e-30	29.028	0.531	0.925	2.65	1.0000
GM.5.0.bZIP.0072	1834	1.699	100	1.000	1.20e-08	7.919	0.547	0.927	1.70	1.0000
GM.5.0.Homeodomain.0150	1383	1.281	125	1.250	4.17e-01	0.380	0.513	0.918	1.03	1.0000
GM.5.0.C2H2_ZF.0192	2026	1.877	100	1.000	6.28e-12	11.202	0.588	0.934	1.88	1.0000
GM.5.0.TBP.0004	2375	2.201	100	1.000	8.21e-19	18.086	0.589	0.937	2.20	1.0000
GM.5.0.Unknown.0083	3919	3.631	100	1.000	4.45e-58	57.352	0.611	0.942	3.63	1.0000
GM.5.0.Homeodomain.0151	1125	1.042	100	1.000	3.68e-01	0.434	0.451	0.905	1.04	1.0000
GM.5.0.Nuclear_receptor.0094	2068	1.916	100	1.000	1.07e-12	11.972	0.592	0.936	1.92	1.0000
GM.5.0.C2H2_ZF.0193	1420	1.316	100	1.000	3.32e-03	2.478	0.520	0.920	1.32	1.0000
GM.5.0.Unknown.0084	661	0.612	101	1.010	1.00e+00	0.000	0.511	0.915	0.61	1.0000
GM.5.0.Homeodomain.0152	1949	1.806	100	1.000	1.46e-10	9.837	0.518	0.922	1.81	1.0000
GM.5.0.SAND.0006	1036	0.960	100	1.000	6.76e-01	0.170	0.513	0.918	0.96	1.0000
GM.5.0.Homeodomain.0153	1043	0.966	142	1.420	1.00e+00	0.000	0.452	0.904	0.68	1.0000
GM.5.0.Nuclear_receptor.0095	875	0.811	100	1.000	9.78e-01	0.010	0.451	0.905	0.81	1.0000
GM.5.0.Unknown.0085	1486	1.377	100	1.000	6.81e-04	3.167	0.507	0.918	1.38	1.0000
GM.5.0.Nuclear_receptor.0096	581	0.538	100	1.000	1.00e+00	0.000	0.439	0.900	0.54	1.0000
GM.5.0.Nuclear_receptor.0097	852	0.789	100	1.000	9.88e-01	0.005	0.436	0.902	0.79	1.0000
GM.5.0.Nuclear_receptor.0098	664	0.615	100	1.000	1.00e+00	0.000	0.455	0.904	0.62	1.0000
GM.5.0.C2H2_ZF.0194	545	0.505	100	1.000	1.00e+00	0.000	0.473	0.906	0.50	1.0000
GM.5.0.C2H2_ZF.0195	1045	0.968	100	1.000	6.46e-01	0.190	0.490	0.913	0.97	1.0000
GM.5.0.SAND.0007	980	0.908	100	1.000	8.36e-01	0.078	0.509	0.916	0.91	1.0000
GM.5.0.Nuclear_receptor.0099	552	0.511	102	1.020	1.00e+00	0.000	0.419	0.895	0.50	1.0000
GM.5.0.bHLH.0087	2974	2.756	100	1.000	1.12e-32	31.951	0.606	0.940	2.76	1.0000
GM.5.0.Nuclear_receptor.0100	987	0.915	100	1.000	8.19e-01	0.086	0.533	0.921	0.91	1.0000
GM.5.0.Unknown.0086	1897	1.758	102	1.020	3.24e-09	8.489	0.572	0.931	1.72	1.0000
GM.5.0.Homeodomain.0154	2970	2.752	113	1.130	2.02e-27	26.694	0.503	0.914	2.44	1.0000
GM.5.0.Nuclear_receptor.0101	519	0.481	100	1.000	1.00e+00	0.000	0.437	0.899	0.48	1.0000
GM.5.0.Mixed.0075	1529	1.417	100	1.000	2.21e-04	3.656	0.533	0.923	1.42	1.0000
GM.5.0.bZIP.0073	1247	1.155	145	1.450	9.95e-01	0.002	0.431	0.903	0.80	1.0000
GM.5.0.Unknown.0087	2431	2.252	110	1.100	7.87e-17	16.104	0.588	0.935	2.05	1.0000
GM.5.0.GATA.0018	637	0.590	104	1.040	1.00e+00	0.000	0.493	0.911	0.57	1.0000
GM.5.0.C2H2_ZF.0196	1237	1.146	102	1.020	1.37e-01	0.862	0.534	0.922	1.12	1.0000
GM.5.0.Nuclear_receptor.0102	1016	0.941	105	1.050	8.69e-01	0.061	0.457	0.905	0.90	1.0000
GM.5.0.Unknown.0088	1523	1.411	113	1.130	1.05e-02	1.980	0.542	0.923	1.25	1.0000
GM.5.0.bZIP.0074	1778	1.647	172	1.720	7.23e-01	0.141	0.523	0.921	0.96	1.0000
GM.5.0.Unknown.0089	606	0.561	102	1.020	1.00e+00	0.000	0.503	0.913	0.55	1.0000
GM.5.0.C2H2_ZF.0197	1137	1.053	100	1.000	3.30e-01	0.481	0.509	0.918	1.05	1.0000
GM.5.0.C2H2_ZF.0198	966	0.895	100	1.000	8.67e-01	0.062	0.496	0.913	0.90	1.0000
GM.5.0.Unknown.0090	652	0.604	102	1.020	1.00e+00	0.000	0.441	0.900	0.59	1.0000
GM.5.0.Homeodomain.0155	1292	1.197	100	1.000	4.23e-02	1.373	0.506	0.918	1.20	1.0000
GM.5.0.Homeodomain.0156	8864	8.213	244	2.440	1.06e-123	122.974	0.540	0.932	3.37	1.0000
GM.5.0.C2H2_ZF.0199	1259	1.167	124	1.240	7.61e-01	0.119	0.534	0.922	0.94	1.0000
GM.5.0.bHLH.0088	922	0.854	101	1.010	9.49e-01	0.023	0.504	0.915	0.85	1.0000
GM.5.0.E2F.0019	580	0.537	115	1.150	1.00e+00	-0.000	0.411	0.893	0.47	1.0000
GM.5.0.Unknown.0091	3203	2.968	694	6.940	1.00e+00	-0.000	0.465	0.903	0.43	1.0000
GM.5.0.Unknown.0092	2452	2.272	103	1.030	1.85e-19	18.732	0.583	0.935	2.21	1.0000
GM.5.0.Unknown.0093	1821	1.687	101	1.010	3.20e-08	7.495	0.572	0.932	1.67	1.0000
GM.5.0.Forkhead.0041	1271	1.178	101	1.010	7.18e-02	1.144	0.508	0.918	1.17	1.0000
GM.5.0.Homeodomain.0157	2918	2.704	167	1.670	3.00e-11	10.523	0.537	0.929	1.62	1.0000
GM.5.0.Ets.0033	2024	1.875	100	1.000	6.82e-12	11.166	0.545	0.927	1.88	1.0000
GM.5.0.STAT.0017	431	0.399	103	1.030	1.00e+00	-0.000	0.439	0.898	0.39	1.0000
GM.5.0.Homeodomain.0158	2327	2.156	100	1.000	8.35e-18	17.078	0.488	0.918	2.16	1.0000
GM.5.0.C2H2_ZF.0200	1216	1.127	100	1.000	1.34e-01	0.873	0.526	0.921	1.13	1.0000
GM.5.0.Mixed.0076	950	0.880	100	1.000	8.97e-01	0.047	0.466	0.907	0.88	1.0000
GM.5.0.Unknown.0094	1092	1.012	100	1.000	4.81e-01	0.317	0.541	0.923	1.01	1.0000
GM.5.0.bZIP.0075	4415	4.091	100	1.000	1.30e-72	71.887	0.614	0.939	4.09	1.0000
GM.5.0.Unknown.0095	7629	7.069	100	1.000	1.52e-178	177.819	0.624	0.947	7.07	1.0000
GM.5.0.HSF.0006	1030	0.954	100	1.000	6.96e-01	0.157	0.491	0.913	0.95	1.0000
GM.5.0.Ets.0034	1390	1.288	113	1.130	9.52e-02	1.022	0.528	0.921	1.14	1.0000
GM.5.0.Unknown.0096	2583	2.393	102	1.020	1.18e-22	21.927	0.570	0.933	2.35	1.0000
GM.5.0.Unknown.0097	853	0.790	100	1.000	9.87e-01	0.006	0.453	0.904	0.79	1.0000
GM.5.0.TEA.0005	3322	3.078	228	2.280	2.07e-06	5.685	0.523	0.921	1.35	1.0000
GM.5.0.bHLH.0089	4006	3.712	115	1.150	9.52e-53	52.022	0.617	0.945	3.23	1.0000
GM.5.0.Unknown.0098	981	0.909	100	1.000	8.34e-01	0.079	0.493	0.912	0.91	1.0000
GM.5.0.SMAD.0016	11852	10.982	605	6.050	6.70e-61	60.174	0.583	0.934	1.82	1.0000
GM.5.0.Forkhead.0042	1253	1.161	109	1.090	2.82e-01	0.550	0.523	0.920	1.07	1.0000
GM.5.0.Mixed.0077	1001	0.927	100	1.000	7.83e-01	0.106	0.496	0.914	0.93	1.0000
GM.5.0.STAT.0018	4148	3.843	100	1.000	1.06e-64	63.977	0.608	0.942	3.84	1.0000
GM.5.0.CUT_Homeodomain.0009	728	0.675	101	1.010	1.00e+00	0.000	0.453	0.904	0.67	1.0000
GM.5.0.bHLH.0090	3239	3.001	102	1.020	1.60e-38	37.797	0.623	0.944	2.94	1.0000
GM.5.0.MBD.0002	569	0.527	113	1.130	1.00e+00	-0.000	0.511	0.917	0.47	1.0000
GM.5.0.Nuclear_receptor.0103	5401	5.004	100	1.000	2.89e-103	102.539	0.617	0.945	5.00	1.0000
GM.5.0.bHLH.0091	2368	2.194	100	1.000	1.15e-18	17.938	0.579	0.935	2.19	1.0000
GM.5.0.C2H2_ZF.0201	1734	1.607	100	1.000	4.17e-07	6.380	0.551	0.927	1.61	1.0000
GM.5.0.C2H2_ZF.0202	1060	0.982	100	1.000	5.95e-01	0.226	0.483	0.911	0.98	1.0000
GM.5.0.C2H2_ZF.0203	1430	1.325	113	1.130	5.30e-02	1.276	0.544	0.925	1.17	1.0000
GM.5.0.Homeodomain_POU.0014	1413	1.309	100	1.000	3.89e-03	2.410	0.530	0.923	1.31	1.0000
GM.5.0.SMAD.0017	2496	2.313	105	1.050	9.84e-20	19.007	0.611	0.939	2.20	1.0000
GM.5.0.Nuclear_receptor.0104	1316	1.219	112	1.120	2.07e-01	0.684	0.533	0.923	1.09	1.0000
GM.5.0.Unknown.0099	9956	9.225	473	4.730	2.12e-60	59.673	0.590	0.938	1.95	1.0000
GM.5.0.C2H2_ZF.0204	1009	0.935	108	1.080	9.29e-01	0.032	0.535	0.923	0.87	1.0000
GM.5.0.Homeodomain_POU.0015	1758	1.629	100	1.000	1.83e-07	6.738	0.531	0.924	1.63	1.0000
GM.5.0.Nuclear_receptor.0105	4405	4.082	575	5.750	1.00e+00	-0.000	0.439	0.900	0.71	1.0000
